,names,pKa,pKa predicted
0,2phenyl1456tetrahydropyrimidine_cation->neut,12.8,10.949427
1,22pyridilimidazole_cation->neut,5.47,5.3380804
2,pyrazine2amidino3meam_cation->neut,8.96,7.5190063
3,4me3ph5meim45dih124oxadiazole_cation->neut,6.43,5.7016783
4,3me2meim12dihtetramethiazole_cation->neut,10.0,8.946882
5,1Hpyrazol3ol_neut->an,7.94,7.2252507
6,4me9amacridine_cation->neut,10.24,9.49567
7,4mepyrazole45dih_cation->neut,4.58,4.2731743
8,26dime4carbmquinazoline_cation->neut,1.79,1.6356521
9,4fluoropiperidine_cation->neut,9.4,9.772601
10,2chloropyridine_cation->neut,0.47,0.20427513
11,23dimethylaniline_cation->neut,4.7,4.3489733
12,5fluro6methylaminopyrimidin21hone_cation->neut,2.66,1.7445354
13,4methoxycinnoline_cation->neut,3.14,3.3967
14,5pchlorphenyloxazole_cation->neut,0.16,0.25698805
15,6cyanopurine_neut->an,6.88,7.273905
16,2meo3mequinoxaline_cation->neut,1.38,1.3004441
17,5meo24diampyrimidine_cation->neut,7.23,7.644234
18,4f2nitroaniline_cation->neut,-0.34,-0.40928626
19,3hydroxy2meopyridine_cation->neut,2.1,1.673243
20,3methyl13thiazol23himine_cation->neut,9.61,9.288414
21,benzene1iminobenzyl26dimethyl_cation->neut,6.29,6.2927637
22,354dimetpyrazole_cation->neut,3.91,3.755563
23,6cf39hpurin2amine_cation->neut,1.85,1.6049385
24,histamine_2cation->cation,6.04,5.565197
25,2mesthiazole_cation->neut,1.92,1.4368689
26,4amino3ethylpyridine_cation->neut,9.39,8.747944
27,6me5phenox24diampyrimidine_cation->neut,6.47,6.3093853
28,9methyl28dihydroxypurine_an->2an,11.5,12.037032
29,5mercaptoquinoline_neut->an,6.48,5.796899
30,6hidrazinoquinoline_cation->neut,5.5,5.6902366
31,25thiazolylpyridine_cation->neut,2.79,1.8789997
32,2me6meampurine_cation->neut,5.04,4.07149
33,2367tetrh1h5himdazo12apyrimdne_cation->neut,11.22,11.294805
34,7aminoquinoline_cation->neut,6.63,6.69477
35,pteridine46dime2amino_cation->neut,2.66,2.9914927
36,1234tetrah15naphthyridine_2cation->cation,-1.35,-0.4526348
37,4meam1me2pyrimidionne_cation->neut,4.47,4.196141
38,5carboxy4methyloxazole_cation->neut,-0.72,-0.7411423
39,4cl2nitroaniline_cation->neut,-0.94,-0.8796046
40,2me4carbmquinazoline_cation->neut,1.57,1.8059173
41,146triazaindene_neut->an,13.16,13.167376
42,tetrahydroquinoline_cation->neut,5.03,4.3129616
43,246triaminopyrimidine_2cation->cation,1.07,1.2860646
44,2imino133trimeindoline_cation->neut,9.25,9.549864
45,4cyano110phenanthroline_cation->neut,3.56,3.0526042
46,Nethyltrans23dimethylaziridine_cation->neut,9.47,9.157287
47,26dimethylquinazolinehydrate_cation->neut,8.65,8.332384
48,thioibotenic_neut->an,5.9,7.360269
49,nphenylhydroxylamine_cation->neut,2.19,1.1630921
50,2amino4methoxypyrimidine_cation->neut,5.53,5.284787
51,1me45diam2im12dihpyrimidine_cation->neut,13.66,13.067769
52,aniline_cation->neut,4.6,4.389989
53,2me16dih123triazolo5p4p54pyrimidine_cation->neut,6.16,5.882233
54,4formyl123triazole_neut->an,6.63,6.1986117
55,3me1ph1Hpyrazol5ol_cation->neut,1.42,1.5934293
56,4benzylpyridine_cation->neut,5.59,5.439368
57,tertbutyldimethylamine_cation->neut,10.52,9.842815
58,n3dimethylaniline_cation->neut,4.85,5.0323935
59,1hydroxyphenazine_cation->neut,1.44,1.5388951
60,2trimesilylmeaminopropane_cation->neut,10.8,10.869786
61,nndime4cyanoaniline_cation->neut,1.777,2.4045312
62,ethanedihydroxamic_an->2an,9.0,7.6232996
63,4me2hidrazinoquinoline_cation->neut,8.35,7.9395847
64,benzoquinonemonoxime_neut->an,6.2,6.4464493
65,1amino3cyanonaphtalene_cation->neut,2.26,2.7854607
66,3dimeampyridine_cation->neut,6.45,6.1147375
67,4mesilamidepyridine_cation->neut,3.64,3.202416
68,5methoxypyrimidin4ol_neut->an,8.64,8.273737
69,threonine_neut->an,9.1,8.668247
70,4methylquinazoline_cation->neut,2.8,2.6250277
71,5ohpyridin21Hone_neut->an,8.51,8.76136
72,8oh16naphthyridine_cation->neut,4.05,4.2310324
73,quinuclidine4methylsulfonyl_cation->neut,7.89,7.5379934
74,4am2butynoic_cation->neut,1.8,1.150373
75,4mnitrophenylpyridine_cation->neut,4.87,4.8455725
76,cis1am2isop5mecyclohexane_cation->neut,10.35,10.275082
77,6mepyrazolo34dpyrimidin4am_cation->neut,5.41,5.023322
78,23diampropanoic_cation->neut,6.79,6.6347547
79,m-nitrophenol_neut->an,8.36,8.274998
80,146triazanaphtalene_cation->neut,2.47,1.9456639
81,24diam67dime8oxypteridin_cation->neut,3.04,2.8561392
82,6hydroxycinnoline_cation->neut,3.65,3.226811
83,3aminopropanoic_cation->neut,3.55,3.888196
84,5me1oh2pyrroline5carboxylic_neut->an,2.95,3.0637698
85,4am2naphtol_cation->neut,3.45,3.487017
86,1phenylpyrazole_cation->neut,0.44,0.67439365
87,pteridine4me2amino_cation->neut,2.81,2.3715463
88,hypoxanthine_cation->neut,1.19,1.7234321
89,34dih367trime4oxopteridine_cation->neut,-0.05,0.035130024
90,isothiazole_cation->neut,-0.5,0.37002873
91,5nitro2mepyrimidine_cation->neut,1.49,0.13464642
92,5cf33nitroaniline_cation->neut,0.82,0.94633436
93,4tbu2ampyrimidine_cation->neut,4.58,4.4328732
94,46dimepyrimidine_cation->neut,2.7,2.8436422
95,25dimethylpyrazine_cation->neut,1.9,1.8884654
96,4tertbutylthiazole_cation->neut,3.04,2.1077242
97,imidazole_cation->neut,6.95,6.750453
98,1methyllumazine7carboxylic_an->2an,8.41,8.433881
99,2amino5fluoro4hydroxypyrimidine_neut->an,8.04,8.47774
100,167trimethylpterin_cation->neut,3.25,3.087264
101,2am4nitrobenzoic_cation->neut,0.65,-0.033014536
102,34dinitro12benzenediol_neut->an,4.02,3.3845417
103,3fluoropiperidine_cation->neut,9.3,9.222374
104,2meo4ampyridine_cation->neut,7.05,7.360264
105,25diaminopyridine_2cation->cation,2.13,2.724679
106,6methoxypurine_neut->an,9.18,9.143955
107,trifluoroacrilic_neut->an,1.79,2.5035508
108,4acetamidopyridinenoxide_cation->neut,1.59,1.2814751
109,1aminocyclopropane_cation->neut,9.1,9.760582
110,4phoxazole_cation->neut,-0.51,-0.1678586
111,4menaphthalen1am_cation->neut,4.37,4.28847
112,5me46diohpyrimidine_cation->neut,-0.51,0.17193055
113,5me17diazaindene_cation->neut,4.86,4.7753315
114,42pyridylaniline_2cation->cation,2.47,2.3191037
115,26dinitro4medimeaniline_cation->neut,-1.66,-0.57141733
116,5nitroindole_neut->an,14.75,13.309581
117,benzene1iminobenzyl2methyl_cation->neut,6.79,6.031177
118,24diaminopyrimidine_cation->neut,7.4,7.2111263
119,5fluoro1hbenzimidazole_cation->neut,5.0,4.7623343
120,n2methylpropenylmorpholine_cation->neut,5.45,6.1805696
121,phenylglycine_cation->neut,2.15,1.4195728
122,12me3indolylethanone_neut->an,13.24,12.820953
123,3azetidinecarboxylic_neut->an,10.3,8.1646185
124,n2dimethylpiperidine_cation->neut,10.26,10.006388
125,3methoxypyridine_cation->neut,4.91,4.879241
126,5aminotropolone_cation->neut,2.62,2.4625146
127,6oh2am8cf3purine_cation->neut,1.23,1.0773137
128,3chlorobenzylamine_cation->neut,9.01,9.210194
129,4nme46diampyrimidine_cation->neut,6.3,5.843856
130,piperidine1amine_cation->neut,7.51,7.323756
131,nneopentylaniline_cation->neut,4.17,5.0116878
132,pyrazolo34bpyrazine_cation->neut,-0.64,-0.2599845
133,3hydroxyphenanthridine_cation->neut,4.78,4.6232967
134,methylphosphoric_neut->an,1.54,1.4192715
135,2meo5ampyridine_cation->neut,4.28,3.765931
136,24dimephenylhydrazine_cation->neut,5.72,5.926139
137,7hydroxycinnoline_cation->neut,3.31,3.069624
138,5ph2meopyrimidine_cation->neut,0.79,1.3206978
139,trans10h17naphthyridine_2cation->cation,7.07,6.9719706
140,4cf3sulphonylaniline_cation->neut,-0.01,0.3437581
141,melamine_cation->neut,5.1,5.1894245
142,4nmemesilamidepyridine_cation->neut,5.14,4.3719387
143,24pyrrolidinedione_neut->an,6.4,6.5679393
144,thiophenol_neut->an,6.5,6.711262
145,5678tetrah17naphthyridine_2cation->neut,2.48,2.5229383
146,mtoluidine_cation->neut,4.69,4.563964
147,35dime4ohfuran25hone_neut->an,4.0,3.8720593
148,nicotinihydrazide_cation->neut,3.29,3.3677008
149,2iprobenzimidazole_cation->neut,6.25,5.8951387
150,8oh24dimequinazollin_cation->neut,3.79,3.3236756
151,99dime3789tetrhpyrmdno21ipurine_cation->neut,7.4,6.886921
152,15dime2oxo12dihpyrimidine_cation->neut,2.57,1.8823233
153,5methylquinazolinehydrate_cation->neut,7.89,7.813896
154,3ph124thiadiazol5amine_cation->neut,1.4,1.1864803
155,3aminotropone_cation->neut,3.33,3.7551003
156,12dime5aminobenzimidazole_2cation->cation,3.38,3.4779513
157,5etnmethypyrimidin2amine_cation->neut,4.29,4.142973
158,3me55pentamepyrazole45dih_cation->neut,5.17,5.472951
159,phosphoramidic_an->2an,8.25,8.262407
160,8methylpterin_cation->neut,5.4,4.7036653
161,3aminopicolinic_cation->neut,1.33,1.0726085
162,2clbenzimidazole_neut->an,9.4,9.358418
163,4methyl34dihydroquinazoline_cation->neut,9.19,8.978779
164,pyridine2carboxyzmide_cation->neut,2.1,1.6703238
165,8hydroxycinnoline_cation->neut,2.74,2.0971751
166,2meo4dimeampyrimidine_cation->neut,6.17,6.202899
167,5amino1otolyltetrazole_cation->neut,1.23,0.64599276
168,dimethylbiguanide_2cation->cation,2.77,3.1479225
169,6me123triazolo5p4p54pyrimidine_neut->an,5.12,5.432745
170,3benzoylpyridine_cation->neut,3.18,2.8186846
171,23dimethoxybenzylamie_cation->neut,9.41,8.726008
172,3aminocinnoline_cation->neut,3.7,4.0106096
173,2mesnmeaniline_cation->neut,3.71,3.3616924
174,trifluoroacetic_neut->an,0.5,0.4162469
175,44difluoropiperidine_cation->neut,8.5,8.533414
176,8hydroxyquinoline_cation->neut,4.91,4.8165207
177,167trime4am2im12dihpteridine_cation->neut,11.86,11.148967
178,tetrahydroquinoxaline_cation->neut,4.48,4.7037992
179,tolazoline_cation->neut,10.3,10.730406
180,4methylacridine_cation->neut,5.4,4.659641
181,6me2nitroaniline_cation->neut,-0.71,-0.4824636
182,4cl6oh5ipropyrimidine_neut->an,9.13,7.6987724
183,mepyrimidine2carboxylate_cation->neut,-0.68,-0.49326658
184,26dimethylpyridine_cation->neut,6.71,6.4066753
185,246triaminophenol_3cation->2cation,1.0,1.2586093
186,4fluoro1hbenzimidazole_neut->an,11.6,11.828115
187,1r2r3strans13dimecyclpropdicarbxylic_an->2an,5.65,5.6127977
188,7chloroquinoline_cation->neut,3.85,3.4905496
189,66dime11biphnyl22diamine_2cation->cation,2.1,2.9538636
190,1pme123triazolo5p4p54pyrimidine_cation->neut,0.32,0.3465948
191,3nitrophenylhydrazine_cation->neut,4.39,4.8353815
192,7meo314benzoxadiazepine_cation->neut,1.44,0.030667305
193,4azaspiro23hexane_cation->neut,10.1,9.19535
194,1am47phenanthroline_cation->neut,7.3,7.166861
195,2dimeaminopyridinenoxide_cation->neut,2.27,1.9965906
196,6cl2oxo12dihpyridine_neut->an,7.51,6.6631856
197,35phenylpyrazole_cation->neut,2.13,2.1583655
198,1me4meampyrazolo34dpyrimidine_cation->neut,4.2,4.5261774
199,4fluoroindole_neut->an,16.3,15.247719
200,23diampropanoic_neut->an,9.51,9.486644
201,5ph2meampyrimidine_cation->neut,3.42,3.734893
202,5meo2nitroaniline_cation->neut,-0.72,-0.86822844
203,2me5nitrophenol_neut->an,8.529,8.243975
204,4am5mescarbimiazole_neut->an,10.45,10.150122
205,morpholine_cation->neut,8.43,9.082072
206,2dimeampurine_cation->neut,4.0,3.704927
207,12dime5nitrobenzimidazole_cation->neut,4.4,4.350114
208,imidazole4methanol_cation->neut,6.385,5.41664
209,n3pyridylimidazolin2imine_2cation->cation,3.05,2.6577756
210,e226trimequinuclidine_cation->neut,11.3,11.315836
211,555p5ptetrame22pbipyrrolidine_cation->neut,10.3,10.762266
212,23diamino56dimethylpyrazine_2cation->cation,1.23,0.7721207
213,4chloropyridine_cation->neut,3.83,3.7826452
214,4methoxypyridineoxide_cation->neut,2.05,2.1264768
215,4methieno32cpyridinium_cation->neut,6.17,5.918189
216,3methylphenylhydrazine_cation->neut,5.26,5.7278247
217,26diamino5me1hpyrimidin4one_cation->neut,3.58,3.6791472
218,245triaminepyrimidine_cation->neut,7.6,7.4642835
219,5ohquinazoline_neut->an,7.41,7.3380537
220,4am7chloroquinoline_cation->neut,8.23,8.26405
221,47difluoro1hbenzimidazole_neut->an,10.3,10.751811
222,1amino5nitronaphtalene_cation->neut,2.73,3.5507412
223,4methylpyrimidine_cation->neut,1.95,2.3460174
224,2me4ampyrimidine_cation->neut,6.53,6.2292714
225,1me6mes4oxo14dihpyrimidine_cation->neut,1.77,1.2439213
226,2azaspiro33heptane_cation->neut,11.3,10.850961
227,89dihydro7H11H13thiazino23bpteridin11one_cation->neut,-0.35,-0.4413314
228,14diaminonaphtalene_cation->neut,5.87,5.503306
229,methylguanidine_cation->neut,13.4,11.888425
230,5cl110phenanthroline_cation->neut,4.18,3.988429
231,isohistamine_cation->neut,9.27,9.2730055
232,46dime1meo12dihpyrimidine_cation->neut,3.1,2.3476114
233,Nmethyl3amino4oxopyridine_cation->neut,3.88,3.6593893
234,5ph124thiadiazol3amine_cation->neut,0.1,1.0607169
235,nacetylimidazole_cation->neut,3.6,3.1003432
236,4me6oh23dihfuro23bpyridine_cation->neut,1.95,1.588593
237,dopamine_cation->neut,8.87,9.408524
238,4nitrobenzylamine_cation->neut,8.5,8.929421
239,omethylthreonine_cation->neut,2.02,2.163731
240,2cyanopyridine_cation->neut,-0.26,-0.20999384
241,3methylaminopyrazinamide_cation->neut,2.09,2.2691932
242,2meo3ampyridine_cation->neut,3.35,3.042376
243,2aminobenzoicmethylester_cation->neut,2.36,2.0749054
244,1amino2nitronaphtalene_cation->neut,0.54,0.46383905
245,nndimethyl4nitroaniline_cation->neut,0.607,1.0104575
246,26dimethylpiperidine_cation->neut,11.07,10.505298
247,6hydroxyquinoxaline_cation->neut,1.4,1.4167991
248,6oxaspiro34octan7ylmethanamine_cation->neut,9.5,9.156144
249,4clbenzimidazole_cation->neut,4.73,4.5774946
250,4formyl1me123triazole_cation->neut,-0.59,-1.7666788
251,35dinitro4oxo14dihpyridine_neut->an,4.56,4.057912
252,nme5ph134thiadiazol2amine_cation->neut,2.8,2.8646379
253,1methyl5aminobenzimidazole_cation->neut,6.31,6.40911
254,233trime1pyrolidiniol_cation->neut,5.9,5.8710785
255,biguanide_2cation->cation,3.2,2.422818
256,1me4meam2im12dihpyrimidine_cation->neut,13.14,13.545338
257,pyridoxine_cation->neut,5.0,5.285085
258,23dih5h14methanobenzoe14diazepine_cation->neut,7.3,6.778638
259,taurine_neut->an,9.06,8.698744
260,6oh7me8azapurine_neut->an,8.17,8.161373
261,5carbamoylthiazole_cation->neut,0.6,0.72392607
262,homoquinoline_cation->neut,3.2,3.5472434
263,3tbu1hpyrazole_cation->neut,3.3,2.787037
264,pyrrolidin1amine_cation->neut,7.75,7.228198
265,2aminopyridinenoxide_cation->neut,2.67,2.7235217
266,1me4am5carbm123triazole_cation->neut,0.69,1.1654496
267,3me34dihquinazoline_cation->neut,9.22,9.016925
268,36dioh25dif14benzoquinone_neut->an,1.4,0.89578676
269,cubane2chloro14dicarboxylic_an->2an,4.09,3.9822965
270,tetramethylethylenediamine_cation->neut,8.97,9.065634
271,1234tetrahydro2naphtylamine_cation->neut,9.33,9.304829
272,2meampurine_cation->neut,3.99,3.1149669
273,23dimethylsuccinic_neut->an,3.93,3.7287002
274,8amino2naphthol_cation->neut,4.2,3.8582008
275,7fluoroquinazolinehydrate_cation->neut,7.11,6.818787
276,pyridine_cation->neut,5.17,4.8715963
277,spinacine_2cation->cation,1.65,1.7044945
278,ntbu2meaniline_cation->neut,6.49,5.5991173
279,4methylthioaniline_cation->neut,4.35,3.8869271
280,77dime3789tetrhpyrmdno21ipurine_cation->neut,7.1,7.054654
281,tetrahydroisoquinoline_cation->neut,9.41,8.903686
282,4oh15naphthyridine_neut->an,10.03,10.262325
283,25diaminopyrimidine_cation->neut,3.93,4.008546
284,45dimethylthiazole_cation->neut,3.73,2.8824806
285,3me4am2oxo23dihydropyrimidine_cation->neut,7.49,6.9177465
286,1me4nitro5piperidinoimidazole_cation->neut,0.7,0.6964774
287,1memchlorophenylhydrazine_cation->neut,4.43,4.8678474
288,NmeN2mercaptophenylacetamide_neut->an,5.6,5.2152076
289,79dimethyladenine_2cation->cation,0.5,1.1083364
290,nicotine_2cation->cation,3.13,3.7103975
291,29dime6mespurine_cation->neut,2.05,1.7436848
292,2aminopyridine_cation->neut,6.71,6.2051964
293,ggdimethylvaleramide_cation->neut,-0.44,-0.14395833
294,nptolylbenzohydroxamic_neut->an,8.27,8.331297
295,bicyclo221hepta25dien3mecarbx2carbx_neut->an,3.02,4.127098
296,glycylvaline_cation->neut,3.15,3.1908522
297,isopropylphosphinic_neut->an,3.56,3.117247
298,8oh17naphthyridine_neut->an,12.04,11.821547
299,4oh2naphtocarxltmethyl_neut->an,8.75,8.964578
300,tetrolic_neut->an,2.62,2.1903553
301,4amino5fluoro2hydroxypyrimidine_neut->an,10.87,10.837647
302,trans1me12cyclpropdicarbxylic_neut->an,3.93,3.6977
303,5et5meoxazolidine24dione_neut->an,6.1,6.535471
304,4amino7methoxytropone_cation->neut,3.42,3.5991497
305,spinacine_neut->an,8.66,7.3982964
306,2aminomebenzenesulfonamide_neut->an,10.11,9.715769
307,26lutidine3sulfonic_neut->an,4.89,5.95534
308,2oh5678teetrahpteridin_neut->an,12.5,12.788977
309,7me8oxypterin_neut->an,6.94,7.0971165
310,4acteylimino14dihydro1mepyridine_cation->neut,11.03,10.069489
311,5ureidoimidazole4carboxylic_neut->an,4.9,5.0953736
312,6hydroxyquinoxaline_neut->an,7.92,8.281061
313,2nitrobenzohydroxamic_neut->an,8.2,8.025976
314,2hydroxy1naphtoic_neut->an,2.7,3.361445
315,adrenaline_neut->an,9.96,8.486746
316,3oh1naphtocarxltmethyl_neut->an,8.88,8.8867855
317,noh5norbornene23carcoximide_neut->an,5.9,5.2589936
318,8hydroxy2methylquinoline_neut->an,10.31,10.200928
319,455trime1oh2pyroline2carbx_neut->an,2.85,2.906415
320,1hydroxyphenazine_neut->an,8.5,8.438484
321,carbamoylacetic_neut->an,3.64,4.116695
322,26dinitrobenzoic_neut->an,1.14,1.0468864
323,bicyclo222octane14diarboxylic_neut->an,4.468,4.6844716
324,1methyladenine_neut->an,11.0,9.657967
325,diohebutenedioic_neut->an,1.57,1.8197305
326,4meo1naphthoic_neut->an,4.31,4.699457
327,2pyrazinecarbohydroxamic_neut->an,8.1,7.898548
328,benzenesulfonamide_neut->an,10.0,8.576183
329,9methyl8nitroxanthine_an->2an,13.22,13.166179
330,glycilproline_cation->neut,2.81,2.783774
331,4nitro7hydroxyindan1one_neut->an,5.27,5.1431065
332,carbamoylglicine_neut->an,3.88,3.7913022
333,1s2r3rcis13dimecyclpropdicarbxylic_neut->an,3.69,3.1099856
334,antipyrine_cation->neut,1.45,2.059324
335,hydroxytropolone_an->2an,11.5,11.615454
336,3chlorocrotonic_neut->an,3.84,4.7356715
337,3hydroxybenzaldehyde_neut->an,9.0,9.0288515
338,24dimethylphenylphosphonic_neut->an,2.17,2.1827507
339,2mequinolinol_neut->an,10.16,8.505378
340,lumazine7carboxylic_neut->an,2.09,2.2164726
341,13dimethyl8nitroxanthine_neut->an,2.08,2.0921082
342,3iprophenol_neut->an,10.16,10.117199
343,4ethylphenylphosphonic_an->2an,7.02,7.2105784
344,4mebenzenesulfinic_neut->an,2.8,2.9500313
345,hippuric_neut->an,3.65,4.0122423
346,1naphtylarsonic_neut->an,3.66,4.907243
347,7methyllumacine6carboxylic_neut->an,2.45,2.747229
348,268triaminopurine_neut->an,10.85,11.674789
349,4oh5formam26diampyrimidine_neut->an,9.9,9.787739
350,245trimebenzoic_neut->an,4.38,4.747414
351,3amino1naphtoic_neut->an,4.39,4.48149
352,5678teth1hnaphthol23dimidazol2one_neut->an,12.21,12.01767
353,mesaconic_neut->an,3.09,2.3923755
354,17dimepurine2681h3h7htrione_an->2an,10.6,10.858786
355,furan15dicarboxylic_neut->an,2.6,2.00132
356,1naphtol_neut->an,9.34,9.261358
357,1ohcyclopentanecarboxylic_neut->an,4.076,3.1075497
358,tyrosine_cation->neut,2.18,1.7862654
359,4cnbenzohydroxamic_neut->an,8.26,7.873336
360,trans1ph12cyclpropdicarbxylic_an->2an,5.14,5.345946
361,35dihydroxybenzoic_neut->an,4.04,3.9016194
362,bicyclo221heptane14dicarboxylicmethylester_neut->an,4.494,4.73299
363,bicyclo211hexane1carboxylic_neut->an,4.46,3.8689938
364,1me17dihydroquinolin7one_cation->neut,5.53,5.9346933
365,4chlorophenylphosphonic_an>2an,7.23,7.305131
366,2cl4trimeamphenol_cation->neut,6.62,6.936837
367,1s2r3scis13dimecyclpropdicarbxylic_an->2an,7.91,7.6561804
368,123benzenetricarboxylic_an->2an,4.2,3.0012655
369,3methylsulfonylbenzoic_neut->an,3.52,3.5667434
370,phenylarsonic_an->2an,8.74,8.382336
371,p-chlorobenzoic_neut->an,3.99,3.9562864
372,tyrosine_neut->an,9.11,9.007217
373,4phcarbamoylimidazole_neut->an,11.97,10.8869705
374,2bromophenylphosphonic_an->2an,7.37,7.870736
375,cyclobutan12transdicarboxylic_neut->an,3.79,3.0452642
376,2methoxy4nitrophenylphosphonic_neut->an,1.53,1.5616493
377,2methoxyphenylphosphonic_an->2an,7.77,8.022011
378,saccharin_neut->an,2.32,2.5017195
379,canaline_neut->an,9.2,8.9755335
380,isoxanthopterin_neut->an,7.34,7.097032
381,4me3ambenzenesulphonic_neut->an,3.6323,3.494993
382,6oh2am1mepurine_neut->an,10.54,10.576308
383,cis1ph2me12cyclpropdicarbxylic_an->2an,6.28,4.8536916
384,glycylserine_cation->neut,2.98,3.336924
385,4meocarb3furancarboxylic_neut->an,3.75,3.5131435
386,2accyclohexanone_neut->an,10.09,10.32569
387,ecgonine_neut->an,10.21,10.208232
388,3me2ambenzoic_neut->an,4.92,5.3461447
389,5hydroxytropolone_an->2an,10.1,11.316132
390,4am2oh67dimepteridine_neut->an,10.73,10.550533
391,N4oh3nitropheacetamide_neut->an,6.78,6.210784
392,2ohph1pyrolylketone_neut->an,8.59,8.763919
393,4ohbenzenecarboxamide_neut->an,8.56,8.269927
394,3oh4pohphenylcyclobutenedione_neut->an,1.85,1.073916
395,furan34dicarboxylic_an->2an,7.43,8.855983
396,norharmane_neut->an,14.5,14.232193
397,diacetylguanazline_neut->an,9.35,9.356543
398,5678teth1hnaphth23dimidazole_neut->an,13.33,12.162645
399,6oh2clbenzoic_neut->an,2.63,3.0712605
400,7me68dioxypurin_neut->an,7.8,8.33456
401,otolylarsonic_an->2an,8.85,8.97909
402,cis12dime12cyclpropdicarbxylic_neut->an,4.06,4.7116947
403,biphenyl44diamino_2cation->cation,3.85,3.8229012
404,24dinitrobenzoic_neut->an,1.43,2.3922377
405,oxaspiro24heptane6carboxylic_neut->an,3.5,3.7455964
406,1methylxanthine_neut->an,7.7,8.078112
407,2nitropropane_neut->an,7.7,9.209491
408,transcinnamic_neut->an,4.45,4.825911
409,m-phenylphenol_neut->an,9.63,9.725864
410,23dinitrophenol_neut->an,4.96,4.698238
411,dimethylmalonic_an->2an,5.68,5.5818563
412,3pyridinecarbohydroxamic_neut->an,8.09,7.9610515
413,1r2r3strans13dimecyclpropdicarbxylic_neut->an,4.23,4.389079
414,24dimethoxyphenylarsonic_neut->an,4.35,4.863027
415,6methyllumazine7carboxylic_neut->an,1.25,1.8222833
416,phealanine_neut->an,9.83,9.034719
417,12cyclohexanedione_neut->an,10.3,9.927267
418,5amquinolin8ol_neut->an,11.24,11.242145
419,perlolidine_neut->an,11.39,10.364574
420,4f1naphthoic_neut->an,3.7,4.796644
421,1methyl1h124triazol5ylphosphonic_an->2an,5.32,5.9559503
422,18dihydroxyadenine_neut->an,8.12,8.139356
423,36dime2ohbenzoic_neut->an,3.23,3.3472009
424,13cyclohexanedione_neut->an,5.26,5.412047
