,names,pKa,pKa predicted
0,245trimethylimidazole_cation->neut,8.92,8.249409
1,5oh4o4hpyran2carboxylic_an->2an,7.75,7.6452727
2,35dimethylpyridineNoxyde_cation->neut,1.18,1.8895552
3,4nitroimidazole_cation->neut,-0.16,-0.4274404
4,3pyrroline_cation->neut,10.46,9.8357
5,methyl3dimethylaminobenzoate_cation->neut,3.86,3.5717247
6,6am9me8azapurine_cation->neut,2.8,1.945476
7,356trimethyltriazine_cation->neut,2.85,1.890615
8,n4methyl5nitropyrimidine46diam_cation->neut,2.73,2.946849
9,4carbmquinazoline_cation->neut,0.5,0.6674266
10,1ph5me23dih3oxopyrazole_cation->neut,1.79,1.9510231
11,5nitroquinazolinehydrate_cation->neut,6.43,6.6261783
12,4methoxypyridine_cation->neut,6.47,6.7416964
13,7me6mespurin21hone_cation->neut,1.3,0.29924202
14,6am3mepyrimidin4one_cation->neut,0.98,2.116343
15,8oh17naphthyridine_cation->neut,2.53,2.47578
16,dimethylanthranilate_cation->neut,3.53,2.5713162
17,2me4am5carbm123triazole_cation->neut,0.1,-0.19790292
18,1methylsulfonylisoquinoline_cation->neut,-0.83,-1.9839718
19,26dimethylpyrimidine_cation->neut,2.7,3.1378975
20,canavanine_2cation->cation,2.5,1.7836463
21,purine_neut->an,8.92,9.172411
22,trans10h15naphthyridine_2cation->cation,6.86,6.221566
23,11dinitroethane_neut->an,5.21,4.372924
24,6oh2pme123triazolo5p4p45pyrimidine_cation->neut,-0.6,-0.8471544
25,24diaminopteridine_cation->neut,5.3,5.2539325
26,nndimethylhydrazine_cation->neut,7.12,7.2561584
27,34dimeantrhanyl_cation->neut,-1.22,1.0345645
28,neopentylamine_cation->neut,10.24,9.940971
29,4chloronmethylaniline_cation->neut,3.9,3.9023464
30,phenylhidrazine_cation->neut,5.2,5.147138
31,bicyclo221heptane1amino_cation->neut,10.2,9.630766
32,nmethylpyrazole_cation->neut,2.08,2.9374824
33,Smethyl3mercaptoisoquinoline_cation->neut,3.41,2.9751327
34,4fluoro1hbenzimidazole_cation->neut,4.2,3.819978
35,8cf3purin6one_an->2an,10.9,11.704899
36,norharmane_cation->neut,7.2,6.0540123
37,5hydroxytropolone_neut->an,6.47,6.795349
38,26dioh4ampyrimidine_neut->an,8.69,8.120549
39,3oh4hpyrain4one_cation->neut,-1.28,-0.4776976
40,3fluoropyridine_cation->neut,2.97,3.511116
41,14dioh2naphtylamine_cation->neut,4.04,3.7334886
42,355trimepyrazole45dih_cation->neut,5.19,5.311493
43,5ccyano2ampyridine_cation->neut,3.41,3.7430074
44,4hydroxy6methylpyrimidine_cation->neut,2.06,2.0376759
45,1me2681h3h7htrionepurine_neut->an,5.75,6.0285835
46,2me3carbldehydeindole_neut->an,12.47,12.92998
47,3hydroxypyridine_neut->an,8.72,9.626898
48,trans13diamcyclohexane_2cation->cation,8.54,8.071336
49,12dimethylindole_cation->neut,0.33,2.299871
50,tropine_cation->neut,10.33,9.398345
51,1methyl5nitroimidazole_cation->neut,2.12,2.1016474
52,pteridine7amino_cation->neut,2.21,2.777324
53,quinuclidine4carboxamide_cation->neut,9.47,9.162894
54,nndimethylallylamine_cation->neut,8.64,9.087639
55,quinazoline_cation->neut,1.95,2.4480166
56,furan15dicarboxylic_an->2an,3.55,3.8248072
57,3me6oxo45diam36dihpyrimidine_cation->neut,3.57,3.656435
58,1pyrroline_cation->neut,6.7,6.8692474
59,difluoronitromethane_neut->an,12.4,11.790459
60,2mesulphonylquinoxaline_cation->neut,-1.66,-2.1761396
61,5aminoquinoxaline_cation->neut,2.62,2.5636551
62,glycylvaline_neut->an,8.18,7.4783106
63,2etaniline_cation->neut,4.3,4.481247
64,4oxo14dih1me3nitropyridine_cation->neut,-0.8,-0.18475246
65,2meamquinoxaline_cation->neut,4.07,3.241413
66,malonaldehyde_neut->an,5.0,5.4304147
67,4am3nitropyridine_cation->neut,5.04,4.675503
68,trans10h16naphthyridine_2cation->cation,8.18,7.5292654
69,3methyl8aminoxanthine_neut->an,9.77,8.914127
70,arecaidinemethylester_cation->neut,7.64,7.5725365
71,5cnindole_neut->an,15.24,15.209202
72,167trimepterin_cation->neut,3.2,3.1990585
73,2amino1456tetrahydropyrimidine_cation->neut,14.1,13.509492
74,quinuclidine2methyl_cation->neut,11.33,10.584281
75,23dime4aminobenzimidazole_2cation->cation,2.35,1.5434806
76,5amino1pchlorophenyltetrazole_cation->neut,0.78,0.77711487
77,25dimethylpiperazine_cation->neut,9.66,9.779576
78,4phosphobenzoic_an->2an,4.37,3.4617028
79,3ph124triazole_cation->neut,2.05,1.5126181
80,4sulfonic26dioxo1236tetrahpyrimidine_an->2an,7.26,7.2301803
81,6phenoxi24diampyrimidine_cation->neut,4.8,4.815956
82,6chlorootoluidine_cation->neut,2.22,2.319352
