,names,pKa,pKa predicted
0,14dimethylurazole_neut->an,5.3,5.6529894
1,7methoxyquinoline_cation->neut,5.03,5.225507
2,5me110phenanthroline_cation->neut,5.26,5.0552497
3,669trimethyladenine_2cation->cation,-0.77,-0.17397356
4,4dimethylaminoaniline_cation->neut,6.59,7.041189
5,5cf3141h3hdionepyrimidine_neut->an,7.35,7.185745
6,246triaminophenol_cation->neut,6.0,5.4499006
7,42pyridilthiazole_cation->neut,4.105,5.0403643
8,alaninamide_cation->neut,8.02,8.275524
9,42pyridilimidazole_cation->neut,5.492,5.6428957
10,guanine_an->2an,12.3,12.422023
11,5me2meopyrimidine_cation->neut,1.67,0.7920296
12,5amquinazoline_cation->neut,3.56,3.5940998
13,quinuclidine4methylvinyl_cation->neut,10.52,10.9164505
14,8phenylpurine_cation->neut,2.66,3.1966574
15,4benzylsulfanylpyridine_cation->neut,5.41,5.4852962
16,24dimethieno32cpyridinium_cation->neut,6.43,6.2657404
17,diisopropylamine_cation->neut,11.12,10.533749
18,Smethyl3mercaptoquinoline_cation->neut,3.88,3.3592
19,5aminoisoquinoline_cation->neut,5.58,5.4377966
20,2me34dihpteridine_cation->neut,7.26,7.432738
21,1me5nitro2piperidinoimidazole_cation->neut,2.72,1.6953969
22,5amino1isopropyltetrazole_cation->neut,1.91,1.8175313
23,246trimethylaniline_cation->neut,4.38,4.618771
24,1mercaptoisoquinoline_cation->neut,-1.9,-2.951981
25,4methylaminophenol_cation->neut,5.9,5.4825935
26,cisethyleneoxidedicarboxylic_an->2an,3.92,3.3578167
27,6nitroisoquinoline_cation->neut,3.45,2.9050798
28,3fluoroaniline_cation->neut,3.58,3.2129362
29,2isopropylaniline_cation->neut,4.42,4.7530947
30,4methylquinoline_cation->neut,5.5,5.3004684
31,3methylxanthine_neut->an,8.1,8.193892
32,245trimethylphenylguanidine_cation->neut,11.35,11.054079
33,glycilproline_neut->an,8.65,7.792613
34,aniline4chloro3nitro_cation->neut,1.93,1.5788106
35,nnnptrimethylhydrazine_cation->neut,6.58,7.227605
36,acetamidopyridine_cation->neut,4.37,3.7964792
37,aminomethylsulfonic_neut->an,5.57,4.737441
38,Nmethyl5mercaptoquinoline_cation->neut,3.22,4.1416883
39,4etaniline_cation->neut,5.0,5.1286936
40,2amino3dimethylaminopyrazine_cation->neut,4.29,3.5259142
41,159triazaciclododecane_2cation->cation,7.57,7.1645775
42,perimidine_cation->neut,6.35,5.6359005
43,cyclopentan11dicarboxylic_neut->an,3.09,2.5216234
44,2dimethylamino4methoxypyrimidine_cation->neut,5.87,5.227868
45,4amino6methylthiopyrimidine_cation->neut,3.94,4.0617423
46,16diazabicyclo440decane_cation->neut,6.79,6.8160605
47,pyridine26dimethyl35dicarboxylic_an->2an,6.16,5.8806996
48,1et12dih2iminopyrimidine_cation->neut,10.92,10.86995
49,3678tetme2im4oxo2348tethpteridine_cation->neut,10.04,10.082041
50,5cl1me2im12dihpyrimidine_cation->neut,10.19,9.803031
51,2methoxybenzylamine_cation->neut,9.7,9.005697
52,npnppdimenacguanidine_cation->neut,7.5,7.390785
53,12dimethylpyrazolidine_cation->neut,6.67,7.332802
54,cis13diamcyclohexane_cation->neut,10.3,10.752587
55,picolinic_cation->neut,1.01,0.6896267
56,ammeline_cation->neut,4.5,4.7740498
57,16dime4meampyrazolo34dpyrimidine_cation->neut,4.96,4.3609376
58,1mephenylhydrazine_cation->neut,4.98,4.965278
59,ecgoninemethylester_cation->neut,9.16,8.589656
60,2pmeophe2imidazoline_cation->neut,10.2,10.505319
61,3aminobenzoicmethylester_cation->neut,3.58,3.0934315
62,8oh5quinolinecarboxylic_cation->neut,4.0,3.7589235
63,otoluidine_cation->neut,4.45,4.200762
64,2me5phoxazole_cation->neut,2.13,2.0371752
65,3ph5dimeam124oxadiazole_cation->neut,-0.25,0.2358675
66,2carboxypyrimidine_cation->neut,-1.13,0.17143226
67,3aminomethylbenzoic_cation->neut,3.08,3.3771076
68,pteridine47dime2amino_cation->neut,2.59,2.7740552
69,124triazole35dimethyl_cation->neut,3.79,3.1372147
70,5carboxylictropolone_an->2an,6.41,6.4472666
71,2hydroxy6mepyridine_cation->neut,1.12,0.889137
72,allothreonine_neut->an,9.1,8.583598
73,22bipyridine_2cation->cation,0.05,0.38228822
74,3nitroindole_neut->an,10.12,9.69951
75,dimethylacetamide_cation->neut,-0.19,0.49384642
76,9methylpurine_cation->neut,2.27,2.8492303
77,creatine_cation->neut,2.79,3.170552
78,4am15dimepyrimidin2one_cation->neut,4.69,4.8338566
79,quinuclidine3carboxamide_cation->neut,9.82,9.957741
80,5oh146triazanaphthalene_cation->neut,-0.78,-0.26719642
81,benzoc18naphthyridine_cation->neut,5.2,3.903712
82,5cn2meampyrimidine_cation->neut,0.76,0.14131832
83,adrenaline_cation->neut,8.64,8.764326
84,nmethylpyrimidin4amine_cation->neut,6.09,6.669762
85,3cyclopropyl1hpyrazole_cation->neut,3.16,3.9792747
86,35dimethylaniline_cation->neut,4.765,4.924554
87,3phquinuclidine_cation->neut,10.23,9.888134
88,2nformylnmethylaminobenzenethiol_neut->an,5.65,6.361645
89,trimethylanilinoxid_cation->neut,4.78,4.1880207
90,16dime123triazolo5p4p54pyrimidine_cation->neut,0.71,1.1003475
91,1methylphthalazine_cation->neut,4.37,4.3767796
92,2methylthiophenol_neut->an,6.64,7.365065
93,5nitroindazole_cation->neut,-0.96,-0.97401047
94,ptoluidine_cation->neut,5.08,5.208213
95,3methylpiperidine_cation->neut,11.07,10.870395
96,5cl2meampyridine_cation->neut,5.11,4.3446016
97,56benzquinoline_cation->neut,5.15,4.542844
98,phtalazine_cation->neut,3.47,4.018054
99,5nitro2mebenzimidazole_cation->neut,4.37,3.7789567
100,6mercaptoquinoline_cation->neut,3.95,4.1336555
101,6dimeampurine_cation->neut,3.83,4.759493
102,echinopsine_cation->neut,2.36,2.2219143
103,quinuclidine2cyano_cation->neut,5.85,6.368493
104,3nitropyridine_cation->neut,0.79,1.0853217
105,246trimethylquinazolinehydrate_cation->neut,9.22,9.356517
106,5methoxyquinazolinehydrate_cation->neut,7.71,7.662225
107,afluoroacrilic_neut->an,2.55,2.6645575
108,2amino45dimethylphenol_cation->neut,5.26,5.0192986
109,acetylguanidine_cation->neut,8.23,7.617884
110,2amino4methylpyridine_cation->neut,7.48,7.692579
111,8hydroxyphenanthridine_cation->neut,4.35,4.3877807
112,137trime8oxo78dih1hpurin3ium6olate_cation->neut,2.9,3.6012177
113,6nitroindazole_neut->an,11.67,11.995161
114,66diox2oh57dihthieno34bpyridin2one_cation->neut,-0.4,-0.9101217
115,5ipro46diohpyrimidine_neut->an,5.42,6.432316
116,3amino7chlorocinnoline_cation->neut,3.28,3.3353245
117,3mercaptoquinoline_cation->neut,2.33,3.2236702
118,46dihydroxypyrimidine_cation->neut,0.26,-0.35562372
119,6methoxypurine_cation->neut,2.17,2.129137
120,xanthopterin_cation->neut,2.17,2.0845516
121,4amino2naphtoic_cation->neut,2.89,3.1530929
122,7amidopyrazolo43dpyrimidine_neut->an,10.15,9.4696245
123,124benzotriazine_cation->neut,-0.82,0.42489767
124,quinuclidine4dimethylamino_cation->neut,10.15,9.813519
125,cyclobutan13cisdicarboxylic_an->2an,5.3,6.123342
126,cis2mecyclohexylamine_cation->neut,10.49,10.262363
127,4me6oh5cn23dihfuro23bpyridine_cation->neut,-1.9,-1.4288368
128,25dimethylthiazole_cation->neut,3.91,4.2445927
129,5amquinolin8ol_cation->neut,5.67,4.832424
130,2azetidinecarboxylic_cation->neut,2.01,2.3192906
131,6oh1me2oxo12dihpyridine_cation->neut,0.61,1.2368536
132,3methylleucopterin_cation->neut,-0.53,-0.9524722
133,4aminobenzonitrile_cation->neut,1.74,1.9162378
134,methylbiguanide_2cation->cation,3.0,2.4632463
135,4pyridinecarboxylic_neut->an,4.85,4.6873393
136,135triazanaphthalene_cation->neut,1.36,1.25826
137,9dimeamacridine_cation->neut,9.08,8.277019
138,sarcosinmethylamide_cation->neut,8.28,7.613718
139,13dime5oxo25dihpyrazole_neut->an,7.94,8.277306
140,5ph2ampyrimidine_cation->neut,3.32,3.2404885
141,2fluoroaniline_cation->neut,3.2,2.7072496
142,245trimethyl12oxazol32Hone_cation->neut,-1.36,-0.510298
143,4carboxy25dimethyloxazole_cation->neut,0.27,0.09031677
144,6me4ampyrazolo34dpyrimidine_cation->neut,5.52,5.1775546
145,isoniazid_cation->neut,3.52,3.2977638
146,4ethylthiazole_cation->neut,3.204,2.941296
147,4hydroxypteridine_cation->neut,-0.17,0.1116786
148,24dihydroxypyrimidine_cation->neut,1.37,1.1895432
149,1234tetrah18naphthyridine_cation->neut,7.61,7.7665977
150,trans2mecyclohexylamine_cation->neut,10.51,10.519113
151,2amino3dimethylaminopyrazine_2cation->cation,-0.24,-0.13687825
152,1me4im14dihpteridine_cation->neut,9.48,9.822505
153,5oh2nitronm3aniline_cation->neut,-0.94,-0.9368322
154,sulfacetamide_cation->neut,1.76,1.3025624
155,11dimethylaziridine_cation->neut,8.61,8.921155
156,1azabicylco222octane_cation->neut,11.1,11.3258095
157,4meo5ampyrimidine_cation->neut,4.22,4.072598
158,canavanine_cation->neut,6.6,6.0832777
159,2meo3ampyridine_2cation->cation,-0.96,0.085882545
160,3me6meopurine_cation->neut,2.61,2.5890822
161,quinuclidine4cyano_cation->neut,8.23,9.104082
162,46bidimethyulaminopyrimidine_cation->neut,6.34,6.4337025
163,2dimethylamino4methylthiopyrimidine_cation->neut,5.04,4.445632
164,4meo2nitroaniline_cation->neut,0.77,0.72354496
165,22bipyridine_cation->neut,4.4,4.2606792
166,2methylthiazoline_cation->neut,5.22,5.0520053
167,isopropylidendiphosphonic_an->2an,3.16,3.401915
168,2ethylquinazolinehydrate_cation->neut,8.41,8.099305
169,naphtimidazole_cation->neut,5.16,5.584838
170,2ethylpyridine_cation->neut,5.97,6.290924
171,quinoline2methoxycarbonyl_cation->neut,1.748,1.7639205
172,16dime2im12dihpyrimidine_cation->neut,10.86,11.309112
173,1piperideine_cation->neut,7.93,8.219536
174,4aminotropolone_cation->neut,2.04,1.612468
175,8meam1imeamnaphthalene_cation->neut,6.43,5.8192554
176,2amino2cyanopropane_cation->neut,5.3,5.1745505
177,34diampyridine_2cation->cation,0.49,0.6361717
178,5oxaspiro24heptan6ylmethanamine_cation->neut,8.9,9.097246
179,1ipro2oxo12dihpyrimidine_cation->neut,2.88,2.5830836
180,3ohpyridin21Hone_cation->neut,0.22,0.11072707
181,67dime8oxypterin_cation->neut,0.41,0.10029817
182,3chloro6phenylpyridazine_cation->neut,-0.06,1.15815
183,15phenanthroline_2cation->cation,0.75,-0.07926369
184,15dimepyrazole45dih_cation->neut,3.56,3.2380304
185,4iminophenylmethylphenol_cation->neut,7.55,7.3894825
186,4et2me45dihthiazole_cation->neut,5.301,4.9304276
187,1me14dihquinazoline_cation->neut,9.41,9.280291
188,58dime7o3478tethpyrano23bpyridine_cation->neut,1.65,1.6481447
189,4aminoisoquinoline_cation->neut,6.27,6.523544
190,4am1mepteridin21hone_cation->neut,2.94,2.7365506
191,4methoxyquinoline_cation->neut,6.65,6.2761765
192,46diamino2hydroxypyrimidine_cation->neut,6.56,6.6316214
193,14dih4oxo26pyridinecarboxylic_an->2an,3.47,4.1089945
194,biuret_neut->an,13.2,12.497509
195,4ethylpyridine_cation->neut,6.02,5.8826804
196,5cn2me6oxonicotinic_an->2an,8.97,8.846283
197,4am2dimeampyrimidine_cation->neut,7.62,8.295195
198,pteridine4acetamide_cation->neut,1.21,2.1176586
199,3aminopyridineNoxyde_cation->neut,1.47,1.838006
200,15phenanthroline_cation->neut,4.075,3.5078812
201,4pyridinecarboxamide_cation->neut,3.61,3.501071
202,4cl6oh5mepyrimidine_neut->an,7.79,8.040997
203,3medimeaniline_cation->neut,5.344,5.1483135
204,1hpyrazolo34dpyrimidine_neut->an,9.54,9.7304735
205,1234tetrahydro8ohquinoline_cation->neut,5.5,4.765076
206,4azabenzimidazole_neut->an,11.11,10.867408
207,nmethylacetanilide_cation->neut,-0.5,-1.4315789
208,5azauracil_neut->an,6.73,6.548031
209,arginine_2cation->cation,2.17,2.4608932
210,5hidrazinoquinoline_2cation->cation,3.5,2.7598453
211,9methyladenine_2cation->cation,-0.64,-0.7065592
212,2oh146triazanaphtalene_cation->neut,3.75,3.168314
213,transcyclopnt12dicrbxylc4oxo_an->2an,5.34,4.8732595
214,2methylpyridinenoxyde_cation->neut,1.03,1.34906
215,3cl4ohbenzoic_an->2an,7.52,8.117672
216,dinitroacetamide_neut->an,1.3,1.5516045
217,5mercaptoquinoline_cation->neut,3.31,3.8251963
218,1me7nitrobenzimidazole_cation->neut,3.25,3.1269066
219,26dime4aminobenzoic_cation->neut,2.488,3.5149677
220,2nmethylacetamidopyridine_cation->neut,2.01,3.1565247
221,Nmethyl2mercaptopyridine_cation->neut,-1.22,-0.22788024
222,2me13a7triazaindene_cation->neut,5.1,5.735022
223,3methyl4aminobenzimidazole_cation->neut,5.79,5.9356384
224,1me23dih5oimidazo12cpyrimidine_cation->neut,7.01,6.409352
225,5nitroso8ohquinoline_neut->an,7.6,7.088706
226,methylpyrrolidine_cation->neut,10.46,10.098316
227,biphenyl44diamino_cation->neut,4.95,4.5837584
228,1mepmethoxyphenylhydrazine_cation->neut,5.6,5.9575257
229,5amino23dimethylpyrazine_cation->neut,3.89,4.0526514
230,123trime5oxo25dihpyrazole_cation->neut,2.22,3.2588148
231,4amino2methoxypyrimidine_cation->neut,5.53,5.5938535
232,Smethyl6mercaptoquinoline_cation->neut,4.12,4.29445
233,123triazole_cation->neut,1.17,1.2072835
234,trans2phenylcyclopropylamine_cation->neut,8.27,7.922785
235,18dimeaminonaphtalene_cation->neut,5.61,5.040005
236,2methylpyrazine_cation->neut,1.46,1.9422953
237,NNpbipyrrolidine_cation->neut,7.16,6.7731094
238,8cf326diaminopurine_cation->neut,3.68,3.7826447
239,5nitroisoquinoline_cation->neut,3.51,3.2418258
240,4aminomethylimidazole_cation->neut,9.37,8.25033
241,7methieno23cpyridinium_cation->neut,5.81,5.2605395
242,2aminoethylacetate_cation->neut,9.1,8.645288
243,pteridine473H8Hdione_an->2an,9.62,10.174395
244,3me4cl2am6im35dihpyrimidine_cation->neut,11.88,11.28791
245,29dimethyl110phenanthroline_cation->neut,6.17,5.587354
246,4cl110phenanthroline_cation->neut,4.3,4.1552773
247,2am8cf3purine_cation->neut,2.54,2.5525584
248,5phenoxi24diampyrimidine_cation->neut,6.26,6.5536213
249,rphspyperidin2ylmethanol_cation->neut,9.77,8.861634
250,4chlorophenyhydrazine_cation->neut,4.96,5.1731243
251,4nitroso26dimephenol_neut->an,7.56,7.4691486
252,24dichloroaniline_cation->neut,2.0,2.0023456
253,110phenanthroline_cation->neut,4.9,4.630065
254,1234tetrah15naphthyridine_cation->neut,6.96,7.076931
