,names,pKa,pKa predicted
0,sulfoacetic_an>2an,4.2,3.9964476
1,67dime58dioxypterin_cation->neut,0.22,0.66978455
2,isoxazolidine_cation->neut,5.05,5.3066964
3,4hydroxypyrimidine_cation->neut,1.85,2.858167
4,2aminoindan1ol_cation->neut,8.13,8.11963
5,4aminobenzimidazole_cation->neut,5.3,4.7999725
6,6789tetrah1hnapht12dimidazole_cation->neut,5.99,5.432358
7,3me135triazine241H3Hdione_neut->an,6.58,7.2557335
8,2amino5cyano46dimethylpyrimidine_cation->neut,1.67,2.8098602
9,13dime5phpyrazole45dih_cation->neut,3.5,4.671462
10,1me3nitro4oxo14dihpyridine_cation->neut,-0.8,1.1226544
11,7me17diazaspiro35nonane_2cation->cation,7.24,7.655059
12,24diam1hpyrrolo23dpyrimidine_cation->neut,6.18,5.6541643
13,benzothiazole_cation->neut,1.2,1.5696416
14,3hydroxy6dimethylaminopyridazine_cation->neut,1.36,1.6557498
15,noradrenaline_cation->neut,8.64,8.654444
16,34dime5678tetrahcinnoline_cation->neut,5.41,5.5342207
17,furfurylamine_cation->neut,8.89,8.277145
18,dimethylisobutylamine_cation->neut,9.91,10.044957
19,18diaminonaphtalene_cation->neut,4.61,4.7457166
20,4me2methiopyrimidine_cation->neut,1.86,1.8225803
21,1methylurazole_neut->an,5.3,5.9489765
22,3chloro4mehtylaniline_cation->neut,4.05,3.9406617
23,8cf326diaminopurine_neut->an,7.55,7.820717
24,nicotinicacidnoxide_cation->neut,0.09,0.54146814
25,pphtalic_an->2an,4.46,4.8501945
26,2me4phoxazole_cation->neut,1.1,3.0816774
27,4hydroxycinnoline_neut->an,9.27,9.301161
28,4amino3methylpyridine_cation->neut,9.43,8.672178
29,47difluoro1hbenzimidazole_cation->neut,3.0,3.610056
30,3phenylpyridinenoxide_cation->neut,0.74,0.787241
31,3methylquinoline_cation->neut,5.15,4.9891405
32,3am1ph2pyrazolin5one_cation->neut,1.2,1.6907158
33,57dih1hfuro34bpyridin2one_cation->neut,0.5,1.0112855
34,nethylmorpholine_cation->neut,7.67,8.629635
35,TBD_cation->neut,14.5,13.755594
36,2am78dih87oxomepteridine_cation->neut,2.05,2.6798618
37,quinuclidine4isopropyl_cation->neut,11.2,10.904816
38,4methoxycarbonylpyridine_cation->neut,3.26,4.081501
39,1methoxyisoquinoline_cation->neut,3.05,4.159385
40,pyrimidine_cation->neut,1.3,2.89487
41,2nitronndimeaniline_cation->neut,2.92,2.2925096
42,2phacetamidine_cation->neut,11.57,11.816623
43,46diaminopteridine_cation->neut,4.33,4.5159144
44,3me79dihpurine28dione_cation->neut,1.25,1.642746
45,1me2cl14dih4oxopyridine_cation->neut,2.27,3.0385938
46,isobutylamine_cation->neut,10.51,9.414716
47,24pbipyridine_2cation->cation,1.19,3.036903
48,4trimethylammoniumdimethylaniline_2cation->cation,2.336,4.112552
49,2am45tetramethiazole_cation->neut,6.11,5.735754
50,sarcosin_cation->neut,2.12,2.057808
51,2mes8mepurine_neut->an,9.58,9.743706
52,maleic_neut->an,1.92,1.6592274
53,oanisidine_cation->neut,4.53,4.716879
54,4me2356tetramepyridine_cation->neut,9.95,10.318929
55,5nitrouracil_neut->an,5.56,5.024869
56,4meo2ambenzoic_cation->neut,2.06,3.0412066
57,m-hydroxyphenol_an->2an,10.9,10.941576
58,5nitro2am4dimeam6ohpyrimidine_cation->neut,-0.62,0.20648623
59,4aminoacridine_cation->neut,4.2,5.166135
60,2hydroxy4methylpyrimidin5ylphosphonic_2an->3an,10.03,10.91693
61,canaline_cation->neut,3.7,4.350583
62,3me7ampyrimidino54e124triazin51hone_neut->an,6.95,6.2469206
63,26dioh45diampyrimidine_cation->neut,4.56,4.8415394
64,bispirine_cation->neut,11.29,11.948628
