,names,pKa,pKa predicted
0,2aminopyrazine_cation->neut,3.07,2.8460836
1,uric_neut->an,5.4,5.77331
2,34dihpteridine_cation->neut,6.36,6.407101
3,nphenylazetidine_cation->neut,3.6,4.2235613
4,2367tetrahydroimiazo12apyrimidin51hone_cation->neut,8.25,8.067865
5,42thyenylpyridine_cation->neut,5.59,5.463702
6,8methoxypurine_cation->neut,3.11,3.056437
7,manisidine_cation->neut,4.2,4.090822
8,4hydroxypyridine_cation->neut,3.23,3.360848
9,19dimethyladenine_2cation->cation,-0.7,-0.43597984
10,6oh2am9me8cf3purine_cation->neut,0.86,0.17425108
11,2me123triazolo5p4p45pyrimidine_cation->neut,1.08,1.0248652
12,25dime45dihthiazole_cation->neut,5.256,5.846971
13,4nmethylacetamidopyridine_cation->neut,4.62,5.1633534
14,6meo2ampyridine_cation->neut,4.64,4.7860346
15,nallylmethylamine_cation->neut,10.11,9.335717
16,valine_neut->an,9.79,10.063109
17,4phenylthioaniline_cation->neut,3.8,4.012906
18,16dime2oxo12dihpyrimidine_cation->neut,3.33,2.9299035
19,26dimethyl4nitroaniline_cation->neut,0.98,0.6151829
20,2piperazin1ylpyrimidine_cation->neut,8.9,9.001134
21,1me3oh6oxo16dihpyridazine_cation->neut,-1.32,-2.2322388
22,3oh4pohphenylcyclobutenedione_an->2an,8.35,8.99232
23,2me4dimeam5cnpyrimidine_cation->neut,4.37,3.820953
24,4methoxyphenylhydrazine_cation->neut,5.71,5.7949796
25,1me2meimino12dihpyrimidine_cation->neut,11.69,11.335861
26,457trifluoro1hbenzimidazole_neut->an,9.9,9.627353
27,3chlorootoluidine_cation->neut,2.49,3.5926585
28,2methylnaphtimidazole_cation->neut,6.02,6.215583
29,2bornylamine_cation->neut,10.17,9.915825
30,2aminonicotinic_neut->an,6.58,5.87201
31,2mes46dimepyrimidine_cation->neut,2.12,1.9059777
32,2oh46dimepyrimidine_cation->neut,3.77,3.5540094
33,28dihydroxypurine_cation->neut,0.5,-0.0070176125
34,2mesulphinylquinoxaline_cation->neut,-1.36,-0.99424887
35,2naphtylamine_cation->neut,4.11,3.824527
36,3methylisoquinoline_cation->neut,5.64,5.071039
37,3methylpyrazole_cation->neut,3.43,3.0324287
38,2methoxypyrazine_cation->neut,0.75,0.6956053
39,aminomethyltrimethylsilane_cation->neut,10.96,10.17932
40,26dime4fphenol_neut->an,10.46,10.013279
41,2amino3methylpyridine_cation->neut,7.14,6.8395042
42,1234tetrah17naphthyridine_cation->neut,7.08,6.593409
43,4phcarbamoylimidazole_cation->neut,3.75,2.3566117
44,24dihydroxypyrimidine_an->2an,13.0,14.122659
45,1methylisoxanthopterin_cation->neut,2.22,1.2134895
46,Nmethyl3amino2oxopyridine_cation->neut,2.94,3.0846872
47,4mesulfinylpyridazine_cation->neut,0.22,0.8669348
48,3aminobenzoic_cation->neut,3.07,3.3583474
49,pyrazine_cation->neut,0.6,0.75819206
50,6methyllumazine7carboxylic_an->2an,8.3,9.14292
51,pyridine35dicarboxylic_an->2an,4.62,4.2809334
52,4cyano35dimethylphenol_neut->an,8.21,7.682813
53,balaninemethylester_cation->neut,9.17,8.553738
54,26pyridinecarboxaldhydedioxime_an->2an,10.88,11.821746
55,6oh2am7mepurine_cation->neut,3.5,3.5339494
56,23diampyridine_cation->neut,7.0,6.830073
57,2hydroxyphenazine_cation->neut,2.6,2.9984756
58,23dih5oimidazo12cpyrimidine_cation->neut,6.99,6.7766814
59,9hydroxyphenanthridine_cation->neut,5.31,5.5845947
60,2aminobenzothiazole_cation->neut,4.48,4.089072
61,3mesulfinylpyridazine_cation->neut,-0.62,0.9638529
62,1phenylpiperazine_cation->neut,9.02,9.103713
63,27dimehypoxanthine_cation->neut,2.13,2.6828642
64,26dioxo1236tetrah45diampyrimidine_cation->neut,4.44,4.431316
65,7ohpteridine_neut->an,6.43,6.7245345
66,79dimethylhypoxanthine_cation->neut,6.46,6.397528
67,4nitropyridine_cation->neut,1.23,1.6931825
68,ethanolamine_cation->neut,9.5,9.208134
69,1azaspiro33heptane_cation->neut,11.4,9.50711
70,23dimeindole_cation->neut,-1.34,1.0030773
71,3am4meapyridine_cation->neut,9.57,8.923882
72,cyanomethylamine_cation->neut,5.34,5.309095
73,1meochlorophenylhydrazine_cation->neut,4.78,5.32085
74,6me24diampyrimidine_cation->neut,7.63,7.9019976
75,5carbm14dime12dih2oxopyirimidine_cation->neut,1.76,2.0575886
76,26dioxo1236teth4pyrimidinecarboxylic_an->2an,9.45,8.869459
77,Nbenzoylpiperazine_cation->neut,7.75,7.7878723
78,2methyl13cyclohexanedione_neut->an,5.57,7.159939
79,trans4hydroxyproline_cation->neut,1.82,1.8197556
80,1aminocyclopentane1carboxylate_cation->neut,2.62,2.0783901
81,4chloro7methoxyquinoline_cation->neut,4.32,4.475672
82,benzotriazole_cation->neut,0.42,1.9554996
83,3ph4me5methoxy_cation->neut,5.0,5.2728043
84,2aminomethylpyridine_cation->neut,8.64,8.78067
85,pteridine261h5hdione_an->2an,8.64,9.170502
86,2phenyl1133tetramethylguanidine_cation->neut,11.77,11.925471
87,1me6nitrobenzimidazole_cation->neut,3.67,3.5009058
88,sphspyperidin2ylmethanol_cation->neut,9.57,9.920047
89,24diam67dimepteridin_cation->neut,5.44,5.6505017
90,6meam24diampyrimidine_cation->neut,7.21,7.578553
91,3me110phenanthroline_cation->neut,4.98,4.9568157
92,24diaminonaphthalen1ol_2cation->cation,3.14,2.6788406
