,names,pKa,pKa predicted
0,2aminopyrazine_cation->neut,3.07,2.9596312
1,uric_neut->an,5.4,5.719963
2,34dihpteridine_cation->neut,6.36,6.6619496
3,nphenylazetidine_cation->neut,3.6,4.281444
4,2367tetrahydroimiazo12apyrimidin51hone_cation->neut,8.25,7.9976664
5,42thyenylpyridine_cation->neut,5.59,5.402948
6,8methoxypurine_cation->neut,3.11,3.3941174
7,manisidine_cation->neut,4.2,4.3253145
8,4hydroxypyridine_cation->neut,3.23,3.2863111
9,19dimethyladenine_2cation->cation,-0.7,-0.26208305
10,6oh2am9me8cf3purine_cation->neut,0.86,-0.016468048
11,2me123triazolo5p4p45pyrimidine_cation->neut,1.08,1.2003818
12,25dime45dihthiazole_cation->neut,5.256,5.155067
13,4nmethylacetamidopyridine_cation->neut,4.62,5.249875
14,6meo2ampyridine_cation->neut,4.64,4.8997293
15,nallylmethylamine_cation->neut,10.11,9.595982
16,valine_neut->an,9.79,9.318715
17,4phenylthioaniline_cation->neut,3.8,4.3760896
18,16dime2oxo12dihpyrimidine_cation->neut,3.33,3.2347775
19,26dimethyl4nitroaniline_cation->neut,0.98,0.94542336
20,2piperazin1ylpyrimidine_cation->neut,8.9,8.563004
21,1me3oh6oxo16dihpyridazine_cation->neut,-1.32,-1.7353779
22,3oh4pohphenylcyclobutenedione_an->2an,8.35,8.414098
23,2me4dimeam5cnpyrimidine_cation->neut,4.37,3.6896648
24,4methoxyphenylhydrazine_cation->neut,5.71,5.3397174
25,1me2meimino12dihpyrimidine_cation->neut,11.69,11.203667
26,457trifluoro1hbenzimidazole_neut->an,9.9,9.957782
27,3chlorootoluidine_cation->neut,2.49,3.6972017
28,2methylnaphtimidazole_cation->neut,6.02,6.314715
29,2bornylamine_cation->neut,10.17,9.653783
30,2aminonicotinic_neut->an,6.58,6.295102
31,2mes46dimepyrimidine_cation->neut,2.12,1.8026261
32,2oh46dimepyrimidine_cation->neut,3.77,3.8568053
33,28dihydroxypurine_cation->neut,0.5,0.37313414
34,2mesulphinylquinoxaline_cation->neut,-1.36,-0.36647415
35,2naphtylamine_cation->neut,4.11,4.244573
36,3methylisoquinoline_cation->neut,5.64,5.322148
37,3methylpyrazole_cation->neut,3.43,3.0419862
38,2methoxypyrazine_cation->neut,0.75,0.7072587
39,aminomethyltrimethylsilane_cation->neut,10.96,10.370573
40,26dime4fphenol_neut->an,10.46,10.133472
41,2amino3methylpyridine_cation->neut,7.14,7.115267
42,1234tetrah17naphthyridine_cation->neut,7.08,6.781131
43,4phcarbamoylimidazole_cation->neut,3.75,2.1643095
44,24dihydroxypyrimidine_an->2an,13.0,14.454964
45,1methylisoxanthopterin_cation->neut,2.22,0.97593784
46,Nmethyl3amino2oxopyridine_cation->neut,2.94,3.3644032
47,4mesulfinylpyridazine_cation->neut,0.22,1.6121297
48,3aminobenzoic_cation->neut,3.07,3.5198658
49,pyrazine_cation->neut,0.6,0.84486055
50,6methyllumazine7carboxylic_an->2an,8.3,8.601136
51,pyridine35dicarboxylic_an->2an,4.62,4.2794986
52,4cyano35dimethylphenol_neut->an,8.21,7.657755
53,balaninemethylester_cation->neut,9.17,7.834131
54,26pyridinecarboxaldhydedioxime_an->2an,10.88,10.768496
55,6oh2am7mepurine_cation->neut,3.5,4.1002254
56,23diampyridine_cation->neut,7.0,7.0755205
57,2hydroxyphenazine_cation->neut,2.6,2.997675
58,23dih5oimidazo12cpyrimidine_cation->neut,6.99,7.175481
59,9hydroxyphenanthridine_cation->neut,5.31,5.260511
60,2aminobenzothiazole_cation->neut,4.48,4.3746147
