,names,pKa,pKa predicted
0,14dimethylurazole_neut->an,5.3,6.022116
1,7methoxyquinoline_cation->neut,5.03,5.42981
2,5me110phenanthroline_cation->neut,5.26,5.124067
3,669trimethyladenine_2cation->cation,-0.77,-0.12014198
4,4dimethylaminoaniline_cation->neut,6.59,6.727544
5,5cf3141h3hdionepyrimidine_neut->an,7.35,7.5427713
6,246triaminophenol_cation->neut,6.0,5.420255
7,42pyridilthiazole_cation->neut,4.105,4.4874187
8,alaninamide_cation->neut,8.02,7.9830523
9,42pyridilimidazole_cation->neut,5.492,6.1027527
10,guanine_an->2an,12.3,12.749073
11,5me2meopyrimidine_cation->neut,1.67,1.5014749
12,5amquinazoline_cation->neut,3.56,3.8467746
13,quinuclidine4methylvinyl_cation->neut,10.52,10.629766
14,8phenylpurine_cation->neut,2.66,2.8533325
15,4benzylsulfanylpyridine_cation->neut,5.41,5.8434505
16,24dimethieno32cpyridinium_cation->neut,6.43,6.382276
17,diisopropylamine_cation->neut,11.12,10.800055
18,Smethyl3mercaptoquinoline_cation->neut,3.88,3.539515
19,5aminoisoquinoline_cation->neut,5.58,5.488426
20,2me34dihpteridine_cation->neut,7.26,7.247491
21,1me5nitro2piperidinoimidazole_cation->neut,2.72,2.300826
22,5amino1isopropyltetrazole_cation->neut,1.91,1.765409
23,246trimethylaniline_cation->neut,4.38,4.668731
24,1mercaptoisoquinoline_cation->neut,-1.9,-2.6654837
25,4methylaminophenol_cation->neut,5.9,5.710192
26,cisethyleneoxidedicarboxylic_an->2an,3.92,4.0602307
27,6nitroisoquinoline_cation->neut,3.45,3.5577884
28,3fluoroaniline_cation->neut,3.58,3.623156
29,2isopropylaniline_cation->neut,4.42,5.2165694
30,4methylquinoline_cation->neut,5.5,5.4034758
31,3methylxanthine_neut->an,8.1,8.134855
32,245trimethylphenylguanidine_cation->neut,11.35,11.100301
33,glycilproline_neut->an,8.65,8.137723
34,aniline4chloro3nitro_cation->neut,1.93,1.6129779
35,nnnptrimethylhydrazine_cation->neut,6.58,7.5952644
36,acetamidopyridine_cation->neut,4.37,4.6254106
37,aminomethylsulfonic_neut->an,5.57,4.570632
38,Nmethyl5mercaptoquinoline_cation->neut,3.22,4.106624
39,4etaniline_cation->neut,5.0,5.142874
40,2amino3dimethylaminopyrazine_cation->neut,4.29,4.245843
41,159triazaciclododecane_2cation->cation,7.57,7.277368
42,perimidine_cation->neut,6.35,5.942967
43,cyclopentan11dicarboxylic_neut->an,3.09,2.7029972
44,2dimethylamino4methoxypyrimidine_cation->neut,5.87,6.139925
45,4amino6methylthiopyrimidine_cation->neut,3.94,4.296086
46,16diazabicyclo440decane_cation->neut,6.79,7.395981
47,pyridine26dimethyl35dicarboxylic_an->2an,6.16,5.257699
48,1et12dih2iminopyrimidine_cation->neut,10.92,11.699127
49,3678tetme2im4oxo2348tethpteridine_cation->neut,10.04,10.106975
50,5cl1me2im12dihpyrimidine_cation->neut,10.19,10.128194
51,2methoxybenzylamine_cation->neut,9.7,9.135564
52,npnppdimenacguanidine_cation->neut,7.5,7.8875914
53,12dimethylpyrazolidine_cation->neut,6.67,6.925305
54,cis13diamcyclohexane_cation->neut,10.3,10.888163
55,picolinic_cation->neut,1.01,0.61733913
56,ammeline_cation->neut,4.5,5.3063135
57,16dime4meampyrazolo34dpyrimidine_cation->neut,4.96,5.3365855
58,1mephenylhydrazine_cation->neut,4.98,4.9482765
