,names,pKa,pKa predicted
0,2aminopyrazine_cation->neut,3.07,2.9798899
1,uric_neut->an,5.4,5.8388495
2,34dihpteridine_cation->neut,6.36,6.5830956
3,nphenylazetidine_cation->neut,3.6,4.7190633
4,2367tetrahydroimiazo12apyrimidin51hone_cation->neut,8.25,8.592531
5,42thyenylpyridine_cation->neut,5.59,5.7411633
6,8methoxypurine_cation->neut,3.11,3.084341
7,manisidine_cation->neut,4.2,4.0954914
8,4hydroxypyridine_cation->neut,3.23,3.2243552
9,19dimethyladenine_2cation->cation,-0.7,0.01500988
10,6oh2am9me8cf3purine_cation->neut,0.86,0.645205
11,2me123triazolo5p4p45pyrimidine_cation->neut,1.08,0.812078
12,25dime45dihthiazole_cation->neut,5.256,5.4965134
13,4nmethylacetamidopyridine_cation->neut,4.62,5.065979
14,6meo2ampyridine_cation->neut,4.64,4.9527793
15,nallylmethylamine_cation->neut,10.11,10.381352
16,valine_neut->an,9.79,9.883521
17,4phenylthioaniline_cation->neut,3.8,3.7998548
18,16dime2oxo12dihpyrimidine_cation->neut,3.33,3.1741452
19,26dimethyl4nitroaniline_cation->neut,0.98,1.0838141
20,2piperazin1ylpyrimidine_cation->neut,8.9,9.584139
21,1me3oh6oxo16dihpyridazine_cation->neut,-1.32,-2.320435
22,3oh4pohphenylcyclobutenedione_an->2an,8.35,9.063194
23,2me4dimeam5cnpyrimidine_cation->neut,4.37,3.5522451
24,4methoxyphenylhydrazine_cation->neut,5.71,5.2627654
25,1me2meimino12dihpyrimidine_cation->neut,11.69,11.57193
26,457trifluoro1hbenzimidazole_neut->an,9.9,10.059961
27,3chlorootoluidine_cation->neut,2.49,3.8770165
28,2methylnaphtimidazole_cation->neut,6.02,6.3303866
29,2bornylamine_cation->neut,10.17,10.476936
30,2aminonicotinic_neut->an,6.58,6.247693
31,2mes46dimepyrimidine_cation->neut,2.12,1.6749058
32,2oh46dimepyrimidine_cation->neut,3.77,4.0965657
33,28dihydroxypurine_cation->neut,0.5,0.4450407
34,2mesulphinylquinoxaline_cation->neut,-1.36,-1.2209044
35,2naphtylamine_cation->neut,4.11,3.8610375
36,3methylisoquinoline_cation->neut,5.64,5.3728275
37,3methylpyrazole_cation->neut,3.43,3.4130144
38,2methoxypyrazine_cation->neut,0.75,1.157413
39,aminomethyltrimethylsilane_cation->neut,10.96,10.253799
40,26dime4fphenol_neut->an,10.46,10.273215
41,2amino3methylpyridine_cation->neut,7.14,7.1995792
