,names,pKa,pKa predicted
0,2phenyl1456tetrahydropyrimidine_cation->neut,12.8,11.590955
1,22pyridilimidazole_cation->neut,5.47,5.4719787
2,pyrazine2amidino3meam_cation->neut,8.96,8.102791
3,4me3ph5meim45dih124oxadiazole_cation->neut,6.43,6.276434
4,3me2meim12dihtetramethiazole_cation->neut,10.0,8.431316
5,1Hpyrazol3ol_neut->an,7.94,7.2379665
6,4me9amacridine_cation->neut,10.24,9.478066
7,4mepyrazole45dih_cation->neut,4.58,3.9573092
8,26dime4carbmquinazoline_cation->neut,1.79,2.1312156
9,4fluoropiperidine_cation->neut,9.4,9.710053
10,2chloropyridine_cation->neut,0.47,0.4477632
11,23dimethylaniline_cation->neut,4.7,4.391158
12,5fluro6methylaminopyrimidin21hone_cation->neut,2.66,1.530086
13,4methoxycinnoline_cation->neut,3.14,4.9434175
14,5pchlorphenyloxazole_cation->neut,0.16,0.6055608
15,6cyanopurine_neut->an,6.88,7.0763035
16,2meo3mequinoxaline_cation->neut,1.38,1.6447906
17,5meo24diampyrimidine_cation->neut,7.23,7.690139
18,4f2nitroaniline_cation->neut,-0.34,-0.6620097
19,3hydroxy2meopyridine_cation->neut,2.1,1.6608067
20,3methyl13thiazol23himine_cation->neut,9.61,9.271856
21,benzene1iminobenzyl26dimethyl_cation->neut,6.29,6.714594
22,354dimetpyrazole_cation->neut,3.91,3.406672
23,6cf39hpurin2amine_cation->neut,1.85,1.9144869
24,histamine_2cation->cation,6.04,5.558419
25,2mesthiazole_cation->neut,1.92,1.135659
26,4amino3ethylpyridine_cation->neut,9.39,9.342394
27,6me5phenox24diampyrimidine_cation->neut,6.47,6.435772
28,9methyl28dihydroxypurine_an->2an,11.5,11.902658
29,5mercaptoquinoline_neut->an,6.48,5.4233613
30,6hidrazinoquinoline_cation->neut,5.5,5.5792236
31,25thiazolylpyridine_cation->neut,2.79,2.4068666
32,2me6meampurine_cation->neut,5.04,4.2632775
33,2367tetrh1h5himdazo12apyrimdne_cation->neut,11.22,11.4841
34,7aminoquinoline_cation->neut,6.63,6.7132397
35,pteridine46dime2amino_cation->neut,2.66,3.400743
36,1234tetrah15naphthyridine_2cation->cation,-1.35,-1.0279238
37,4meam1me2pyrimidionne_cation->neut,4.47,4.35377
38,5carboxy4methyloxazole_cation->neut,-0.72,-0.5685682
39,4cl2nitroaniline_cation->neut,-0.94,-1.1149812
40,2me4carbmquinazoline_cation->neut,1.57,1.4850693
41,146triazaindene_neut->an,13.16,12.623964
42,tetrahydroquinoline_cation->neut,5.03,4.127589
43,246triaminopyrimidine_2cation->cation,1.07,1.5898845
44,2imino133trimeindoline_cation->neut,9.25,9.698995
45,4cyano110phenanthroline_cation->neut,3.56,3.6581302
46,Nethyltrans23dimethylaziridine_cation->neut,9.47,9.263553
47,26dimethylquinazolinehydrate_cation->neut,8.65,8.158431
48,thioibotenic_neut->an,5.9,7.7428493
49,nphenylhydroxylamine_cation->neut,2.19,1.2709389
50,2amino4methoxypyrimidine_cation->neut,5.53,5.5946107
51,1me45diam2im12dihpyrimidine_cation->neut,13.66,12.641939
52,aniline_cation->neut,4.6,4.4236927
53,2me16dih123triazolo5p4p54pyrimidine_cation->neut,6.16,6.607474
54,4formyl123triazole_neut->an,6.63,5.780282
55,3me1ph1Hpyrazol5ol_cation->neut,1.42,1.0386727
56,4benzylpyridine_cation->neut,5.59,5.35606
57,tertbutyldimethylamine_cation->neut,10.52,9.822402
58,n3dimethylaniline_cation->neut,4.85,4.5126524
59,1hydroxyphenazine_cation->neut,1.44,1.5543032
60,2trimesilylmeaminopropane_cation->neut,10.8,11.053867
61,nndime4cyanoaniline_cation->neut,1.777,2.1572335
62,ethanedihydroxamic_an->2an,9.0,7.2299075
