,names,pKa,pKa predicted
0,2phenyl1456tetrahydropyrimidine_cation->neut,12.8,11.530176
1,22pyridilimidazole_cation->neut,5.47,5.2155957
2,pyrazine2amidino3meam_cation->neut,8.96,7.3970385
3,4me3ph5meim45dih124oxadiazole_cation->neut,6.43,5.654832
4,3me2meim12dihtetramethiazole_cation->neut,10.0,9.422666
5,1Hpyrazol3ol_neut->an,7.94,7.3677893
6,4me9amacridine_cation->neut,10.24,9.624104
7,4mepyrazole45dih_cation->neut,4.58,4.1026382
8,26dime4carbmquinazoline_cation->neut,1.79,2.8562932
9,4fluoropiperidine_cation->neut,9.4,10.221756
10,2chloropyridine_cation->neut,0.47,0.5339794
11,23dimethylaniline_cation->neut,4.7,4.5743012
12,5fluro6methylaminopyrimidin21hone_cation->neut,2.66,2.0695376
13,4methoxycinnoline_cation->neut,3.14,3.7649312
14,5pchlorphenyloxazole_cation->neut,0.16,0.69568396
15,6cyanopurine_neut->an,6.88,7.1808457
16,2meo3mequinoxaline_cation->neut,1.38,1.2048545
17,5meo24diampyrimidine_cation->neut,7.23,7.685047
18,4f2nitroaniline_cation->neut,-0.34,-0.98676085
19,3hydroxy2meopyridine_cation->neut,2.1,2.01686
20,3methyl13thiazol23himine_cation->neut,9.61,9.644915
21,benzene1iminobenzyl26dimethyl_cation->neut,6.29,6.7235513
22,354dimetpyrazole_cation->neut,3.91,3.655926
23,6cf39hpurin2amine_cation->neut,1.85,1.8058782
24,histamine_2cation->cation,6.04,5.3615623
25,2mesthiazole_cation->neut,1.92,1.2580848
26,4amino3ethylpyridine_cation->neut,9.39,8.633873
27,6me5phenox24diampyrimidine_cation->neut,6.47,6.722516
28,9methyl28dihydroxypurine_an->2an,11.5,12.188114
29,5mercaptoquinoline_neut->an,6.48,5.722974
30,6hidrazinoquinoline_cation->neut,5.5,5.668368
31,25thiazolylpyridine_cation->neut,2.79,2.2586465
32,2me6meampurine_cation->neut,5.04,4.2486453
33,2367tetrh1h5himdazo12apyrimdne_cation->neut,11.22,12.227778
34,7aminoquinoline_cation->neut,6.63,6.677451
35,pteridine46dime2amino_cation->neut,2.66,3.1026707
36,1234tetrah15naphthyridine_2cation->cation,-1.35,-0.6986382
37,4meam1me2pyrimidionne_cation->neut,4.47,5.047589
38,5carboxy4methyloxazole_cation->neut,-0.72,-0.8425913
39,4cl2nitroaniline_cation->neut,-0.94,-1.0673115
40,2me4carbmquinazoline_cation->neut,1.57,2.2217383
41,146triazaindene_neut->an,13.16,13.09907
42,tetrahydroquinoline_cation->neut,5.03,4.3034763
43,246triaminopyrimidine_2cation->cation,1.07,0.8901849
44,2imino133trimeindoline_cation->neut,9.25,9.761257
45,4cyano110phenanthroline_cation->neut,3.56,3.4774232
46,Nethyltrans23dimethylaziridine_cation->neut,9.47,10.032579
47,26dimethylquinazolinehydrate_cation->neut,8.65,8.486265
48,thioibotenic_neut->an,5.9,7.6500235
49,nphenylhydroxylamine_cation->neut,2.19,0.86734843
50,2amino4methoxypyrimidine_cation->neut,5.53,5.7311664
51,1me45diam2im12dihpyrimidine_cation->neut,13.66,12.94786
52,aniline_cation->neut,4.6,4.367509
53,2me16dih123triazolo5p4p54pyrimidine_cation->neut,6.16,6.244851
54,4formyl123triazole_neut->an,6.63,6.8989477
55,3me1ph1Hpyrazol5ol_cation->neut,1.42,1.3630283
56,4benzylpyridine_cation->neut,5.59,5.923368
57,tertbutyldimethylamine_cation->neut,10.52,10.535466
58,n3dimethylaniline_cation->neut,4.85,5.7338343
59,1hydroxyphenazine_cation->neut,1.44,1.6838503
60,2trimesilylmeaminopropane_cation->neut,10.8,10.660815
61,nndime4cyanoaniline_cation->neut,1.777,2.1267164
62,ethanedihydroxamic_an->2an,9.0,7.5091605
63,4me2hidrazinoquinoline_cation->neut,8.35,8.37245
64,benzoquinonemonoxime_neut->an,6.2,6.375408
65,1amino3cyanonaphtalene_cation->neut,2.26,2.73187
66,3dimeampyridine_cation->neut,6.45,5.683294
67,4mesilamidepyridine_cation->neut,3.64,4.695651
68,5methoxypyrimidin4ol_neut->an,8.64,8.202763
69,threonine_neut->an,9.1,8.9939165
70,4methylquinazoline_cation->neut,2.8,2.93357
71,5ohpyridin21Hone_neut->an,8.51,9.505168
72,8oh16naphthyridine_cation->neut,4.05,3.8705983
73,quinuclidine4methylsulfonyl_cation->neut,7.89,8.405605
74,4am2butynoic_cation->neut,1.8,0.781394
75,4mnitrophenylpyridine_cation->neut,4.87,5.092554
76,cis1am2isop5mecyclohexane_cation->neut,10.35,10.623909
77,6mepyrazolo34dpyrimidin4am_cation->neut,5.41,5.2712417
78,23diampropanoic_cation->neut,6.79,6.8652673
79,m-nitrophenol_neut->an,8.36,8.339716
80,146triazanaphtalene_cation->neut,2.47,2.0633712
81,24diam67dime8oxypteridin_cation->neut,3.04,3.3146863
82,6hydroxycinnoline_cation->neut,3.65,2.748845
83,3aminopropanoic_cation->neut,3.55,3.4104438
84,5me1oh2pyrroline5carboxylic_neut->an,2.95,2.7588315
85,4am2naphtol_cation->neut,3.45,3.5580218
86,1phenylpyrazole_cation->neut,0.44,1.597444
87,pteridine4me2amino_cation->neut,2.81,2.8673182
88,hypoxanthine_cation->neut,1.19,1.7225528
89,34dih367trime4oxopteridine_cation->neut,-0.05,0.89337444
90,isothiazole_cation->neut,-0.5,0.18930554
91,5nitro2mepyrimidine_cation->neut,1.49,1.0471816
92,5cf33nitroaniline_cation->neut,0.82,1.1582286
93,4tbu2ampyrimidine_cation->neut,4.58,4.5744524
94,46dimepyrimidine_cation->neut,2.7,3.3130383
95,25dimethylpyrazine_cation->neut,1.9,1.9005842
96,4tertbutylthiazole_cation->neut,3.04,1.9149456
97,imidazole_cation->neut,6.95,7.113735
98,1methyllumazine7carboxylic_an->2an,8.41,8.686542
99,2amino5fluoro4hydroxypyrimidine_neut->an,8.04,8.456614
100,167trimethylpterin_cation->neut,3.25,3.6030502
101,2am4nitrobenzoic_cation->neut,0.65,0.14632058
102,34dinitro12benzenediol_neut->an,4.02,2.8829474
103,3fluoropiperidine_cation->neut,9.3,9.790515
104,2meo4ampyridine_cation->neut,7.05,7.0958996
105,25diaminopyridine_2cation->cation,2.13,2.4460862
106,6methoxypurine_neut->an,9.18,9.20927
107,trifluoroacrilic_neut->an,1.79,2.2699099
108,4acetamidopyridinenoxide_cation->neut,1.59,1.642467
109,1aminocyclopropane_cation->neut,9.1,9.575639
110,4phoxazole_cation->neut,-0.51,-0.25911808
111,4menaphthalen1am_cation->neut,4.37,4.419397
112,5me46diohpyrimidine_cation->neut,-0.51,-0.39091587
113,5me17diazaindene_cation->neut,4.86,4.948509
114,42pyridylaniline_2cation->cation,2.47,1.7005198
115,26dinitro4medimeaniline_cation->neut,-1.66,-0.36695862
116,5nitroindole_neut->an,14.75,14.329492
117,benzene1iminobenzyl2methyl_cation->neut,6.79,6.6745477
118,24diaminopyrimidine_cation->neut,7.4,7.6084266
119,5fluoro1hbenzimidazole_cation->neut,5.0,5.088238
120,n2methylpropenylmorpholine_cation->neut,5.45,5.9211674
121,phenylglycine_cation->neut,2.15,2.0844421
122,12me3indolylethanone_neut->an,13.24,13.145004
123,3azetidinecarboxylic_neut->an,10.3,8.934134
124,n2dimethylpiperidine_cation->neut,10.26,10.650361
125,3methoxypyridine_cation->neut,4.91,4.7043557
126,5aminotropolone_cation->neut,2.62,2.1978798
127,6oh2am8cf3purine_cation->neut,1.23,1.2930741
128,3chlorobenzylamine_cation->neut,9.01,9.403631
129,4nme46diampyrimidine_cation->neut,6.3,5.9478345
130,piperidine1amine_cation->neut,7.51,7.0553055
131,nneopentylaniline_cation->neut,4.17,5.144015
132,pyrazolo34bpyrazine_cation->neut,-0.64,-0.10375357
133,3hydroxyphenanthridine_cation->neut,4.78,4.94835
134,methylphosphoric_neut->an,1.54,0.9101596
135,2meo5ampyridine_cation->neut,4.28,3.6894135
136,24dimephenylhydrazine_cation->neut,5.72,5.8203297
137,7hydroxycinnoline_cation->neut,3.31,3.1864176
138,5ph2meopyrimidine_cation->neut,0.79,1.3836107
139,trans10h17naphthyridine_2cation->cation,7.07,7.4798303
140,4cf3sulphonylaniline_cation->neut,-0.01,0.18261862
141,melamine_cation->neut,5.1,6.1582556
142,4nmemesilamidepyridine_cation->neut,5.14,4.9617553
143,24pyrrolidinedione_neut->an,6.4,6.821618
144,thiophenol_neut->an,6.5,6.8567095
145,5678tetrah17naphthyridine_2cation->neut,2.48,1.7673869
146,mtoluidine_cation->neut,4.69,4.7840457
147,35dime4ohfuran25hone_neut->an,4.0,4.0048695
148,nicotinihydrazide_cation->neut,3.29,3.0319104
149,2iprobenzimidazole_cation->neut,6.25,6.5169034
150,8oh24dimequinazollin_cation->neut,3.79,3.4998593
151,99dime3789tetrhpyrmdno21ipurine_cation->neut,7.4,6.89798
152,15dime2oxo12dihpyrimidine_cation->neut,2.57,2.6803222
153,5methylquinazolinehydrate_cation->neut,7.89,7.846145
154,3ph124thiadiazol5amine_cation->neut,1.4,1.4718537
155,3aminotropone_cation->neut,3.33,3.7837896
156,12dime5aminobenzimidazole_2cation->cation,3.38,2.9740791
157,5etnmethypyrimidin2amine_cation->neut,4.29,4.0626636
158,3me55pentamepyrazole45dih_cation->neut,5.17,5.5350175
159,phosphoramidic_an->2an,8.25,8.386989
160,8methylpterin_cation->neut,5.4,4.9049573
161,3aminopicolinic_cation->neut,1.33,0.8676386
162,2clbenzimidazole_neut->an,9.4,9.844182
163,4methyl34dihydroquinazoline_cation->neut,9.19,9.219242
164,pyridine2carboxyzmide_cation->neut,2.1,2.0915136
165,8hydroxycinnoline_cation->neut,2.74,2.3333025
166,2meo4dimeampyrimidine_cation->neut,6.17,6.303013
167,5amino1otolyltetrazole_cation->neut,1.23,1.2869124
168,dimethylbiguanide_2cation->cation,2.77,3.1424696
169,6me123triazolo5p4p54pyrimidine_neut->an,5.12,5.9040165
170,3benzoylpyridine_cation->neut,3.18,2.9081445
171,23dimethoxybenzylamie_cation->neut,9.41,8.734438
172,3aminocinnoline_cation->neut,3.7,3.7705317
173,2mesnmeaniline_cation->neut,3.71,3.410332
174,trifluoroacetic_neut->an,0.5,0.43969774
175,44difluoropiperidine_cation->neut,8.5,9.058688
176,8hydroxyquinoline_cation->neut,4.91,4.6873264
177,167trime4am2im12dihpteridine_cation->neut,11.86,11.592808
178,tetrahydroquinoxaline_cation->neut,4.48,4.174458
179,tolazoline_cation->neut,10.3,11.431233
180,4methylacridine_cation->neut,5.4,5.744303
181,6me2nitroaniline_cation->neut,-0.71,-0.17458081
182,4cl6oh5ipropyrimidine_neut->an,9.13,8.01632
183,mepyrimidine2carboxylate_cation->neut,-0.68,0.3967247
184,26dimethylpyridine_cation->neut,6.71,6.6134667
185,246triaminophenol_3cation->2cation,1.0,0.5772562
186,4fluoro1hbenzimidazole_neut->an,11.6,12.269309
187,1r2r3strans13dimecyclpropdicarbxylic_an->2an,5.65,6.135077
188,7chloroquinoline_cation->neut,3.85,3.9095702
189,66dime11biphnyl22diamine_2cation->cation,2.1,2.6566691
190,1pme123triazolo5p4p54pyrimidine_cation->neut,0.32,1.0354867
191,3nitrophenylhydrazine_cation->neut,4.39,4.3930335
192,7meo314benzoxadiazepine_cation->neut,1.44,0.4667902
193,4azaspiro23hexane_cation->neut,10.1,10.071115
194,1am47phenanthroline_cation->neut,7.3,7.0508413
195,2dimeaminopyridinenoxide_cation->neut,2.27,2.3280644
196,6cl2oxo12dihpyridine_neut->an,7.51,6.5600243
197,35phenylpyrazole_cation->neut,2.13,2.1741605
198,1me4meampyrazolo34dpyrimidine_cation->neut,4.2,4.3781986
199,4fluoroindole_neut->an,16.3,15.914824
200,23diampropanoic_neut->an,9.51,9.742805
201,5ph2meampyrimidine_cation->neut,3.42,3.5917535
202,5meo2nitroaniline_cation->neut,-0.72,-0.6893568
203,2me5nitrophenol_neut->an,8.529,8.580573
204,4am5mescarbimiazole_neut->an,10.45,10.57617
205,morpholine_cation->neut,8.43,9.764404
206,2dimeampurine_cation->neut,4.0,4.272293
207,12dime5nitrobenzimidazole_cation->neut,4.4,3.7969847
208,imidazole4methanol_cation->neut,6.385,5.76994
209,n3pyridylimidazolin2imine_2cation->cation,3.05,2.4872408
210,e226trimequinuclidine_cation->neut,11.3,11.781146
211,555p5ptetrame22pbipyrrolidine_cation->neut,10.3,11.04245
212,23diamino56dimethylpyrazine_2cation->cation,1.23,0.14435387
213,4chloropyridine_cation->neut,3.83,3.6624799
214,4methoxypyridineoxide_cation->neut,2.05,2.2461805
215,4methieno32cpyridinium_cation->neut,6.17,5.9051323
