,names,pKa,pKa predicted
0,14dimethylurazole_neut->an,5.3,6.7145457
1,7methoxyquinoline_cation->neut,5.03,5.0886774
2,5me110phenanthroline_cation->neut,5.26,5.244066
3,669trimethyladenine_2cation->cation,-0.77,0.15573049
4,4dimethylaminoaniline_cation->neut,6.59,7.0213814
5,5cf3141h3hdionepyrimidine_neut->an,7.35,7.3687305
6,246triaminophenol_cation->neut,6.0,5.740191
7,42pyridilthiazole_cation->neut,4.105,4.4224734
8,alaninamide_cation->neut,8.02,8.366109
9,42pyridilimidazole_cation->neut,5.492,5.578443
10,guanine_an->2an,12.3,12.598162
11,5me2meopyrimidine_cation->neut,1.67,1.7600665
12,5amquinazoline_cation->neut,3.56,3.495684
13,quinuclidine4methylvinyl_cation->neut,10.52,10.815842
14,8phenylpurine_cation->neut,2.66,2.48351
15,4benzylsulfanylpyridine_cation->neut,5.41,5.4519973
16,24dimethieno32cpyridinium_cation->neut,6.43,5.765231
17,diisopropylamine_cation->neut,11.12,11.433387
18,Smethyl3mercaptoquinoline_cation->neut,3.88,3.419824
19,5aminoisoquinoline_cation->neut,5.58,4.9629583
20,2me34dihpteridine_cation->neut,7.26,7.8517456
21,1me5nitro2piperidinoimidazole_cation->neut,2.72,2.3419642
22,5amino1isopropyltetrazole_cation->neut,1.91,2.18792
23,246trimethylaniline_cation->neut,4.38,5.3372006
24,1mercaptoisoquinoline_cation->neut,-1.9,-1.2994173
25,4methylaminophenol_cation->neut,5.9,6.0493355
26,cisethyleneoxidedicarboxylic_an->2an,3.92,4.08173
27,6nitroisoquinoline_cation->neut,3.45,3.3887436
28,3fluoroaniline_cation->neut,3.58,3.8199701
29,2isopropylaniline_cation->neut,4.42,5.0220222
30,4methylquinoline_cation->neut,5.5,5.1669273
31,3methylxanthine_neut->an,8.1,8.213007
32,245trimethylphenylguanidine_cation->neut,11.35,10.739985
33,glycilproline_neut->an,8.65,8.117577
34,aniline4chloro3nitro_cation->neut,1.93,1.9990042
35,nnnptrimethylhydrazine_cation->neut,6.58,6.50535
36,acetamidopyridine_cation->neut,4.37,4.610428
37,aminomethylsulfonic_neut->an,5.57,5.511979
38,Nmethyl5mercaptoquinoline_cation->neut,3.22,4.714302
39,4etaniline_cation->neut,5.0,5.4867773
40,2amino3dimethylaminopyrazine_cation->neut,4.29,3.8615828
41,159triazaciclododecane_2cation->cation,7.57,7.9835052
42,perimidine_cation->neut,6.35,5.750552
43,cyclopentan11dicarboxylic_neut->an,3.09,2.1232402
44,2dimethylamino4methoxypyrimidine_cation->neut,5.87,5.8266325
45,4amino6methylthiopyrimidine_cation->neut,3.94,3.8082912
46,16diazabicyclo440decane_cation->neut,6.79,7.578288
47,pyridine26dimethyl35dicarboxylic_an->2an,6.16,5.2453623
48,1et12dih2iminopyrimidine_cation->neut,10.92,11.300452
49,3678tetme2im4oxo2348tethpteridine_cation->neut,10.04,10.304718
50,5cl1me2im12dihpyrimidine_cation->neut,10.19,10.383039
51,2methoxybenzylamine_cation->neut,9.7,9.265994
52,npnppdimenacguanidine_cation->neut,7.5,8.289476
53,12dimethylpyrazolidine_cation->neut,6.67,7.46708
54,cis13diamcyclohexane_cation->neut,10.3,10.320033
55,picolinic_cation->neut,1.01,0.38476753
56,ammeline_cation->neut,4.5,4.560251
57,16dime4meampyrazolo34dpyrimidine_cation->neut,4.96,4.892088
58,1mephenylhydrazine_cation->neut,4.98,5.440845
59,ecgoninemethylester_cation->neut,9.16,8.618425
60,2pmeophe2imidazoline_cation->neut,10.2,11.1063595
61,3aminobenzoicmethylester_cation->neut,3.58,3.9338198
62,8oh5quinolinecarboxylic_cation->neut,4.0,2.7764494
63,otoluidine_cation->neut,4.45,5.0028944
64,2me5phoxazole_cation->neut,2.13,2.5063663
65,3ph5dimeam124oxadiazole_cation->neut,-0.25,0.5757885
66,2carboxypyrimidine_cation->neut,-1.13,0.8221855
67,3aminomethylbenzoic_cation->neut,3.08,3.9099991
68,pteridine47dime2amino_cation->neut,2.59,2.9340825
69,124triazole35dimethyl_cation->neut,3.79,3.636967
70,5carboxylictropolone_an->2an,6.41,6.3472486
71,2hydroxy6mepyridine_cation->neut,1.12,1.803571
72,allothreonine_neut->an,9.1,9.460322
73,22bipyridine_2cation->cation,0.05,-0.59784484
74,3nitroindole_neut->an,10.12,9.885843
75,dimethylacetamide_cation->neut,-0.19,1.1552167
76,9methylpurine_cation->neut,2.27,3.0165393
77,creatine_cation->neut,2.79,2.7689936
78,4am15dimepyrimidin2one_cation->neut,4.69,4.7329044
79,quinuclidine3carboxamide_cation->neut,9.82,9.788927
80,5oh146triazanaphthalene_cation->neut,-0.78,0.49782443
