,names,pKa,pKa predicted
0,2aminopyrazine_cation->neut,3.07,3.150299
1,uric_neut->an,5.4,5.6393714
2,34dihpteridine_cation->neut,6.36,6.864618
3,nphenylazetidine_cation->neut,3.6,4.5391946
4,2367tetrahydroimiazo12apyrimidin51hone_cation->neut,8.25,8.659045
5,42thyenylpyridine_cation->neut,5.59,5.253992
6,8methoxypurine_cation->neut,3.11,3.3495865
7,manisidine_cation->neut,4.2,3.7538776
8,4hydroxypyridine_cation->neut,3.23,3.6387305
9,19dimethyladenine_2cation->cation,-0.7,-0.2788787
10,6oh2am9me8cf3purine_cation->neut,0.86,-0.2769456
11,2me123triazolo5p4p45pyrimidine_cation->neut,1.08,0.91922855
12,25dime45dihthiazole_cation->neut,5.256,5.589715
13,4nmethylacetamidopyridine_cation->neut,4.62,5.208089
14,6meo2ampyridine_cation->neut,4.64,4.960722
15,nallylmethylamine_cation->neut,10.11,9.696405
16,valine_neut->an,9.79,9.3223
17,4phenylthioaniline_cation->neut,3.8,3.4626904
18,16dime2oxo12dihpyrimidine_cation->neut,3.33,3.3499475
19,26dimethyl4nitroaniline_cation->neut,0.98,0.10318327
20,2piperazin1ylpyrimidine_cation->neut,8.9,8.907902
21,1me3oh6oxo16dihpyridazine_cation->neut,-1.32,-1.4660512
22,3oh4pohphenylcyclobutenedione_an->2an,8.35,9.368099
23,2me4dimeam5cnpyrimidine_cation->neut,4.37,4.0612936
24,4methoxyphenylhydrazine_cation->neut,5.71,5.4427433
25,1me2meimino12dihpyrimidine_cation->neut,11.69,11.55045
26,457trifluoro1hbenzimidazole_neut->an,9.9,9.428427
27,3chlorootoluidine_cation->neut,2.49,3.2056324
28,2methylnaphtimidazole_cation->neut,6.02,6.1894464
29,2bornylamine_cation->neut,10.17,10.191975
30,2aminonicotinic_neut->an,6.58,6.148424
31,2mes46dimepyrimidine_cation->neut,2.12,1.9692717
32,2oh46dimepyrimidine_cation->neut,3.77,3.7286544
33,28dihydroxypurine_cation->neut,0.5,0.5533328
34,2mesulphinylquinoxaline_cation->neut,-1.36,-0.72964907
35,2naphtylamine_cation->neut,4.11,3.8067544
36,3methylisoquinoline_cation->neut,5.64,5.3151484
37,3methylpyrazole_cation->neut,3.43,3.045011
38,2methoxypyrazine_cation->neut,0.75,0.8138342
39,aminomethyltrimethylsilane_cation->neut,10.96,10.611481
40,26dime4fphenol_neut->an,10.46,10.317463
41,2amino3methylpyridine_cation->neut,7.14,7.235799
42,1234tetrah17naphthyridine_cation->neut,7.08,6.690676
43,4phcarbamoylimidazole_cation->neut,3.75,2.8782797
44,24dihydroxypyrimidine_an->2an,13.0,14.113947
45,1methylisoxanthopterin_cation->neut,2.22,0.8675852
46,Nmethyl3amino2oxopyridine_cation->neut,2.94,2.794938
47,4mesulfinylpyridazine_cation->neut,0.22,0.9972453
48,3aminobenzoic_cation->neut,3.07,3.1676893
49,pyrazine_cation->neut,0.6,1.0482492
50,6methyllumazine7carboxylic_an->2an,8.3,8.353761
51,pyridine35dicarboxylic_an->2an,4.62,4.4240637
52,4cyano35dimethylphenol_neut->an,8.21,7.7527075
53,balaninemethylester_cation->neut,9.17,8.430628
54,26pyridinecarboxaldhydedioxime_an->2an,10.88,11.635387
55,6oh2am7mepurine_cation->neut,3.5,4.3690386
56,23diampyridine_cation->neut,7.0,7.1507273
57,2hydroxyphenazine_cation->neut,2.6,2.8593328
58,23dih5oimidazo12cpyrimidine_cation->neut,6.99,6.837799
59,9hydroxyphenanthridine_cation->neut,5.31,5.2444983
60,2aminobenzothiazole_cation->neut,4.48,4.855294
61,3mesulfinylpyridazine_cation->neut,-0.62,0.8279309
62,1phenylpiperazine_cation->neut,9.02,8.948617
63,27dimehypoxanthine_cation->neut,2.13,2.5905414
64,26dioxo1236tetrah45diampyrimidine_cation->neut,4.44,3.7809892
65,7ohpteridine_neut->an,6.43,6.597189
66,79dimethylhypoxanthine_cation->neut,6.46,6.9849772
67,4nitropyridine_cation->neut,1.23,1.8975835
68,ethanolamine_cation->neut,9.5,9.607828
69,1azaspiro33heptane_cation->neut,11.4,10.036692
70,23dimeindole_cation->neut,-1.34,1.1108453
71,3am4meapyridine_cation->neut,9.57,8.8351
72,cyanomethylamine_cation->neut,5.34,5.6395583
73,1meochlorophenylhydrazine_cation->neut,4.78,5.5250583
74,6me24diampyrimidine_cation->neut,7.63,8.313266
75,5carbm14dime12dih2oxopyirimidine_cation->neut,1.76,2.3214798
76,26dioxo1236teth4pyrimidinecarboxylic_an->2an,9.45,9.122441
77,Nbenzoylpiperazine_cation->neut,7.75,7.6493015
78,2methyl13cyclohexanedione_neut->an,5.57,6.2172728
79,trans4hydroxyproline_cation->neut,1.82,1.785089
80,1aminocyclopentane1carboxylate_cation->neut,2.62,2.251163
81,4chloro7methoxyquinoline_cation->neut,4.32,4.1723266
82,benzotriazole_cation->neut,0.42,1.7502942
83,3ph4me5methoxy_cation->neut,5.0,5.2959533
84,2aminomethylpyridine_cation->neut,8.64,8.606729
85,pteridine261h5hdione_an->2an,8.64,9.023586
86,2phenyl1133tetramethylguanidine_cation->neut,11.77,11.886513
87,1me6nitrobenzimidazole_cation->neut,3.67,3.9798045
88,sphspyperidin2ylmethanol_cation->neut,9.57,9.526988
89,24diam67dimepteridin_cation->neut,5.44,6.2307014
90,6meam24diampyrimidine_cation->neut,7.21,7.165199
91,3me110phenanthroline_cation->neut,4.98,4.9954495
92,24diaminonaphthalen1ol_2cation->cation,3.14,2.1454213
93,3tbutylaminopropan2ol_cation->neut,10.0,10.115716
94,2fluoropyridine_cation->neut,-0.44,-0.11926651
95,3dimeam124triazin52hone_cation->neut,1.6,1.9348407
96,diipropropanedioic_neut->an,2.124,3.282946
97,6oh2am1mepurine_cation->neut,3.13,3.2413907
98,4f2ambenzoic_cation->neut,1.42,1.1732199
99,4am5carbmpyrimidine_cation->neut,4.13,4.781397
100,9me8mespurine_cation->neut,2.95,3.2197304
101,leucine_neut->an,9.6,9.342016
102,6oh1me2oxo12dihpyridine_neut->an,4.62,4.2099433
103,4oh6ph2am135triazine_cation->neut,3.0,2.7004476
104,3oh4oxohpyran26dicarbx_an->2an,2.11,2.1348896
105,3me24pentanedione_neut->an,10.87,10.417289
106,6me24diam135triazine_cation->neut,5.14,5.6720667
107,46dime78dih2ohpteridine_cation->neut,3.96,4.2045574
108,22dimethyl13propanediamine_2cation->cation,8.18,7.1827445
109,Smethyl2mercaptopyridine_cation->neut,3.62,3.7166033
110,4am3me123triazole_cation->neut,2.27,2.6479235
111,5hydroxy2methyl1456tetrahydropyrimidine_cation->neut,11.4,11.971959
112,aminotetrazole_cation->neut,1.76,1.5730729
113,methyl3amino1naphtholate_cation->neut,3.38,3.0442739
114,5aminoquinoline_cation->neut,5.46,5.650919
115,1amino7methoxynaphtlene_cation->neut,4.07,3.847613
116,18dime2am18dime16dih6oxopurine_cation->neut,4.07,4.057284
117,4aminobenzimidazole_2cation->cation,1.5,0.94924283
118,8nitroxanthine_an->2an,9.84,9.70063
119,13phenylenediamine_2cation->cation,2.54,2.1212194
120,33dimetrans12cyclpropdicarbxylic_an->2an,5.32,5.034428
121,serine_neut->an,9.15,9.257275
122,propionamide_cation->neut,-0.9,0.004934311
123,34dihquinazoline_cation->neut,9.17,8.823787
124,2aminomethylquinazoline_cation->neut,4.98,4.870474
125,5am3me1phpyrazole_cation->neut,3.95,4.142874
126,cyclohexanimine_cation->neut,9.15,9.547967
127,benzene124triamine_2cation->cation,3.7,2.0627716
128,glycylglycylglycine_cation->neut,3.38,2.969656
129,16naphthyridine_cation->neut,3.76,4.1836348
130,oxypurinol_neut->an,7.7,7.6636615
131,2methylquinoline_cation->neut,5.7,5.8448024
132,4phenylpyridinenoxide_cation->neut,0.83,1.3458858
133,m-claniline_cation->neut,3.52,3.165329
134,2methyl1thiochromone_cation->neut,-0.69,-0.85817146
135,quinuclidin3one_cation->neut,7.53,7.5915484
136,2amino4chloronaphtalene_cation->neut,3.38,3.1654546
137,23dimeindolizine_cation->neut,5.43,5.3236833
138,26diaminophenol_2cation->cation,2.7,2.03762
139,36dioh25dif14benzoquinone_an->2an,3.3,3.968474
140,tetrahydrozoline_cation->neut,10.51,9.80438
141,1methyl2nitroimidazole_cation->neut,-0.48,-0.56266737
142,Nmethyl2oxopyridine_cation->neut,0.32,0.43457556
143,2trimethylsilylethanamine_cation->neut,10.97,10.551766
144,5ph3me4oxo2imthiazolidine_cation->neut,4.07,3.5503016
145,1r2r3rtrans13dimecyclpropdicarbxylic_an->2an,5.51,5.2211976
146,159triazaciclododecane_3cation->2cation,2.41,3.6055074
147,1phpyrazolo34dpyrimidin4am_cation->neut,3.89,3.5308986
148,nicotone_cation->neut,4.21,4.737326
149,2e14dimepyridin21himine_cation->neut,13.9,13.309863
150,3hidrazinoquinoline_cation->neut,4.85,4.462576
151,8cf3purine_cation->neut,1.0,1.5109999
152,methyl4amino2naphtholate_cation->neut,3.12,2.761958
153,4fnndimebenzylamine_cation->neut,8.94,8.786845
154,4tertbutylaniline_cation->neut,4.93,4.3832293
155,5amino1pnitrophenyltetrazole_cation->neut,0.34,-0.1563816
156,propargylamine_cation->neut,8.15,7.793461
157,12ethanediamine_2cation->cation,6.85,7.591354
158,1me57dihfuro34bpyridin21hone_cation->neut,0.01,0.5709245
159,1methyl7aminobenzimidazole_cation->neut,5.9,6.161261
160,acetamidine_cation->neut,12.2,12.123865
161,5methylcytosine_cation->neut,4.6,4.6153116
162,13nitrophenhyimidazole_cation->neut,5.07,5.0332093
163,succinic_neut->an,4.21,3.9764624
164,2amino7methylbenzothiazole_cation->neut,4.25,5.0058002
165,1me14dih4meimpteridine_cation->neut,10.3,10.682881
166,8bromoquinoline_cation->neut,3.13,2.406918
167,1benzylpyrrolidine_cation->neut,9.51,9.1361685
168,7methoxypteridine_cation->neut,1.64,1.1992326
169,110phenanthroline_2cation->cation,-0.7,-0.9230468
170,34dimethylpyridine_cation->neut,6.47,6.0336437
171,4oh6me2am135triazine_cation->neut,3.1,3.4930515
172,p-hydroxybenzoic_an->2an,9.23,9.20151
173,4oh15naphthyridine_cation->neut,2.81,2.751577
174,5phenylimidazole_cation->neut,6.05,6.0160594
175,1tebutylimidazole_cation->neut,7.3,7.457001
176,3tertbutylpyridine_cation->neut,5.82,5.604712
177,5amino1methyl124triazole_cation->neut,4.29,5.3689804
178,neorbornylamine_cation->neut,10.01,9.906222
179,3hydroxyN1methylpyridazine_cation->neut,2.31,1.7895427
180,25diaminopyridine_cation->neut,6.48,6.6066294
181,2phenylpyrrolidine_cation->neut,9.6,9.045124
182,4me17diazaindene_cation->neut,5.18,4.943258
183,glycylalanine_neut->an,8.33,7.7758284
184,3me5nitro6oxo24diam36dihpyrimidine_cation->neut,2.8,2.1587589
185,22dimethyl13propanediamine_cation->neut,10.22,10.323677
186,indoline_cation->neut,4.9,5.290481
187,5cl146trim2im12dihpyrimidine_cation->neut,11.01,10.956673
188,nmeazabicyclo332nonane_cation->neut,10.24,9.627109
189,5chlorootoluidine_cation->neut,3.85,3.1018612
190,sarcosin_neut->an,10.2,10.150387
191,nphenylimidazolin2imine_cation->neut,10.24,10.269695
192,345triohmethylbenzoate_neut->an,7.88,5.8808637
193,4oh2356tetrafluorobenzoic_an->2an,5.17,5.961395
194,9aminophenanthridine_cation->neut,6.84,6.2266126
195,24dioxo1234teth5pyrimidinecarboxylic_an->2an,8.89,8.748476
196,1methylpterin_cation->neut,2.86,2.858735
197,2am5678tetrah1hnaphth23dimidazol_cation->neut,7.64,7.3456736
198,7hydroxyphenanthridine_cation->neut,4.39,4.99975
199,16dime1hpyrazolo34dpyrimidine_cation->neut,3.27,3.6579823
200,23diclpyridine_cation->neut,-0.85,-0.45016003
201,67dih1h123triazolo45dpyrmdn5one_cation->neut,-1.36,-2.0197697
202,semicarbazide_cation->neut,3.53,4.0354843
203,2amino7methoxytropone_cation->neut,2.39,2.6758244
204,4nitrophenylmalononitrile_neut->an,2.3,1.8393526
205,3meam2carbam5ampyrazine_cation->neut,2.48,3.3147461
206,trans1am2isop5mecyclohexane_cation->neut,10.48,10.474244
207,2ph2imidazoline_cation->neut,9.9,9.168565
208,n26trimethylaniline_cation->neut,6.12,6.9091787
209,benzylmethylamine_cation->neut,9.58,9.583902
210,3me2pheim23dih134oxadiazole_cation->neut,4.12,4.8521023
211,1mepyrazolo34bpyrazine_cation->neut,-0.45,-0.2882886
212,4chlorootoluidine_cation->neut,3.39,3.635335
213,123trimethylindole_cation->neut,-0.66,1.9910424
214,adenineNoxyde_cation->neut,2.69,3.0022337
215,2amino5methylpyridine_cation->neut,7.22,7.435746
216,2oxo46dime1oh12dihpyrimidine_cation->neut,2.85,1.9819312
217,naphtalene2dimethylamine_cation->neut,4.566,4.7333775
218,nornicotyrine_cation->neut,4.35,4.63399
