,names,pKa,pKa predicted
0,35dime4nndimeampyridine_cation->neut,8.02,8.1676
1,35dimethyl5nitroaniline_cation->neut,2.59,2.019701
2,32thyenylpyridine_cation->neut,4.62,4.661406
3,6meam9mepurine_cation->neut,4.07,4.2908545
4,5hydroxypyrimidine43hone_cation->neut,1.99,2.0708182
5,3mepyrazolo34dpyrimidin4am_cation->neut,4.61,4.52439
6,3aminoacridine_cation->neut,8.0,8.092909
7,45diampyridine_2cation->cation,0.49,1.1614516
8,4aminopyridazine_cation->neut,6.65,6.4969435
9,35dimethylpyrazole_cation->neut,4.25,4.712432
10,4am3meapyridine_2cation->cation,0.12,1.488435
11,glutamine_cation->neut,2.17,2.7683742
12,2methoxyethylamine_cation->neut,9.45,9.763353
13,35dime4ohbenzaldehyde_neut->an,7.74,8.123529
14,ntbupyrrolidine_cation->neut,11.13,10.607607
15,6aminoquinoxaline_cation->neut,2.95,2.8164496
16,2methylthio135triazaindene_neut->an,9.95,9.755793
17,26dioh4ampyrimidine_cation->neut,0.8,0.32579374
18,4nndimethylaminopyridine_cation->neut,9.58,9.200112
19,1amino6methoxynaphtlene_cation->neut,3.9,4.26286
20,2am4mebenzoquinone_cation->neut,6.7,6.4799843
21,3amino1hindazole_cation->neut,3.12,4.100773
22,2amino6hydroxyfluorene_cation->neut,4.63,5.1611834
23,isoxazolidine5carboxylic_cation->neut,2.18,3.3000858
24,5amino2naphtol_cation->neut,3.97,4.3655596
25,4oh2meampyrimidine_cation->neut,3.9,3.9331253
26,26dihydroxyaniline_cation->neut,5.1,5.0300126
27,2hydroxy5nitropyridine_neut->an,7.97,8.0671
28,7cf38hydroxyquinoline_cation->neut,2.4,1.8278568
29,4am2oh67dimepteridine_cation->neut,3.45,3.5557146
30,4tbu1me12dih2oxopyrimidine_cation->neut,2.9,2.67871
31,268trimepurine_neut->an,9.9,10.214974
32,1methyl56dinitrobenzimidazole_cation->neut,1.6,1.8245685
33,dimethylhydrazine_cation->neut,7.49,8.226389
34,fluoroacetic_neut->an,2.58,2.9459639
35,46dime124triazine352H4Hdione_neut->an,10.1,9.26568
36,glycinehydroxamic_cation->neut,7.1,7.8350954
37,5nitro2am4meam6ohpyrimidine_cation->neut,-0.37,-0.3710785
38,1methyl5chloroimidazole_cation->neut,4.75,4.8409595
39,cyclopentan13transdicarboxylic_an->2an,5.42,5.685053
40,345trimethylaniline_cation->neut,5.12,5.3662243
41,4nitroindazole_neut->an,11.57,11.888317
42,3et124triazole_neut->an,10.69,10.713839
43,nmethylmorpholine_cation->neut,7.41,8.177082
44,5nitro6oh24dione241h3hpyrimidine_an->2an,10.25,10.429655
45,5mepyrazole45dih_cation->neut,4.3,3.9444623
46,2hydroxyacridine_cation->neut,5.62,5.6008863
47,34dimethylaniline_cation->neut,5.17,5.1116986
48,6hydroxyisoquinoline_cation->neut,5.84,6.3681808
49,5nitro2meoaniline_cation->neut,2.49,2.4477415
50,1me2nitroguanidine_cation->neut,-1.7,0.4158957
51,26dihydroxypurine_an->2an,11.84,11.485649
52,24diamino58dioxypteridin_cation->neut,1.2,1.6396933
53,nndimethylptoluidine_cation->neut,5.5,5.6108394
54,47dichloroquinoline_cation->neut,2.8,3.110202
55,9meamacridine_cation->neut,10.43,10.505944
56,2cnpyridinox_cation->neut,-1.75,-1.8880663
57,p-aminophenol_cation->neut,5.48,5.547891
58,8aminoquinaldine_cation->neut,4.86,4.752287
59,246triaminoresorcin_cation->neut,5.8,5.487261
60,23dimethoxyquinoxaline_cation->neut,-1.15,-0.4391117
61,tertbutylamine_cation->neut,10.69,10.986729
62,homoserine_neut->an,9.72,9.130083
63,glycinemethylester_cation->neut,7.59,7.669243
64,cyclohexan14transdicarboxylic_an->2an,5.42,5.854512
65,4m6methiopyrimidine_cation->neut,3.16,3.0456972
66,4methoxypyridazine_cation->neut,3.68,4.189972
67,4tbu2ohpyrimidine_cation->neut,2.78,3.0402203
68,Smethyl4mercaptopyridine_cation->neut,5.97,5.797966
69,35dimethyl4nitrophenol_neut->an,8.25,7.680598
70,1me5nitrobenzimidazole_cation->neut,3.4,3.7446625
71,6methylquinoline_cation->neut,5.1,5.4429626
72,picolinohydrazide_cation->neut,2.86,1.0222647
73,28dimethylquinoline_cation->neut,4.11,5.5878735
74,1nitrosopiperazine_cation->neut,5.93,6.6321535
75,sulfanylamide_cation->neut,2.36,1.8884208
76,1me3oh6oxo16dihpyridazine_neut->an,5.46,6.457017
77,23dimethylpyridine_cation->neut,6.57,6.1417704
78,pentafluorophenol_neut->an,5.23,4.7917356
79,3cl6ohbenzenecarbonitrile_neut->an,6.4,6.2388186
80,35diam124triazole_cation->neut,4.43,5.305361
81,4meo3ampyridine_2cation->cation,-0.62,-0.15682125
82,3methylpterin6carboxylic_cation->neut,1.29,2.3021052
83,8oh145triazanaphthalene_cation->neut,0.6,0.59965134
84,2meo34diampyridine_cation->neut,5.68,6.071022
85,2cl4ohpyridine_neut->an,6.84,6.6293736
86,ascorbic_neut->an,4.05,3.5359974
87,3am4nitropyrazole_cation->neut,-0.47,-0.52726483
88,3mebenzoquinoneoxime_neut->an,6.9,6.724168
89,lycodine_cation->neut,8.08,8.327263
90,145triazanaphtalene_cation->neut,1.2,1.6634502
91,4me5methoxycarbonyloxazole_cation->neut,-1.0,-0.63556933
92,5chloroquinazolinehydrate_cation->neut,6.95,7.178794
93,8nitroquinazolinehydrate_cation->neut,6.0,5.9119163
94,5phenyloxazole_cation->neut,0.26,1.0057275
95,ethylamine_cation->neut,10.63,10.925807
96,2aminopurine_cation->neut,3.73,3.8562741
97,acetazolamide_an->2an,8.8,8.359535
98,methylcyclopentylamine_cation->neut,10.85,11.094366
99,nndimethylaniline_cation->neut,5.15,4.970906
