,names,pKa,pKa predicted
0,14dimethylurazole_neut->an,5.3,5.9923797
1,7methoxyquinoline_cation->neut,5.03,5.4864306
2,5me110phenanthroline_cation->neut,5.26,5.362235
3,669trimethyladenine_2cation->cation,-0.77,-0.7771499
4,4dimethylaminoaniline_cation->neut,6.59,6.778599
5,5cf3141h3hdionepyrimidine_neut->an,7.35,7.479931
6,246triaminophenol_cation->neut,6.0,5.4170895
7,42pyridilthiazole_cation->neut,4.105,5.2229853
8,alaninamide_cation->neut,8.02,8.246868
9,42pyridilimidazole_cation->neut,5.492,6.0943294
10,guanine_an->2an,12.3,12.486404
11,5me2meopyrimidine_cation->neut,1.67,1.616519
12,5amquinazoline_cation->neut,3.56,3.9243581
13,quinuclidine4methylvinyl_cation->neut,10.52,9.9033575
14,8phenylpurine_cation->neut,2.66,3.1598744
15,4benzylsulfanylpyridine_cation->neut,5.41,6.3415203
16,24dimethieno32cpyridinium_cation->neut,6.43,6.3189955
17,diisopropylamine_cation->neut,11.12,10.865655
18,Smethyl3mercaptoquinoline_cation->neut,3.88,3.3599281
19,5aminoisoquinoline_cation->neut,5.58,5.5413394
20,2me34dihpteridine_cation->neut,7.26,7.648322
21,1me5nitro2piperidinoimidazole_cation->neut,2.72,2.3079987
22,5amino1isopropyltetrazole_cation->neut,1.91,1.6541686
23,246trimethylaniline_cation->neut,4.38,4.590126
24,1mercaptoisoquinoline_cation->neut,-1.9,-2.734797
25,4methylaminophenol_cation->neut,5.9,5.677923
26,cisethyleneoxidedicarboxylic_an->2an,3.92,3.497228
27,6nitroisoquinoline_cation->neut,3.45,3.3736155
28,3fluoroaniline_cation->neut,3.58,3.4052768
29,2isopropylaniline_cation->neut,4.42,5.083226
30,4methylquinoline_cation->neut,5.5,5.844659
31,3methylxanthine_neut->an,8.1,7.9798436
32,245trimethylphenylguanidine_cation->neut,11.35,10.941269
33,glycilproline_neut->an,8.65,8.226091
34,aniline4chloro3nitro_cation->neut,1.93,1.5611529
35,nnnptrimethylhydrazine_cation->neut,6.58,7.2758474
36,acetamidopyridine_cation->neut,4.37,3.8683324
37,aminomethylsulfonic_neut->an,5.57,4.9281535
38,Nmethyl5mercaptoquinoline_cation->neut,3.22,4.202025
39,4etaniline_cation->neut,5.0,5.08309
40,2amino3dimethylaminopyrazine_cation->neut,4.29,3.7591374
41,159triazaciclododecane_2cation->cation,7.57,7.8779335
42,perimidine_cation->neut,6.35,5.4528246
43,cyclopentan11dicarboxylic_neut->an,3.09,2.3712862
44,2dimethylamino4methoxypyrimidine_cation->neut,5.87,5.6776733
45,4amino6methylthiopyrimidine_cation->neut,3.94,3.8291566
46,16diazabicyclo440decane_cation->neut,6.79,7.6156693
47,pyridine26dimethyl35dicarboxylic_an->2an,6.16,6.492442
48,1et12dih2iminopyrimidine_cation->neut,10.92,10.661886
49,3678tetme2im4oxo2348tethpteridine_cation->neut,10.04,9.616157
50,5cl1me2im12dihpyrimidine_cation->neut,10.19,9.724522
51,2methoxybenzylamine_cation->neut,9.7,9.282169
52,npnppdimenacguanidine_cation->neut,7.5,6.3168764
53,12dimethylpyrazolidine_cation->neut,6.67,7.1039886
54,cis13diamcyclohexane_cation->neut,10.3,10.708732
55,picolinic_cation->neut,1.01,0.6906171
56,ammeline_cation->neut,4.5,4.9773407
57,16dime4meampyrazolo34dpyrimidine_cation->neut,4.96,4.8168535
58,1mephenylhydrazine_cation->neut,4.98,5.1683283
59,ecgoninemethylester_cation->neut,9.16,8.610228
60,2pmeophe2imidazoline_cation->neut,10.2,10.426749
61,3aminobenzoicmethylester_cation->neut,3.58,3.1737256
62,8oh5quinolinecarboxylic_cation->neut,4.0,3.1101704
63,otoluidine_cation->neut,4.45,4.4222064
64,2me5phoxazole_cation->neut,2.13,2.0828526
65,3ph5dimeam124oxadiazole_cation->neut,-0.25,0.81703377
66,2carboxypyrimidine_cation->neut,-1.13,0.0925405
67,3aminomethylbenzoic_cation->neut,3.08,3.3480098
68,pteridine47dime2amino_cation->neut,2.59,3.2615995
69,124triazole35dimethyl_cation->neut,3.79,3.5245721
70,5carboxylictropolone_an->2an,6.41,6.4792395
71,2hydroxy6mepyridine_cation->neut,1.12,0.8265462
72,allothreonine_neut->an,9.1,9.026355
73,22bipyridine_2cation->cation,0.05,0.098475456
74,3nitroindole_neut->an,10.12,9.87313
75,dimethylacetamide_cation->neut,-0.19,-0.30660677
76,9methylpurine_cation->neut,2.27,3.0782409
77,creatine_cation->neut,2.79,2.927065
78,4am15dimepyrimidin2one_cation->neut,4.69,4.8600826
79,quinuclidine3carboxamide_cation->neut,9.82,9.472827
80,5oh146triazanaphthalene_cation->neut,-0.78,-0.4284377
81,benzoc18naphthyridine_cation->neut,5.2,3.8379934
82,5cn2meampyrimidine_cation->neut,0.76,0.7821131
83,adrenaline_cation->neut,8.64,8.687945
84,nmethylpyrimidin4amine_cation->neut,6.09,6.734127
85,3cyclopropyl1hpyrazole_cation->neut,3.16,3.4191344
86,35dimethylaniline_cation->neut,4.765,4.9825616
87,3phquinuclidine_cation->neut,10.23,9.534154
88,2nformylnmethylaminobenzenethiol_neut->an,5.65,6.088256
89,trimethylanilinoxid_cation->neut,4.78,4.460866
90,16dime123triazolo5p4p54pyrimidine_cation->neut,0.71,1.1987824
91,1methylphthalazine_cation->neut,4.37,4.73733
92,2methylthiophenol_neut->an,6.64,6.72869
93,5nitroindazole_cation->neut,-0.96,-0.7892604
94,ptoluidine_cation->neut,5.08,5.0682306
95,3methylpiperidine_cation->neut,11.07,10.776685
96,5cl2meampyridine_cation->neut,5.11,4.478145
97,56benzquinoline_cation->neut,5.15,4.910173
98,phtalazine_cation->neut,3.47,4.0541897
99,5nitro2mebenzimidazole_cation->neut,4.37,3.9486158
100,6mercaptoquinoline_cation->neut,3.95,4.28444
101,6dimeampurine_cation->neut,3.83,4.7370653
102,echinopsine_cation->neut,2.36,2.125065
103,quinuclidine2cyano_cation->neut,5.85,6.1703773
104,3nitropyridine_cation->neut,0.79,1.2058356
105,246trimethylquinazolinehydrate_cation->neut,9.22,9.661576
106,5methoxyquinazolinehydrate_cation->neut,7.71,7.3145523
107,afluoroacrilic_neut->an,2.55,2.7527673
108,2amino45dimethylphenol_cation->neut,5.26,5.284611
109,acetylguanidine_cation->neut,8.23,7.840838
110,2amino4methylpyridine_cation->neut,7.48,7.348735
111,8hydroxyphenanthridine_cation->neut,4.35,4.496843
112,137trime8oxo78dih1hpurin3ium6olate_cation->neut,2.9,4.074711
113,6nitroindazole_neut->an,11.67,11.710689
114,66diox2oh57dihthieno34bpyridin2one_cation->neut,-0.4,-0.89355874
115,5ipro46diohpyrimidine_neut->an,5.42,6.517891
116,3amino7chlorocinnoline_cation->neut,3.28,3.5431583
117,3mercaptoquinoline_cation->neut,2.33,3.1881187
118,46dihydroxypyrimidine_cation->neut,0.26,-0.3868569
119,6methoxypurine_cation->neut,2.17,2.5615726
120,xanthopterin_cation->neut,2.17,1.7054634
121,4amino2naphtoic_cation->neut,2.89,3.069829
122,7amidopyrazolo43dpyrimidine_neut->an,10.15,9.255861
123,124benzotriazine_cation->neut,-0.82,-0.029361248
124,quinuclidine4dimethylamino_cation->neut,10.15,9.850177
125,cyclobutan13cisdicarboxylic_an->2an,5.3,5.9521623
126,cis2mecyclohexylamine_cation->neut,10.49,10.433629
127,4me6oh5cn23dihfuro23bpyridine_cation->neut,-1.9,-1.3726014
128,25dimethylthiazole_cation->neut,3.91,3.7377346
129,5amquinolin8ol_cation->neut,5.67,4.8131304
