,names,pKa,pKa predicted
0,2aminopurine_neut->an,10.0,10.319594
1,pivalamide_cation->neut,-0.28,-1.1563478
2,tyrosineamide_cation->neut,7.48,6.9769335
3,1methyl4nitroimidazole_cation->neut,-0.58,-0.051532745
4,8methoxyquinazoline_cation->neut,1.93,1.9596615
5,2methiopyrimidine_cation->neut,0.59,0.8166232
6,4isopropylquinazoline_cation->neut,2.81,2.8082762
7,14dimetpyrazole_cation->neut,2.48,2.7628908
8,quinoxaline_cation->neut,0.72,0.8273983
9,146trimepyridin31hone_cation->neut,3.9,3.9904122
10,4hydroxytropolone_neut->an,5.76,7.437466
11,4nitro2356tetramethylaniline_cation->neut,2.36,1.5845413
12,3me4567tetrahindazole_cation->neut,4.65,3.938281
13,5et1me21hpyrimidinimine_cation->neut,11.45,11.460773
14,35dinitrophenol_neut->an,6.73,6.6673217
15,5hydroxypyrimidine43hone_neut->an,7.52,6.9726877
16,cyclohexan1amino1carboxylic_neut->an,10.03,10.32477
17,3pyridinecarbaldehydeoxime_cation->neut,4.1,4.381818
18,benz34isothiazole_cation->neut,-0.1,-0.27087784
19,6oh24dione1h3hpyrimidine_neut->an,3.99,2.083418
20,8methoxyquinoline_cation->neut,5.01,4.5908747
21,3nitro15naphthyridine_cation->neut,0.63,1.5397673
22,8cf3purin21hone_neut->an,5.35,5.530465
23,9methyluric_neut->an,5.77,4.807007
24,pyrazine1oxide_cation->neut,0.05,1.2563686
25,167trime4iminepteridine_cation->neut,10.44,10.016312
26,2me46diohpyrimidine_cation->neut,0.21,0.020839214
27,triethylamine_cation->neut,10.72,10.366055
28,4me34dihquinazoline_cation->neut,9.15,9.458645
29,5hydroxy4methylcoumarin_neut->an,8.26,7.7470174
30,5hydroxypyrimidine_cation->neut,1.85,1.3285198
31,1methyl4pirimidinone_cation->neut,1.8,2.4143803
32,lysine_cation->neut,8.94,8.660687
33,56dime3meampyrazinamide_cation->neut,2.68,1.828342
34,6aminoquinoline_cation->neut,5.63,5.325186
35,2acpyridinox_cation->neut,-0.45,1.399229
36,alanylalanine_neut->an,8.13,7.7294374
37,benzoxazole_cation->neut,0.5,1.0688834
38,1me41hquinolinimine_cation->neut,12.4,13.299196
39,24diaminopteridin6ylmethanol_cation->neut,5.02,5.7073827
40,3aminomethyl6methylpyridine_2cation->cation,2.9,4.1293006
41,pyridine246trimethyl35dicarboxylic_an->2an,6.54,7.10803
42,7hidrazinoquinoline_2cation->cation,2.8,2.741298
43,16dih123triazolo5p4p54pyrimidine_cation->neut,5.6,5.3365417
44,44pyridylaniline_2cation->cation,2.75,1.9154711
45,24diam6dimeampyrimidine_2cation->cation,0.68,0.8034291
46,22thienylpyridine_cation->neut,3.79,2.8244529
47,2carboxy5phenyloxazole_cation->neut,-1.87,-2.645712
48,14phenylenediamine_2cation->cation,2.97,2.9085023
49,3mesulfonylpyridazine_cation->neut,-1.01,-0.6569257
50,8methoxy6methylquinoline_cation->neut,5.7,4.736867
51,pyrazolo34dpyrimidin4dimeam_cation->neut,4.53,4.5704403
52,3aminopyridazine_cation->neut,5.19,4.636478
53,3fluoropyrrolidine_cation->neut,9.4,9.432429
54,2me5nitroaniline_cation->neut,2.32,2.416152
55,3clnndimebenzylamine_cation->neut,8.67,8.72674
56,1amino6chloronaphtalene_cation->neut,3.48,3.8091884
57,tetramethylpyrazine_cation->neut,3.6,2.9946923
58,2cyclohexen1amine_cation->neut,10.42,9.820288
59,6oh2ampyridine_cation->neut,2.32,2.142952
60,12phenylenediamine_cation->neut,4.47,5.6569343
61,methylpiperidine_cation->neut,10.19,10.140678
62,pyridine2methylamine_cation->neut,3.79,4.095508
63,nme2pheam56dih4h13oxazine_cation->neut,10.71,10.872291
64,2methylphenylhydrazine_cation->neut,5.32,4.8746853
65,2aminophenol_cation->neut,4.66,4.35099
66,2mes45dimethiazole_cation->neut,3.1,1.9059153
67,phenanthridine_cation->neut,4.52,4.083285
68,6cn5am1h123triazolo45bpyridine_cation->neut,-0.06,0.5449338
69,2methylbenzimidazole_cation->neut,6.1,6.400131
70,5me7meo34dihpyrano23bpyridine_cation->neut,3.04,3.4730692
