,names,pKa,pKa predicted
0,14dimethylurazole_neut->an,5.3,6.347086
1,7methoxyquinoline_cation->neut,5.03,5.629918
2,5me110phenanthroline_cation->neut,5.26,5.1415186
3,669trimethyladenine_2cation->cation,-0.77,0.14162493
4,4dimethylaminoaniline_cation->neut,6.59,6.5305166
5,5cf3141h3hdionepyrimidine_neut->an,7.35,7.3791976
6,246triaminophenol_cation->neut,6.0,5.3216968
7,42pyridilthiazole_cation->neut,4.105,4.6107583
8,alaninamide_cation->neut,8.02,7.9489617
9,42pyridilimidazole_cation->neut,5.492,5.6659307
10,guanine_an->2an,12.3,12.84367
11,5me2meopyrimidine_cation->neut,1.67,1.5231445
12,5amquinazoline_cation->neut,3.56,3.7925153
13,quinuclidine4methylvinyl_cation->neut,10.52,10.50881
14,8phenylpurine_cation->neut,2.66,3.015604
15,4benzylsulfanylpyridine_cation->neut,5.41,5.2841134
16,24dimethieno32cpyridinium_cation->neut,6.43,6.2297497
17,diisopropylamine_cation->neut,11.12,10.653081
18,Smethyl3mercaptoquinoline_cation->neut,3.88,3.496574
19,5aminoisoquinoline_cation->neut,5.58,5.136325
20,2me34dihpteridine_cation->neut,7.26,7.4029007
21,1me5nitro2piperidinoimidazole_cation->neut,2.72,2.34213
22,5amino1isopropyltetrazole_cation->neut,1.91,1.6477795
23,246trimethylaniline_cation->neut,4.38,4.494513
24,1mercaptoisoquinoline_cation->neut,-1.9,-2.732482
25,4methylaminophenol_cation->neut,5.9,5.6628966
26,cisethyleneoxidedicarboxylic_an->2an,3.92,4.1811686
27,6nitroisoquinoline_cation->neut,3.45,3.2585945
28,3fluoroaniline_cation->neut,3.58,3.4280381
29,2isopropylaniline_cation->neut,4.42,5.0304804
30,4methylquinoline_cation->neut,5.5,5.407502
31,3methylxanthine_neut->an,8.1,7.8994274
32,245trimethylphenylguanidine_cation->neut,11.35,10.774495
33,glycilproline_neut->an,8.65,8.294623
34,aniline4chloro3nitro_cation->neut,1.93,1.5858679
35,nnnptrimethylhydrazine_cation->neut,6.58,7.1487064
36,acetamidopyridine_cation->neut,4.37,4.4877934
37,aminomethylsulfonic_neut->an,5.57,4.4523582
38,Nmethyl5mercaptoquinoline_cation->neut,3.22,4.24785
39,4etaniline_cation->neut,5.0,4.891114
40,2amino3dimethylaminopyrazine_cation->neut,4.29,4.0685444
41,159triazaciclododecane_2cation->cation,7.57,7.123681
42,perimidine_cation->neut,6.35,6.10737
43,cyclopentan11dicarboxylic_neut->an,3.09,2.4303565
44,2dimethylamino4methoxypyrimidine_cation->neut,5.87,6.203397
45,4amino6methylthiopyrimidine_cation->neut,3.94,4.18949
46,16diazabicyclo440decane_cation->neut,6.79,7.271535
47,pyridine26dimethyl35dicarboxylic_an->2an,6.16,6.1303587
48,1et12dih2iminopyrimidine_cation->neut,10.92,10.822586
49,3678tetme2im4oxo2348tethpteridine_cation->neut,10.04,9.548445
50,5cl1me2im12dihpyrimidine_cation->neut,10.19,9.865036
51,2methoxybenzylamine_cation->neut,9.7,8.996696
52,npnppdimenacguanidine_cation->neut,7.5,7.803025
53,12dimethylpyrazolidine_cation->neut,6.67,6.259078
54,cis13diamcyclohexane_cation->neut,10.3,10.267649
55,picolinic_cation->neut,1.01,0.557745
56,ammeline_cation->neut,4.5,5.0982947
57,16dime4meampyrazolo34dpyrimidine_cation->neut,4.96,5.0336976
58,1mephenylhydrazine_cation->neut,4.98,4.6780505
59,ecgoninemethylester_cation->neut,9.16,8.389531
60,2pmeophe2imidazoline_cation->neut,10.2,10.077059
61,3aminobenzoicmethylester_cation->neut,3.58,3.284482
62,8oh5quinolinecarboxylic_cation->neut,4.0,3.3364053
63,otoluidine_cation->neut,4.45,4.5885196
64,2me5phoxazole_cation->neut,2.13,2.245658
65,3ph5dimeam124oxadiazole_cation->neut,-0.25,0.72028494
66,2carboxypyrimidine_cation->neut,-1.13,-0.07289505
67,3aminomethylbenzoic_cation->neut,3.08,3.3130097
68,pteridine47dime2amino_cation->neut,2.59,3.041264
69,124triazole35dimethyl_cation->neut,3.79,4.315036
70,5carboxylictropolone_an->2an,6.41,6.7837424
71,2hydroxy6mepyridine_cation->neut,1.12,0.7832396
72,allothreonine_neut->an,9.1,8.817939
73,22bipyridine_2cation->cation,0.05,-0.34332895
74,3nitroindole_neut->an,10.12,9.4193
75,dimethylacetamide_cation->neut,-0.19,0.20188761
76,9methylpurine_cation->neut,2.27,3.0695548
77,creatine_cation->neut,2.79,3.3190165
78,4am15dimepyrimidin2one_cation->neut,4.69,5.026925
79,quinuclidine3carboxamide_cation->neut,9.82,9.645292
80,5oh146triazanaphthalene_cation->neut,-0.78,-0.05775404
81,benzoc18naphthyridine_cation->neut,5.2,3.651771
82,5cn2meampyrimidine_cation->neut,0.76,0.9272857
83,adrenaline_cation->neut,8.64,9.129744
84,nmethylpyrimidin4amine_cation->neut,6.09,6.575901
85,3cyclopropyl1hpyrazole_cation->neut,3.16,3.5271091
86,35dimethylaniline_cation->neut,4.765,4.701087
87,3phquinuclidine_cation->neut,10.23,9.535233
88,2nformylnmethylaminobenzenethiol_neut->an,5.65,6.2681694
89,trimethylanilinoxid_cation->neut,4.78,4.896944
90,16dime123triazolo5p4p54pyrimidine_cation->neut,0.71,1.1604624
91,1methylphthalazine_cation->neut,4.37,4.078007
92,2methylthiophenol_neut->an,6.64,7.3985934
93,5nitroindazole_cation->neut,-0.96,-1.0677588
94,ptoluidine_cation->neut,5.08,5.077221
95,3methylpiperidine_cation->neut,11.07,10.6749735
96,5cl2meampyridine_cation->neut,5.11,4.7946978
97,56benzquinoline_cation->neut,5.15,4.5929537
98,phtalazine_cation->neut,3.47,3.839779
99,5nitro2mebenzimidazole_cation->neut,4.37,3.917577
100,6mercaptoquinoline_cation->neut,3.95,4.3320894
101,6dimeampurine_cation->neut,3.83,4.644683
102,echinopsine_cation->neut,2.36,2.3330007
103,quinuclidine2cyano_cation->neut,5.85,6.6280293
104,3nitropyridine_cation->neut,0.79,1.1606097
105,246trimethylquinazolinehydrate_cation->neut,9.22,9.37132
106,5methoxyquinazolinehydrate_cation->neut,7.71,7.7605643
107,afluoroacrilic_neut->an,2.55,2.7883437
108,2amino45dimethylphenol_cation->neut,5.26,5.3852754
109,acetylguanidine_cation->neut,8.23,7.560224
