,names,pKa,pKa predicted
0,35dime4nndimeampyridine_cation->neut,8.02,8.351999
1,35dimethyl5nitroaniline_cation->neut,2.59,2.0345917
2,32thyenylpyridine_cation->neut,4.62,4.593003
3,6meam9mepurine_cation->neut,4.07,4.197269
4,5hydroxypyrimidine43hone_cation->neut,1.99,1.9531891
5,3mepyrazolo34dpyrimidin4am_cation->neut,4.61,4.6659355
6,3aminoacridine_cation->neut,8.0,7.773321
7,45diampyridine_2cation->cation,0.49,0.79633737
8,4aminopyridazine_cation->neut,6.65,6.050378
9,35dimethylpyrazole_cation->neut,4.25,4.518081
10,4am3meapyridine_2cation->cation,0.12,1.7061093
11,glutamine_cation->neut,2.17,2.1310785
12,2methoxyethylamine_cation->neut,9.45,9.277138
13,35dime4ohbenzaldehyde_neut->an,7.74,7.6708913
14,ntbupyrrolidine_cation->neut,11.13,10.480104
15,6aminoquinoxaline_cation->neut,2.95,3.2154312
16,2methylthio135triazaindene_neut->an,9.95,8.90047
17,26dioh4ampyrimidine_cation->neut,0.8,0.25251794
18,4nndimethylaminopyridine_cation->neut,9.58,8.970747
19,1amino6methoxynaphtlene_cation->neut,3.9,3.7768426
20,2am4mebenzoquinone_cation->neut,6.7,6.1779604
21,3amino1hindazole_cation->neut,3.12,3.5816524
22,2amino6hydroxyfluorene_cation->neut,4.63,4.464404
23,isoxazolidine5carboxylic_cation->neut,2.18,2.9889817
24,5amino2naphtol_cation->neut,3.97,3.9489474
25,4oh2meampyrimidine_cation->neut,3.9,3.9905205
26,26dihydroxyaniline_cation->neut,5.1,4.9686604
27,2hydroxy5nitropyridine_neut->an,7.97,6.9606543
28,7cf38hydroxyquinoline_cation->neut,2.4,2.2741885
29,4am2oh67dimepteridine_cation->neut,3.45,3.4298859
30,4tbu1me12dih2oxopyrimidine_cation->neut,2.9,2.841041
31,268trimepurine_neut->an,9.9,9.911468
32,1methyl56dinitrobenzimidazole_cation->neut,1.6,1.7227149
33,dimethylhydrazine_cation->neut,7.49,7.944923
34,fluoroacetic_neut->an,2.58,2.730401
35,46dime124triazine352H4Hdione_neut->an,10.1,9.55748
36,glycinehydroxamic_cation->neut,7.1,7.1925673
37,5nitro2am4meam6ohpyrimidine_cation->neut,-0.37,-0.21109962
38,1methyl5chloroimidazole_cation->neut,4.75,4.6394763
39,cyclopentan13transdicarboxylic_an->2an,5.42,5.5341344
40,345trimethylaniline_cation->neut,5.12,4.9421244
41,4nitroindazole_neut->an,11.57,11.088745
42,3et124triazole_neut->an,10.69,10.33499
43,nmethylmorpholine_cation->neut,7.41,7.8926153
44,5nitro6oh24dione241h3hpyrimidine_an->2an,10.25,10.009178
45,5mepyrazole45dih_cation->neut,4.3,3.807078
46,2hydroxyacridine_cation->neut,5.62,5.4363236
47,34dimethylaniline_cation->neut,5.17,5.2720017
48,6hydroxyisoquinoline_cation->neut,5.84,6.0135236
49,5nitro2meoaniline_cation->neut,2.49,2.3913188
50,1me2nitroguanidine_cation->neut,-1.7,-0.19532704
51,26dihydroxypurine_an->2an,11.84,11.455812
52,24diamino58dioxypteridin_cation->neut,1.2,0.86362696
53,nndimethylptoluidine_cation->neut,5.5,5.391867
54,47dichloroquinoline_cation->neut,2.8,3.0387082
55,9meamacridine_cation->neut,10.43,10.503842
56,2cnpyridinox_cation->neut,-1.75,-2.110794
57,p-aminophenol_cation->neut,5.48,5.6609592
58,8aminoquinaldine_cation->neut,4.86,5.7141213
59,246triaminoresorcin_cation->neut,5.8,5.217875
60,23dimethoxyquinoxaline_cation->neut,-1.15,-0.62776756
61,tertbutylamine_cation->neut,10.69,10.703426
62,homoserine_neut->an,9.72,9.1307335
63,glycinemethylester_cation->neut,7.59,7.7348394
64,cyclohexan14transdicarboxylic_an->2an,5.42,5.368767
65,4m6methiopyrimidine_cation->neut,3.16,3.2043571
66,4methoxypyridazine_cation->neut,3.68,4.0391555
67,4tbu2ohpyrimidine_cation->neut,2.78,3.2075338
68,Smethyl4mercaptopyridine_cation->neut,5.97,5.7608585
69,35dimethyl4nitrophenol_neut->an,8.25,7.181173
70,1me5nitrobenzimidazole_cation->neut,3.4,3.2102542
71,6methylquinoline_cation->neut,5.1,5.315
72,picolinohydrazide_cation->neut,2.86,1.0567482
73,28dimethylquinoline_cation->neut,4.11,5.9574437
74,1nitrosopiperazine_cation->neut,5.93,7.022479
75,sulfanylamide_cation->neut,2.36,1.8247566
76,1me3oh6oxo16dihpyridazine_neut->an,5.46,6.513517
77,23dimethylpyridine_cation->neut,6.57,6.794803
78,pentafluorophenol_neut->an,5.23,4.2467694
79,3cl6ohbenzenecarbonitrile_neut->an,6.4,6.011719
80,35diam124triazole_cation->neut,4.43,4.6312943
81,4meo3ampyridine_2cation->cation,-0.62,-0.41668892
82,3methylpterin6carboxylic_cation->neut,1.29,1.7910357
83,8oh145triazanaphthalene_cation->neut,0.6,0.6272907
84,2meo34diampyridine_cation->neut,5.68,5.670863
85,2cl4ohpyridine_neut->an,6.84,6.576184
86,ascorbic_neut->an,4.05,4.034446
87,3am4nitropyrazole_cation->neut,-0.47,-0.451962
88,3mebenzoquinoneoxime_neut->an,6.9,7.3811255
89,lycodine_cation->neut,8.08,8.336611
90,145triazanaphtalene_cation->neut,1.2,2.0755875
91,4me5methoxycarbonyloxazole_cation->neut,-1.0,-0.82511425
92,5chloroquinazolinehydrate_cation->neut,6.95,6.201656
93,8nitroquinazolinehydrate_cation->neut,6.0,5.57795
94,5phenyloxazole_cation->neut,0.26,0.8899865
95,ethylamine_cation->neut,10.63,10.802785
96,2aminopurine_cation->neut,3.73,3.7024999
97,acetazolamide_an->2an,8.8,7.8702216
98,methylcyclopentylamine_cation->neut,10.85,10.840851
99,nndimethylaniline_cation->neut,5.15,5.175152
100,1me5cn12dih2iminopyridine_cation->neut,10.2,9.584927
101,glyceric_neut->an,3.64,2.848309
102,tetramethylethylenediamine_2cation->cation,5.85,6.027857
103,4aminopyrimidine_cation->neut,5.69,5.7981563
104,46dihd4me124triazine351H2Hdione_neut->an,11.0,9.713121
105,5678teth1hnaphth23dimidazole_cation->neut,5.96,5.5834017
106,3nmemesilamidepyridine_cation->neut,3.94,2.924921
107,6me23dih5oimidazo12cpyrimidine_cation->neut,8.08,8.02316
108,1aminoanthrazene_cation->neut,4.1,3.8661556
109,cyanoacetic_neut->an,2.46,2.1634984
110,3sulfobenzoic_an->2an,3.78,3.790965
111,8aminoisoquinoline_cation->neut,6.05,5.9331727
112,67dimethyl45diazaindan_cation->neut,5.36,5.340706
113,4me5carboxyimidazole_cation->neut,2.53,2.0436401
114,2vinylpyridine_cation->neut,4.98,4.769143
115,9methyl28dihydroxypurine_cation->neut,0.3,0.84486866
116,ammelide_neut->an,6.9,6.6422935
117,24diaminoresorcinol_cation->neut,5.6,4.6657357
118,13propanediamine_2cation->cation,8.49,7.6200423
119,4amino6hydroxypyrimidine_cation->neut,1.36,1.4100142
120,aminomethyldimethylphenylsilane_cation->neut,10.36,9.8884735
121,1me5meocarb4nmeamimidazole_cation->neut,4.21,4.7546425
122,nndimethylglycine_cation->neut,2.15,1.5654631
123,126trimethylpiperidine_cation->neut,10.21,10.398756
124,nmethylbenzymidazole_cation->neut,5.24,5.42787
125,isoretronecanol_cation->neut,10.83,11.134342
126,4vinylpyridine_cation->neut,5.62,5.8241596
127,3meosalicylamine_cation->neut,8.7,9.0686035
128,dinitromethane_neut->an,3.63,2.7954998
129,3meindolizine_cation->neut,3.85,4.556324
130,vanillylamine_cation->neut,8.94,9.145209
131,268triaminopurine_cation->neut,6.17,5.8950253
132,pmethoxybenzamide_cation->neut,-1.15,-0.44107425
133,5ph3me4oxo2imoxazolidine_cation->neut,3.8,4.05941
134,1me4oxo14dihcinnoline_cation->neut,-0.29,-0.4270358
135,1mepchlorophenylhydrazine_cation->neut,4.64,4.611406
136,5me2oh46diampyrimidine_cation->neut,6.66,6.1911917
137,1cyanomethylpyrrolidine_cation->neut,4.8,5.367764
138,acetylpiperazine_cation->neut,7.94,8.531484
139,3am44dime1Hpyrazol5one_cation->neut,2.1,2.1084166
140,24diaminoquinazoline_cation->neut,7.96,7.742132
141,benzene1chloro1iminobenzyl_cation->neut,5.59,5.8253326
142,2meam6ohpurine_cation->neut,3.3,3.0791564
143,sarcosinamide_cation->neut,8.02,7.951861
144,cubane14dicarboxylic_an->2an,4.76,4.082167
145,cyclohexan1amino1carboxylic_cation->neut,2.65,1.7997603
146,1ptolylpyrrolidine_cation->neut,4.7,4.428911
147,4meoacridine_cation->neut,5.26,4.7906585
148,123triazole_neut->an,9.26,9.135291
149,3methoxypyridazine_cation->neut,2.5,2.743626
150,3me79dihpurine28dione_neut->an,8.0,7.7955804
151,methanol_neut->an,15.54,15.236733
152,cis13diamcyclohexane_2cation->cation,8.29,8.589066
153,4mesulfonylpyridazine_cation->neut,-1.06,0.014363289
154,4amino1hindazole_cation->neut,3.26,2.393498
