,names,pKa,pKa predicted
0,2aminopyrazine_cation->neut,3.07,2.8747635
1,uric_neut->an,5.4,5.661412
2,34dihpteridine_cation->neut,6.36,6.6334667
3,nphenylazetidine_cation->neut,3.6,4.06312
4,2367tetrahydroimiazo12apyrimidin51hone_cation->neut,8.25,8.143173
5,42thyenylpyridine_cation->neut,5.59,5.3328476
6,8methoxypurine_cation->neut,3.11,3.0948257
7,manisidine_cation->neut,4.2,3.8169618
8,4hydroxypyridine_cation->neut,3.23,3.1482937
9,19dimethyladenine_2cation->cation,-0.7,-0.5422895
10,6oh2am9me8cf3purine_cation->neut,0.86,-0.1762445
11,2me123triazolo5p4p45pyrimidine_cation->neut,1.08,1.1619046
12,25dime45dihthiazole_cation->neut,5.256,5.77983
13,4nmethylacetamidopyridine_cation->neut,4.62,5.2328367
14,6meo2ampyridine_cation->neut,4.64,4.8727255
15,nallylmethylamine_cation->neut,10.11,9.614283
16,valine_neut->an,9.79,9.400534
17,4phenylthioaniline_cation->neut,3.8,3.8825588
18,16dime2oxo12dihpyrimidine_cation->neut,3.33,3.2556121
19,26dimethyl4nitroaniline_cation->neut,0.98,0.16030431
20,2piperazin1ylpyrimidine_cation->neut,8.9,8.954783
21,1me3oh6oxo16dihpyridazine_cation->neut,-1.32,-2.2212079
22,3oh4pohphenylcyclobutenedione_an->2an,8.35,9.121285
23,2me4dimeam5cnpyrimidine_cation->neut,4.37,3.89846
24,4methoxyphenylhydrazine_cation->neut,5.71,5.313382
25,1me2meimino12dihpyrimidine_cation->neut,11.69,11.285449
26,457trifluoro1hbenzimidazole_neut->an,9.9,9.812157
27,3chlorootoluidine_cation->neut,2.49,3.2888327
28,2methylnaphtimidazole_cation->neut,6.02,6.2397947
29,2bornylamine_cation->neut,10.17,10.208963
30,2aminonicotinic_neut->an,6.58,6.162668
31,2mes46dimepyrimidine_cation->neut,2.12,2.0585632
32,2oh46dimepyrimidine_cation->neut,3.77,3.879087
33,28dihydroxypurine_cation->neut,0.5,0.037133455
