,names,pKa,pKa predicted
0,2aminopurine_neut->an,10.0,10.146142
1,pivalamide_cation->neut,-0.28,-0.97791636
2,tyrosineamide_cation->neut,7.48,7.2923555
3,1methyl4nitroimidazole_cation->neut,-0.58,0.14704919
4,8methoxyquinazoline_cation->neut,1.93,2.2234025
5,2methiopyrimidine_cation->neut,0.59,0.77227736
6,4isopropylquinazoline_cation->neut,2.81,2.8895154
7,14dimetpyrazole_cation->neut,2.48,3.3942356
8,quinoxaline_cation->neut,0.72,1.0195134
9,146trimepyridin31hone_cation->neut,3.9,4.302066
10,4hydroxytropolone_neut->an,5.76,7.0437183
11,4nitro2356tetramethylaniline_cation->neut,2.36,2.222165
12,3me4567tetrahindazole_cation->neut,4.65,4.3097153
13,5et1me21hpyrimidinimine_cation->neut,11.45,11.184404
14,35dinitrophenol_neut->an,6.73,7.06226
15,5hydroxypyrimidine43hone_neut->an,7.52,6.6555915
16,cyclohexan1amino1carboxylic_neut->an,10.03,10.127518
17,3pyridinecarbaldehydeoxime_cation->neut,4.1,4.0965023
18,benz34isothiazole_cation->neut,-0.1,0.046858072
19,6oh24dione1h3hpyrimidine_neut->an,3.99,2.6258912
20,8methoxyquinoline_cation->neut,5.01,5.0910854
21,3nitro15naphthyridine_cation->neut,0.63,1.4221151
22,8cf3purin21hone_neut->an,5.35,5.5318394
23,9methyluric_neut->an,5.77,5.0259748
24,pyrazine1oxide_cation->neut,0.05,1.1089842
25,167trime4iminepteridine_cation->neut,10.44,9.931793
26,2me46diohpyrimidine_cation->neut,0.21,0.35582304
27,triethylamine_cation->neut,10.72,10.131044
28,4me34dihquinazoline_cation->neut,9.15,9.143655
29,5hydroxy4methylcoumarin_neut->an,8.26,8.4179735
30,5hydroxypyrimidine_cation->neut,1.85,1.3791709
31,1methyl4pirimidinone_cation->neut,1.8,2.5272102
32,lysine_cation->neut,8.94,8.911636
33,56dime3meampyrazinamide_cation->neut,2.68,2.0506196
34,6aminoquinoline_cation->neut,5.63,5.486373
35,2acpyridinox_cation->neut,-0.45,1.2986159
36,alanylalanine_neut->an,8.13,7.436802
37,benzoxazole_cation->neut,0.5,0.7809844
38,1me41hquinolinimine_cation->neut,12.4,12.752714
39,24diaminopteridin6ylmethanol_cation->neut,5.02,5.7121186
40,3aminomethyl6methylpyridine_2cation->cation,2.9,3.9031978
41,pyridine246trimethyl35dicarboxylic_an->2an,6.54,8.056482
42,7hidrazinoquinoline_2cation->cation,2.8,2.2450128
43,16dih123triazolo5p4p54pyrimidine_cation->neut,5.6,5.2803984
44,44pyridylaniline_2cation->cation,2.75,1.805794
45,24diam6dimeampyrimidine_2cation->cation,0.68,1.1641321
46,22thienylpyridine_cation->neut,3.79,2.9160275
47,2carboxy5phenyloxazole_cation->neut,-1.87,-2.1229367
48,14phenylenediamine_2cation->cation,2.97,2.7029142
