,names,pKa,pKa predicted
0,sulfoacetic_an>2an,4.2,4.1233487
1,67dime58dioxypterin_cation->neut,0.22,0.25475216
2,isoxazolidine_cation->neut,5.05,4.510354
3,4hydroxypyrimidine_cation->neut,1.85,2.3601959
4,2aminoindan1ol_cation->neut,8.13,8.32345
5,4aminobenzimidazole_cation->neut,5.3,5.3110886
6,6789tetrah1hnapht12dimidazole_cation->neut,5.99,5.990996
7,3me135triazine241H3Hdione_neut->an,6.58,6.9877415
8,2amino5cyano46dimethylpyrimidine_cation->neut,1.67,2.406651
9,13dime5phpyrazole45dih_cation->neut,3.5,4.5366006
10,1me3nitro4oxo14dihpyridine_cation->neut,-0.8,-0.157063
11,7me17diazaspiro35nonane_2cation->cation,7.24,7.2812834
12,24diam1hpyrrolo23dpyrimidine_cation->neut,6.18,6.2632785
13,benzothiazole_cation->neut,1.2,1.477807
14,3hydroxy6dimethylaminopyridazine_cation->neut,1.36,1.644371
15,noradrenaline_cation->neut,8.64,8.732878
16,34dime5678tetrahcinnoline_cation->neut,5.41,5.402522
17,furfurylamine_cation->neut,8.89,8.476057
18,dimethylisobutylamine_cation->neut,9.91,10.1388035
19,18diaminonaphtalene_cation->neut,4.61,5.194795
20,4me2methiopyrimidine_cation->neut,1.86,1.8734889
21,1methylurazole_neut->an,5.3,5.9684744
22,3chloro4mehtylaniline_cation->neut,4.05,3.645286
23,8cf326diaminopurine_neut->an,7.55,8.684826
24,nicotinicacidnoxide_cation->neut,0.09,-0.22460818
25,pphtalic_an->2an,4.46,4.1893196
26,2me4phoxazole_cation->neut,1.1,2.004057
27,4hydroxycinnoline_neut->an,9.27,9.329706
28,4amino3methylpyridine_cation->neut,9.43,9.235561
29,47difluoro1hbenzimidazole_cation->neut,3.0,3.041413
30,3phenylpyridinenoxide_cation->neut,0.74,0.37357378
31,3methylquinoline_cation->neut,5.15,5.2524786
32,3am1ph2pyrazolin5one_cation->neut,1.2,1.1158762
33,57dih1hfuro34bpyridin2one_cation->neut,0.5,0.59320545
34,nethylmorpholine_cation->neut,7.67,8.283051
35,TBD_cation->neut,14.5,13.93539
36,2am78dih87oxomepteridine_cation->neut,2.05,2.0899472
37,quinuclidine4isopropyl_cation->neut,11.2,10.853008
38,4methoxycarbonylpyridine_cation->neut,3.26,3.4497173
39,1methoxyisoquinoline_cation->neut,3.05,3.3219564
40,pyrimidine_cation->neut,1.3,1.6887889
41,2nitronndimeaniline_cation->neut,2.92,2.4149585
42,2phacetamidine_cation->neut,11.57,11.674697
43,46diaminopteridine_cation->neut,4.33,4.373243
