,names,pKa,pKa predicted
0,35dime4nndimeampyridine_cation->neut,8.02,8.687658
1,35dimethyl5nitroaniline_cation->neut,2.59,2.1505978
2,32thyenylpyridine_cation->neut,4.62,4.89902
3,6meam9mepurine_cation->neut,4.07,4.659795
4,5hydroxypyrimidine43hone_cation->neut,1.99,2.1607394
5,3mepyrazolo34dpyrimidin4am_cation->neut,4.61,4.586107
6,3aminoacridine_cation->neut,8.0,8.001177
7,45diampyridine_2cation->cation,0.49,0.88248634
8,4aminopyridazine_cation->neut,6.65,6.7026634
9,35dimethylpyrazole_cation->neut,4.25,5.0719085
10,4am3meapyridine_2cation->cation,0.12,1.6980793
11,glutamine_cation->neut,2.17,2.1537452
12,2methoxyethylamine_cation->neut,9.45,9.506892
13,35dime4ohbenzaldehyde_neut->an,7.74,7.798953
14,ntbupyrrolidine_cation->neut,11.13,10.637003
15,6aminoquinoxaline_cation->neut,2.95,2.9798756
16,2methylthio135triazaindene_neut->an,9.95,9.438093
17,26dioh4ampyrimidine_cation->neut,0.8,-0.10596681
18,4nndimethylaminopyridine_cation->neut,9.58,9.354892
19,1amino6methoxynaphtlene_cation->neut,3.9,4.110526
20,2am4mebenzoquinone_cation->neut,6.7,6.0089297
21,3amino1hindazole_cation->neut,3.12,3.9882042
22,2amino6hydroxyfluorene_cation->neut,4.63,4.295557
23,isoxazolidine5carboxylic_cation->neut,2.18,2.9851794
24,5amino2naphtol_cation->neut,3.97,3.7674298
25,4oh2meampyrimidine_cation->neut,3.9,4.218273
26,26dihydroxyaniline_cation->neut,5.1,4.682147
27,2hydroxy5nitropyridine_neut->an,7.97,7.515909
28,7cf38hydroxyquinoline_cation->neut,2.4,2.1426625
29,4am2oh67dimepteridine_cation->neut,3.45,3.2724333
30,4tbu1me12dih2oxopyrimidine_cation->neut,2.9,3.0573773
31,268trimepurine_neut->an,9.9,10.48801
32,1methyl56dinitrobenzimidazole_cation->neut,1.6,1.8023801
33,dimethylhydrazine_cation->neut,7.49,8.520181
34,fluoroacetic_neut->an,2.58,3.0980902
35,46dime124triazine352H4Hdione_neut->an,10.1,9.476974
36,glycinehydroxamic_cation->neut,7.1,7.5580935
37,5nitro2am4meam6ohpyrimidine_cation->neut,-0.37,0.3987534
38,1methyl5chloroimidazole_cation->neut,4.75,5.018439
39,cyclopentan13transdicarboxylic_an->2an,5.42,5.7395215
40,345trimethylaniline_cation->neut,5.12,5.1977377
41,4nitroindazole_neut->an,11.57,12.000015
42,3et124triazole_neut->an,10.69,10.656788
43,nmethylmorpholine_cation->neut,7.41,8.150089
44,5nitro6oh24dione241h3hpyrimidine_an->2an,10.25,10.381588
45,5mepyrazole45dih_cation->neut,4.3,4.372005
46,2hydroxyacridine_cation->neut,5.62,5.420965
47,34dimethylaniline_cation->neut,5.17,5.2555327
48,6hydroxyisoquinoline_cation->neut,5.84,6.1279907
49,5nitro2meoaniline_cation->neut,2.49,2.4039493
50,1me2nitroguanidine_cation->neut,-1.7,0.03457904
51,26dihydroxypurine_an->2an,11.84,11.772497
52,24diamino58dioxypteridin_cation->neut,1.2,0.97429466
53,nndimethylptoluidine_cation->neut,5.5,5.003417
54,47dichloroquinoline_cation->neut,2.8,3.0334122
55,9meamacridine_cation->neut,10.43,11.305283
56,2cnpyridinox_cation->neut,-1.75,-2.1318493
57,p-aminophenol_cation->neut,5.48,5.456345
58,8aminoquinaldine_cation->neut,4.86,5.0082617
59,246triaminoresorcin_cation->neut,5.8,5.4976735
60,23dimethoxyquinoxaline_cation->neut,-1.15,-0.056485653
61,tertbutylamine_cation->neut,10.69,10.899152
62,homoserine_neut->an,9.72,9.290454
63,glycinemethylester_cation->neut,7.59,7.468048
64,cyclohexan14transdicarboxylic_an->2an,5.42,5.542923
65,4m6methiopyrimidine_cation->neut,3.16,3.234655
66,4methoxypyridazine_cation->neut,3.68,3.8458538
67,4tbu2ohpyrimidine_cation->neut,2.78,2.8893704
68,Smethyl4mercaptopyridine_cation->neut,5.97,6.0305896
69,35dimethyl4nitrophenol_neut->an,8.25,7.156006
70,1me5nitrobenzimidazole_cation->neut,3.4,3.4970853
71,6methylquinoline_cation->neut,5.1,5.2703257
72,picolinohydrazide_cation->neut,2.86,1.5297365
73,28dimethylquinoline_cation->neut,4.11,5.8333893
74,1nitrosopiperazine_cation->neut,5.93,6.7065487
75,sulfanylamide_cation->neut,2.36,1.9276757
76,1me3oh6oxo16dihpyridazine_neut->an,5.46,6.8813086
77,23dimethylpyridine_cation->neut,6.57,6.2639723
78,pentafluorophenol_neut->an,5.23,4.71398
79,3cl6ohbenzenecarbonitrile_neut->an,6.4,6.0968084
80,35diam124triazole_cation->neut,4.43,5.009269
81,4meo3ampyridine_2cation->cation,-0.62,-0.24373055
82,3methylpterin6carboxylic_cation->neut,1.29,1.9367089
83,8oh145triazanaphthalene_cation->neut,0.6,0.11629367
84,2meo34diampyridine_cation->neut,5.68,5.95825
85,2cl4ohpyridine_neut->an,6.84,6.946723
86,ascorbic_neut->an,4.05,3.9207282
87,3am4nitropyrazole_cation->neut,-0.47,0.51610327
88,3mebenzoquinoneoxime_neut->an,6.9,7.073389
89,lycodine_cation->neut,8.08,8.51259
90,145triazanaphtalene_cation->neut,1.2,2.0030072
91,4me5methoxycarbonyloxazole_cation->neut,-1.0,-0.1652112
92,5chloroquinazolinehydrate_cation->neut,6.95,6.898779
93,8nitroquinazolinehydrate_cation->neut,6.0,5.6381006
94,5phenyloxazole_cation->neut,0.26,1.364142
95,ethylamine_cation->neut,10.63,11.055588
96,2aminopurine_cation->neut,3.73,4.1453204
97,acetazolamide_an->2an,8.8,8.343281
98,methylcyclopentylamine_cation->neut,10.85,10.956871
99,nndimethylaniline_cation->neut,5.15,4.971091
100,1me5cn12dih2iminopyridine_cation->neut,10.2,9.749868
101,glyceric_neut->an,3.64,3.3995316
102,tetramethylethylenediamine_2cation->cation,5.85,6.4544554
103,4aminopyrimidine_cation->neut,5.69,6.5345345
104,46dihd4me124triazine351H2Hdione_neut->an,11.0,10.476519
105,5678teth1hnaphth23dimidazole_cation->neut,5.96,5.955268
106,3nmemesilamidepyridine_cation->neut,3.94,2.8659146
107,6me23dih5oimidazo12cpyrimidine_cation->neut,8.08,8.311197
108,1aminoanthrazene_cation->neut,4.1,4.131469
109,cyanoacetic_neut->an,2.46,2.291195
110,3sulfobenzoic_an->2an,3.78,4.3205223
111,8aminoisoquinoline_cation->neut,6.05,6.090799
112,67dimethyl45diazaindan_cation->neut,5.36,5.104995
113,4me5carboxyimidazole_cation->neut,2.53,2.5146186
114,2vinylpyridine_cation->neut,4.98,4.860338
115,9methyl28dihydroxypurine_cation->neut,0.3,0.36442447
116,ammelide_neut->an,6.9,6.79371
117,24diaminoresorcinol_cation->neut,5.6,4.4057236
118,13propanediamine_2cation->cation,8.49,8.06916
119,4amino6hydroxypyrimidine_cation->neut,1.36,1.5190587
120,aminomethyldimethylphenylsilane_cation->neut,10.36,10.264309
121,1me5meocarb4nmeamimidazole_cation->neut,4.21,5.1141233
122,nndimethylglycine_cation->neut,2.15,1.6116629
123,126trimethylpiperidine_cation->neut,10.21,10.474262
124,nmethylbenzymidazole_cation->neut,5.24,5.7412796
125,isoretronecanol_cation->neut,10.83,11.117037
126,4vinylpyridine_cation->neut,5.62,6.0159373
127,3meosalicylamine_cation->neut,8.7,9.286537
128,dinitromethane_neut->an,3.63,3.0051289
129,3meindolizine_cation->neut,3.85,4.3770475
130,vanillylamine_cation->neut,8.94,9.43414
131,268triaminopurine_cation->neut,6.17,6.085126
132,pmethoxybenzamide_cation->neut,-1.15,-0.81706
133,5ph3me4oxo2imoxazolidine_cation->neut,3.8,4.085248
134,1me4oxo14dihcinnoline_cation->neut,-0.29,-0.7018304
135,1mepchlorophenylhydrazine_cation->neut,4.64,4.7186613
136,5me2oh46diampyrimidine_cation->neut,6.66,6.323518
137,1cyanomethylpyrrolidine_cation->neut,4.8,5.098465
138,acetylpiperazine_cation->neut,7.94,8.674396
139,3am44dime1Hpyrazol5one_cation->neut,2.1,2.2058053
140,24diaminoquinazoline_cation->neut,7.96,7.844202
141,benzene1chloro1iminobenzyl_cation->neut,5.59,5.4393616
142,2meam6ohpurine_cation->neut,3.3,2.9772692
143,sarcosinamide_cation->neut,8.02,8.399833
144,cubane14dicarboxylic_an->2an,4.76,3.682578
145,cyclohexan1amino1carboxylic_cation->neut,2.65,1.8581598
146,1ptolylpyrrolidine_cation->neut,4.7,4.613114
147,4meoacridine_cation->neut,5.26,4.597499
148,123triazole_neut->an,9.26,8.453304
149,3methoxypyridazine_cation->neut,2.5,2.942325
150,3me79dihpurine28dione_neut->an,8.0,7.798009
151,methanol_neut->an,15.54,15.318441
152,cis13diamcyclohexane_2cation->cation,8.29,8.849017
153,4mesulfonylpyridazine_cation->neut,-1.06,0.6221926
154,4amino1hindazole_cation->neut,3.26,2.6035304
155,2aminobenzoxazole_cation->neut,3.7,3.9384632
156,piperidine1ethyl_cation->neut,10.45,10.7200165
157,24dimethylaniline_cation->neut,4.89,4.6895933
158,4am6methoxpyrimidine_cation->neut,4.0,3.8963625
159,serinemethylester_cation->neut,7.03,7.009753
160,tropone_cation->neut,-0.6,0.113162994
161,isoglutamine_cation->neut,3.81,3.7904909
162,homoserine_cation->neut,2.71,2.1037009
163,6methoxycarb24diampyrimidine_cation->neut,5.32,5.347024
164,5guanidinio1Htetrazole_cation->neut,3.26,3.2900467
165,benzene124triamine_cation->neut,6.1,6.0816016
166,alanylglycine_neut->an,8.11,7.966936
167,66dime11biphnyl22diamine_cation->neut,3.7,4.5553455
168,17phenanthroline_cation->neut,4.3,4.717761
169,5dimeampyrimidine_cation->neut,2.96,3.524207
170,mecamylamine_cation->neut,11.2,10.883056
171,6cf3241h3hdionepyrimidine_neut->an,5.7,6.4877157
172,4methyl1phenylimidazole_cation->neut,5.78,6.17268
173,23diampyridine_2cation->cation,-0.01,0.5638777
174,3piperideine_cation->neut,10.43,10.078136
175,4azabenzimidazole_cation->neut,3.92,3.6612468
176,2oh2phethanimidamide_cation->neut,10.82,10.393428
177,26diaminophenol_cation->neut,5.5,4.9296455
178,25dimethylbenzimidazole_cation->neut,6.0,6.7768006
179,13propanediamine_cation->neut,10.47,10.196917
180,4ohphenylthiocyanate_neut->an,8.57,8.170455
181,1me5am1h123triazolo45dpyrmdin74hone_cation->neut,1.58,2.0966926
182,12dime5aminobenzimidazole_cation->neut,7.0,7.5184155
183,24diam5benzoylpyrimidine_cation->neut,4.63,5.0374727
184,4aminophenylarsonic_cation->neut,1.91,2.0024807
185,cyclopenta25dien12dcarbonitrile_neut->an,1.11,1.3777151
186,valineamide_cation->neut,8.0,6.4578676
187,24diam138triazanaphtalene_cation->neut,6.62,6.5266914
188,33bipyridine_cation->neut,4.6,3.8144073
189,7amino1hindazole_cation->neut,3.02,2.362233
190,24dione6789tethpyrdo12apyrmdin_cation->neut,-0.24,0.97594404
191,2dimethylaminoquinazoline_cation->neut,5.24,5.407642
192,quinuclidine4phenyl_cation->neut,10.18,9.817582
193,mphtalic_an->2an,4.6,4.6596155
194,5aminobenzimidazole_2cation->cation,3.04,3.3936865
195,4methylthiopyridazine_cation->neut,3.25,2.9351256
196,nicotine_cation->neut,8.11,8.37274
197,3me4nitropyrazole_cation->neut,-1.25,-0.7235937
198,3aminobenzosulfonic_neut->an,3.74,3.8765147
199,1ethyl2methylpiperidine_cation->neut,10.66,10.503682
200,piperazine_2cation->cation,5.33,5.784622
201,8oh9mepurine_cation->neut,2.77,3.2386856
202,3methylpyridazine_cation->neut,3.46,3.7380712
203,24diaminonaphthalen1ol_cation->neut,4.7,4.263592
204,4am2methylquinoline_cation->neut,9.42,9.560035
205,8nitroisoquinoline_cation->neut,3.57,3.6389396
206,4meodimebenzylamine_cation->neut,9.32,9.126021
207,3am6me124triazin52Hone_cation->neut,2.19,1.718554
208,alanine_cation->neut,2.34,2.5579786
209,1mephenanthridine_cation->neut,4.7,4.847644
210,2am1meimidazole_cation->neut,8.65,8.509303
211,nndimethylotoluidine_cation->neut,5.86,5.5852585
212,tromethamine_cation->neut,8.08,7.443058
213,2oh5ampyridine_cation->neut,3.77,4.014672
214,1ethylimidazole_cation->neut,7.3,7.172721
215,3am1naphtol_cation->neut,4.08,3.8704872
216,1benzoyl4methylpyperazine_cation->neut,6.78,7.3441324
217,tetrazole_neut->an,4.86,6.6191587
218,22thienylpyrrolidine_cation->neut,9.35,9.119183
219,26dimethylquinoline_cation->neut,5.46,5.7309046
220,66diox2meo57dihthieno34bpyridin2one_cation->neut,-0.4,1.066261
221,isopropylmalonic_neut->an,2.94,2.3832884
222,Nmethyl5amino2oxopyridine_cation->neut,3.8,3.8723283
223,2meo4aminobenzoic_cation->neut,1.801,1.5850948
224,3ac4nitroaniline_cation->neut,-0.14,0.022065282
225,5pfph2ampyrimidine_cation->neut,3.25,3.5618315
226,2methylaminopyridinenoxide_cation->neut,2.61,1.6330962
227,nndimenpnitroguanidine_cation->neut,-1.3,-0.06271529
228,glycineamide_cation->neut,8.03,7.8136163
229,trans10h18naphthyridine_2cation->cation,4.32,4.593205
230,2me2cyclohexen1amine_cation->neut,10.37,9.893643
231,8oh4mecinnoline_cation->neut,3.16,2.2399335
232,1methylimidazole_cation->neut,7.31,6.945446
233,1mecyclohexylamine_cation->neut,10.36,10.712693
234,8am6meoquinoline_cation->neut,3.38,3.764423
235,11dime2nitroguanidine_cation->neut,-2.1,-0.064732075
236,2tebuindolizine_cation->neut,5.6,6.141221
237,4cl1phpyrazole_cation->neut,-1.4,0.13569427
238,tolylhydroquinone_an->2an,11.62,12.473728
239,n2aminoethylbenzamide_cation->neut,9.13,9.307112
240,RR4benzyl3fluoropiperidine_cation->neut,9.3,9.593484
241,2methoxypyrimidinenoxide_cation->neut,1.23,1.4517522
242,Smethyl1mercaptoisoquinoline_cation->neut,3.93,3.711712
243,2amino7methyl4oxo34dihydropteridine6carboxylic_cation->neut,1.39,1.3821993
244,3amino1methylnaphtalene_cation->neut,3.96,3.8024526
245,3nitro16naphthyridine_cation->neut,2.32,3.136017
246,pyridazine_cation->neut,2.33,2.7549152
247,4aminosalicylic_cation->neut,1.78,1.7606529
248,22bimidazole_cation->neut,4.53,5.573903
249,3me6dimeampurine_cation->neut,5.8,6.033617
250,7hydroxyisoquinoline_cation->neut,5.69,5.881627
251,barbituric_neut->an,4.06,6.1088076
252,2methoxypyridine_cation->neut,3.06,3.1601484
253,2hydroxy4methylpyridine_cation->neut,1.14,0.53553796
254,8methylquinoline_cation->neut,4.91,5.1682844
255,4am5nitropyrimidine_cation->neut,1.98,2.321926
256,1iprobenzimidazole_cation->neut,5.71,5.431287
257,7amquinazoline_cation->neut,4.59,4.4380946
258,glycylserine_neut->an,8.38,8.355535
259,3me4oh34dihquinazoline_cation->neut,7.62,7.5620193
260,46diaminopyrimidine_cation->neut,6.01,5.8783216
261,19dimethyladenine_cation->neut,9.1,9.641466
262,pseudotropine_cation->neut,9.86,10.023153
263,10me6amphenanthridine_cation->neut,7.51,7.144487
264,4aminoquinoline_cation->neut,9.13,8.880959
265,3amino6chlorocinnoline_cation->neut,3.24,3.8636754
266,pyrazole_neut->an,13.91,12.996827
267,2me4am5carbxpyrimidine_neut->an,6.28,6.853362
268,nisobutylacetamide_cation->neut,0.01,-0.7036936
269,5me4amacridine_cation->neut,3.9,3.9902644
270,tartaric_neut->an,3.03,2.6734655
271,156trimepyrazolo34bpyrazine_cation->neut,0.94,1.1231942
272,benzyloxymethanimine_cation->neut,5.8,6.4957285
273,debrisoquine_cation->neut,11.9,12.40291
274,146trime1ihpyrimidinimine_cation->neut,11.52,11.074539
275,2me4nitroaniline_cation->neut,0.94,1.0266094
276,2h6h15methbenzob15diazocine_cation->net,7.3,7.7749004
277,malononitrile_neut->an,11.19,9.609905
278,4et124triazine352H4Hdione_neut->an,9.59,9.458786
279,5chloro2aminopyridine_cation->neut,4.83,4.6311464
280,dihydroxymandelic_neut->an,1.1,0.004175663
281,nndimethylethyldenediamine_cation->neut,9.53,10.019378
282,5hydroxyquinoline_cation->neut,5.2,4.9857516
283,histidine_2cation->cation,1.82,1.9413776
284,245trimethylthiazole_cation->neut,4.55,4.026074
285,4dimeam2meampyrimidine_cation->neut,8.1,8.092883
286,24dimethyloxazole_cation->neut,2.86,2.2803938
287,4cyano26dimethylphenol_neut->an,8.27,8.473974
288,7hpurin8ol_cation->neut,2.56,2.5212739
289,3am1phpyrazole_cation->neut,2.96,2.8328743
290,benzodioxolylguanidine_cation->neut,11.03,10.631033
291,Nacetyltetrametylguanidine_cation->neut,9.1,9.82339
292,36dimepyrimidin43hone_cation->neut,2.1,2.1400342
293,acetamide_cation->neut,-1.4,-0.88815475
294,salicylic_neut->an,2.78,3.0589352
295,bicyclo221heptane25diene23dicarboxylic_neut->an,1.32,1.893125
296,cyclohexanephosphonic_an->2an,8.3,7.7346077
297,4dimesulfoniobenzoic_cation->neut,3.3,2.7767105
298,26diaminophenol_neut->an,10.5,10.429991
299,purine8carboxylic_an->2an,9.41,9.589157
300,6oh5phpyrimidine241h3hdione_neut->an,3.75,3.4912207
301,nalixidic_neut->an,5.95,6.2729373
302,23dimethylphenylphosphonic_neut->an,2.17,2.4270205
303,trans12dime12cyclpropdicarbxylic_neut->an,3.7,4.4330335
304,isopropylphosphonic_an->2an,8.7,8.708546
305,4me3trimeamphenol_cation->neut,8.26,8.512686
306,23dimethylbenzobthiophene5ol_neut->an,10.03,10.234016
307,trimethylsilanomethylphosphonic_an->2an,8.6,8.106135
308,6oh2am7mepurine_neut->an,9.95,9.843016
309,1234benzenetetracarboxylic_neut->an,2.05,2.813808
310,5sulpho6me8ohquinoline_neut->an,4.8,3.4465961
311,nndimethyl3aminobenzoic_neut->an,5.1,4.852755
312,6azathymine_an->2an,13.4,13.808146
313,4nohcarbamoyl1mepyridinium_cation->neut,5.95,7.2522573
314,2phethynylphosphonic_an->2an,6.3,6.4786286
315,nndimethyl4aminobenzoic_neut->an,5.03,4.6110444
316,3carboxylictropolone_an->2an,7.98,8.638605
317,cyclohexan2amino1carboxylic_neut->an,10.21,9.7115555
318,lumazine6carboxylic_an->2an,8.0,7.7419558
319,sulfapyridine_neut->an,8.2,7.639258
320,mesulfonic1oh14pyridyl_neut->an,4.95,4.509621
321,nicotinicacidnoxide_neut->an,2.73,3.2700388
322,phenylmalonic_an->2an,5.59,6.9928465
323,acetylsalicylic_neut->an,3.47,3.835373
324,3nitrocyclo111pentane1carboxylic_neut->an,3.08,3.3597608
325,cis13cyclohexanedicarboxylic_neut->an,4.1,4.500282
326,6hydroxymethylpterin_neut->an,8.1,8.1850395
327,1s2r3scis123trimecyclpropdicarbxylic_an->2an,6.74,6.7179756
328,nndimethylglycylglycine_cation->neut,3.11,3.4297523
329,34dimethylphenol_neut->an,10.32,10.835686
330,4am2naphtol_neut->an,9.84,10.283785
331,methoxyphenylphosphonic_an->2an,7.15,7.923049
332,bisethylsulfonylmethane_neut->an,12.2,11.844093
333,3ohisoxazole_neut->an,5.85,6.6209106
334,39dimethyl8nitroxanthine_neut->an,8.93,8.641954
335,dimethylglyoxime_neut->an,10.6,10.659839
336,5me24hexanedioneenol_neut->an,8.66,8.108153
337,cyclopropan12cisdicarboxylic_an->2an,6.47,6.6698227
338,24dioxo1234teth5pyrimidinecarboxylic_neut->an,4.16,4.608988
339,4trimeamphenol_cation->neut,8.06,8.302346
340,isoasparagine_neut->an,8.02,7.064268
341,13dio4cn2azaspiro45decane_neut->an,7.09,7.424775
342,cyclopropan12transdicarboxylic_neut->an,3.65,3.3173258
343,1mepurin81hone_neut->an,9.8,10.815392
344,26dime4meophenol_neut->an,10.84,11.010526
345,5aminosalicylic_neut->an,5.84,4.501954
346,4mepteridin21hone_neut->an,8.2,8.934866
347,89dime261h3hdionepurine_neut->an,6.2,6.2891617
348,2nitropropan2one_neut->an,5.1,4.947032
349,1methyl1hpyrazol4ylphosphonic_neut->an,1.84,1.850905
350,26dimethylphenylphosphonic_neut->an,2.39,2.6391146
351,8nitroxanthine_neut->an,2.12,2.127434
352,cyclobutancarboxylic_neut->an,4.79,4.451272
353,7me6ohpurine_neut->an,9.0,9.29978
354,2aminophenylarsonic_an->2an,8.93,8.505622
355,benzoyleneurea_neut->an,9.82,9.4014435
356,mthiocresol_neut->an,6.58,7.295428
357,16dih123triazolo5p4p54pyrimidine_neut->an,8.97,10.002995
358,4ohquinazoline_neut->an,9.87,9.810783
359,ammeline_neut->an,9.4,10.238683
360,cyclopentenone_neut->an,9.14,8.711233
361,4clbiphenyl3ol_neut->an,8.07,7.570855
362,isopropylphosphonic_neut->an,2.66,2.614097
363,5me2ohbenzoic_neut->an,2.9,3.3149488
364,4bromophenylphosphonic_an->2an,6.83,7.2571
365,2am5678tetrhquinazolinecarboxylic_cation->neut,0.61,1.1705146
366,4me12benzenedicarboxylic_an->2an,5.26,5.730745
367,nmethyl4aminobenzoic_neut->an,5.04,3.9276047
368,o-fluorobenzoic_neut->an,3.27,3.39571
369,1hnaphth12dimidazole_neut->an,12.58,11.941747
370,2me5meo1h123triazolo45dpyrimidin74hone_neut->an,7.69,8.096918
371,3nitrophenylphosphonic_neut->an,1.2,1.6009667
372,3acetamidobenzoic_neut->an,4.07,4.4328947
373,cytosine_neut->an,12.15,11.944982
374,3methyllumazine7carboxylic_neut->an,1.57,1.6665878
375,3diazoniobenzoaten_cation->neut,2.55,2.5555007
376,17dime261h3hdionepurine_neut->an,8.6,9.026647
377,pbinphenylphosphonic_an->2an,6.93,7.995746
378,propargylalcohol_neut->an,13.55,13.658855
379,quinoline8carboxylic_cation->neut,2.0,1.9912648
380,metacrylic_neut->an,4.66,4.2966614
381,11cyclopentanediacetic_an->2an,6.77,8.105049
