,names,pKa,pKa predicted
0,2phenyl1456tetrahydropyrimidine_cation->neut,12.8,11.570868
1,22pyridilimidazole_cation->neut,5.47,5.094056
2,pyrazine2amidino3meam_cation->neut,8.96,7.822153
3,4me3ph5meim45dih124oxadiazole_cation->neut,6.43,5.9294357
4,3me2meim12dihtetramethiazole_cation->neut,10.0,8.586391
5,1Hpyrazol3ol_neut->an,7.94,8.741121
6,4me9amacridine_cation->neut,10.24,8.635242
7,4mepyrazole45dih_cation->neut,4.58,4.105877
8,26dime4carbmquinazoline_cation->neut,1.79,1.982512
9,4fluoropiperidine_cation->neut,9.4,9.478843
10,2chloropyridine_cation->neut,0.47,0.5129852
11,23dimethylaniline_cation->neut,4.7,4.504339
12,5fluro6methylaminopyrimidin21hone_cation->neut,2.66,1.0615301
13,4methoxycinnoline_cation->neut,3.14,3.827805
14,5pchlorphenyloxazole_cation->neut,0.16,0.69380856
15,6cyanopurine_neut->an,6.88,7.3869047
16,2meo3mequinoxaline_cation->neut,1.38,1.3401132
17,5meo24diampyrimidine_cation->neut,7.23,7.844408
18,4f2nitroaniline_cation->neut,-0.34,-0.6547377
19,3hydroxy2meopyridine_cation->neut,2.1,1.9568815
20,3methyl13thiazol23himine_cation->neut,9.61,9.204238
21,benzene1iminobenzyl26dimethyl_cation->neut,6.29,6.363205
22,354dimetpyrazole_cation->neut,3.91,3.7198963
23,6cf39hpurin2amine_cation->neut,1.85,1.6371984
24,histamine_2cation->cation,6.04,6.1789083
25,2mesthiazole_cation->neut,1.92,1.2677402
26,4amino3ethylpyridine_cation->neut,9.39,8.914074
27,6me5phenox24diampyrimidine_cation->neut,6.47,6.596346
28,9methyl28dihydroxypurine_an->2an,11.5,11.932852
29,5mercaptoquinoline_neut->an,6.48,6.3867717
30,6hidrazinoquinoline_cation->neut,5.5,5.5661554
31,25thiazolylpyridine_cation->neut,2.79,2.5613093
32,2me6meampurine_cation->neut,5.04,4.039843
33,2367tetrh1h5himdazo12apyrimdne_cation->neut,11.22,11.656828
34,7aminoquinoline_cation->neut,6.63,6.8108153
35,pteridine46dime2amino_cation->neut,2.66,3.3569522
36,1234tetrah15naphthyridine_2cation->cation,-1.35,-0.6236334
37,4meam1me2pyrimidionne_cation->neut,4.47,4.781399
38,5carboxy4methyloxazole_cation->neut,-0.72,-0.62299347
39,4cl2nitroaniline_cation->neut,-0.94,-0.84395874
40,2me4carbmquinazoline_cation->neut,1.57,1.5642467
41,146triazaindene_neut->an,13.16,12.9403305
42,tetrahydroquinoline_cation->neut,5.03,4.3781095
43,246triaminopyrimidine_2cation->cation,1.07,1.1389585
44,2imino133trimeindoline_cation->neut,9.25,9.629473
45,4cyano110phenanthroline_cation->neut,3.56,3.32371
46,Nethyltrans23dimethylaziridine_cation->neut,9.47,9.669962
47,26dimethylquinazolinehydrate_cation->neut,8.65,8.537886
48,thioibotenic_neut->an,5.9,7.6975117
49,nphenylhydroxylamine_cation->neut,2.19,0.67704105
50,2amino4methoxypyrimidine_cation->neut,5.53,5.8027687
51,1me45diam2im12dihpyrimidine_cation->neut,13.66,12.500513
52,aniline_cation->neut,4.6,4.423247
53,2me16dih123triazolo5p4p54pyrimidine_cation->neut,6.16,6.6732306
54,4formyl123triazole_neut->an,6.63,6.2781034
55,3me1ph1Hpyrazol5ol_cation->neut,1.42,1.8190951
56,4benzylpyridine_cation->neut,5.59,5.568638
57,tertbutyldimethylamine_cation->neut,10.52,10.077236
58,n3dimethylaniline_cation->neut,4.85,4.799219
59,1hydroxyphenazine_cation->neut,1.44,1.5443025
60,2trimesilylmeaminopropane_cation->neut,10.8,10.955688
61,nndime4cyanoaniline_cation->neut,1.777,1.9070225
62,ethanedihydroxamic_an->2an,9.0,8.081755
63,4me2hidrazinoquinoline_cation->neut,8.35,8.291203
64,benzoquinonemonoxime_neut->an,6.2,6.040767
65,1amino3cyanonaphtalene_cation->neut,2.26,2.6394656
66,3dimeampyridine_cation->neut,6.45,6.150328
67,4mesilamidepyridine_cation->neut,3.64,3.506894
68,5methoxypyrimidin4ol_neut->an,8.64,8.504542
69,threonine_neut->an,9.1,9.171814
70,4methylquinazoline_cation->neut,2.8,3.0353632
71,5ohpyridin21Hone_neut->an,8.51,9.046302
72,8oh16naphthyridine_cation->neut,4.05,4.270624
73,quinuclidine4methylsulfonyl_cation->neut,7.89,7.8941884
74,4am2butynoic_cation->neut,1.8,0.42975378
75,4mnitrophenylpyridine_cation->neut,4.87,4.6766367
76,cis1am2isop5mecyclohexane_cation->neut,10.35,10.39269
77,6mepyrazolo34dpyrimidin4am_cation->neut,5.41,5.441474
78,23diampropanoic_cation->neut,6.79,7.267072
79,m-nitrophenol_neut->an,8.36,8.543685
80,146triazanaphtalene_cation->neut,2.47,2.5039883
