,names,pKa,pKa predicted
0,2aminopurine_neut->an,10.0,9.854969
1,pivalamide_cation->neut,-0.28,-1.0298378
2,tyrosineamide_cation->neut,7.48,7.1486845
3,1methyl4nitroimidazole_cation->neut,-0.58,0.13076282
4,8methoxyquinazoline_cation->neut,1.93,2.1253028
5,2methiopyrimidine_cation->neut,0.59,0.7115519
6,4isopropylquinazoline_cation->neut,2.81,2.8201287
7,14dimetpyrazole_cation->neut,2.48,3.0425305
8,quinoxaline_cation->neut,0.72,0.58304095
9,146trimepyridin31hone_cation->neut,3.9,4.036305
10,4hydroxytropolone_neut->an,5.76,6.957055
11,4nitro2356tetramethylaniline_cation->neut,2.36,2.4194412
12,3me4567tetrahindazole_cation->neut,4.65,4.279551
13,5et1me21hpyrimidinimine_cation->neut,11.45,10.801281
14,35dinitrophenol_neut->an,6.73,6.2017517
15,5hydroxypyrimidine43hone_neut->an,7.52,6.885209
16,cyclohexan1amino1carboxylic_neut->an,10.03,10.770377
17,3pyridinecarbaldehydeoxime_cation->neut,4.1,4.5279565
18,benz34isothiazole_cation->neut,-0.1,-0.22410274
19,6oh24dione1h3hpyrimidine_neut->an,3.99,2.035408
20,8methoxyquinoline_cation->neut,5.01,4.412938
21,3nitro15naphthyridine_cation->neut,0.63,1.6455278
22,8cf3purin21hone_neut->an,5.35,5.7643347
23,9methyluric_neut->an,5.77,4.6483583
24,pyrazine1oxide_cation->neut,0.05,1.1783412
25,167trime4iminepteridine_cation->neut,10.44,9.678798
26,2me46diohpyrimidine_cation->neut,0.21,0.13073587
27,triethylamine_cation->neut,10.72,10.336489
28,4me34dihquinazoline_cation->neut,9.15,8.926297
29,5hydroxy4methylcoumarin_neut->an,8.26,7.8073454
30,5hydroxypyrimidine_cation->neut,1.85,1.9103818
31,1methyl4pirimidinone_cation->neut,1.8,2.5513744
32,lysine_cation->neut,8.94,8.859308
33,56dime3meampyrazinamide_cation->neut,2.68,2.3653674
34,6aminoquinoline_cation->neut,5.63,5.438086
35,2acpyridinox_cation->neut,-0.45,1.3568861
36,alanylalanine_neut->an,8.13,7.8498306
37,benzoxazole_cation->neut,0.5,0.7226424
38,1me41hquinolinimine_cation->neut,12.4,13.025216
39,24diaminopteridin6ylmethanol_cation->neut,5.02,5.5050297
40,3aminomethyl6methylpyridine_2cation->cation,2.9,3.861959
41,pyridine246trimethyl35dicarboxylic_an->2an,6.54,8.073542
42,7hidrazinoquinoline_2cation->cation,2.8,2.717547
43,16dih123triazolo5p4p54pyrimidine_cation->neut,5.6,5.370061
44,44pyridylaniline_2cation->cation,2.75,2.2475736
45,24diam6dimeampyrimidine_2cation->cation,0.68,1.5025756
46,22thienylpyridine_cation->neut,3.79,3.3641238
47,2carboxy5phenyloxazole_cation->neut,-1.87,-2.101851
48,14phenylenediamine_2cation->cation,2.97,2.970913
49,3mesulfonylpyridazine_cation->neut,-1.01,0.006136656
50,8methoxy6methylquinoline_cation->neut,5.7,5.555977
51,pyrazolo34dpyrimidin4dimeam_cation->neut,4.53,4.5215163
52,3aminopyridazine_cation->neut,5.19,5.126589
53,3fluoropyrrolidine_cation->neut,9.4,9.157859
54,2me5nitroaniline_cation->neut,2.32,2.386015
55,3clnndimebenzylamine_cation->neut,8.67,8.821638
56,1amino6chloronaphtalene_cation->neut,3.48,3.6549702
57,tetramethylpyrazine_cation->neut,3.6,2.8345885
58,2cyclohexen1amine_cation->neut,10.42,9.556993
59,6oh2ampyridine_cation->neut,2.32,1.9116316
60,12phenylenediamine_cation->neut,4.47,5.6075473
61,methylpiperidine_cation->neut,10.19,10.388027
62,pyridine2methylamine_cation->neut,3.79,3.9353108
63,nme2pheam56dih4h13oxazine_cation->neut,10.71,10.214624
64,2methylphenylhydrazine_cation->neut,5.32,4.967456
65,2aminophenol_cation->neut,4.66,4.457472
66,2mes45dimethiazole_cation->neut,3.1,2.4375982
67,phenanthridine_cation->neut,4.52,4.3788104
68,6cn5am1h123triazolo45bpyridine_cation->neut,-0.06,-0.010141373
69,2methylbenzimidazole_cation->neut,6.1,6.3158894
70,5me7meo34dihpyrano23bpyridine_cation->neut,3.04,3.4014845
71,2me5carboxy4am123triazole_cation->neut,-0.28,-1.5918932
72,trans1am2ohcyclohexan_cation->neut,9.63,9.45685
73,35dimethylisothiazole_cation->neut,1.52,1.1774299
74,3aminopropanoic_neut->an,10.24,9.769444
75,24dime1h15benzodiazepine_cation->neut,8.98,8.645874
76,146triazaindene_cation->neut,4.24,4.4759417
77,7me6ohpurine_cation->neut,2.12,2.5734363
78,nacetylimidazolin2imine_cation->neut,7.48,6.5674872
79,35methiophen2ylpyridine_cation->neut,4.56,4.588504
80,azetidine_cation->neut,11.29,10.92717
81,1pnitrophenylpyrazole_cation->neut,-0.65,-0.277843
82,26dime4ampyrimidine_cation->neut,6.97,6.910034
83,dimethylguanidine_cation->neut,13.6,13.069484
84,1pme6mes123azol5p4p45pyrmdine_cation->neut,-0.78,-0.44016528
85,tyrosine_an->2an,10.6,10.399244
86,3chloroquinoline_cation->neut,2.63,2.5483255
87,56dime2meopyridine_cation->neut,4.86,4.138488
88,2oh34diampyridine_cation->neut,4.16,5.311928
89,formic_neut->an,3.75,3.9629803
