,names,pKa,pKa predicted
0,2phenyl1456tetrahydropyrimidine_cation->neut,12.8,11.615683
1,22pyridilimidazole_cation->neut,5.47,5.0821943
2,pyrazine2amidino3meam_cation->neut,8.96,7.9419065
3,4me3ph5meim45dih124oxadiazole_cation->neut,6.43,4.7703977
4,3me2meim12dihtetramethiazole_cation->neut,10.0,9.511589
5,1Hpyrazol3ol_neut->an,7.94,6.8077216
6,4me9amacridine_cation->neut,10.24,9.904289
7,4mepyrazole45dih_cation->neut,4.58,3.5899026
8,26dime4carbmquinazoline_cation->neut,1.79,2.0982757
9,4fluoropiperidine_cation->neut,9.4,9.686961
10,2chloropyridine_cation->neut,0.47,0.35958958
11,23dimethylaniline_cation->neut,4.7,4.7662563
12,5fluro6methylaminopyrimidin21hone_cation->neut,2.66,1.8443899
13,4methoxycinnoline_cation->neut,3.14,4.099079
14,5pchlorphenyloxazole_cation->neut,0.16,0.19157171
15,6cyanopurine_neut->an,6.88,7.330426
16,2meo3mequinoxaline_cation->neut,1.38,1.1445961
17,5meo24diampyrimidine_cation->neut,7.23,7.4871883
18,4f2nitroaniline_cation->neut,-0.34,-0.37174106
19,3hydroxy2meopyridine_cation->neut,2.1,1.9343476
20,3methyl13thiazol23himine_cation->neut,9.61,9.170546
21,benzene1iminobenzyl26dimethyl_cation->neut,6.29,6.8402653
22,354dimetpyrazole_cation->neut,3.91,3.4392948
23,6cf39hpurin2amine_cation->neut,1.85,2.170022
24,histamine_2cation->cation,6.04,5.204099
25,2mesthiazole_cation->neut,1.92,1.1722536
26,4amino3ethylpyridine_cation->neut,9.39,9.152498
27,6me5phenox24diampyrimidine_cation->neut,6.47,6.377105
28,9methyl28dihydroxypurine_an->2an,11.5,12.339676
29,5mercaptoquinoline_neut->an,6.48,5.940672
30,6hidrazinoquinoline_cation->neut,5.5,5.5277576
31,25thiazolylpyridine_cation->neut,2.79,2.18967
32,2me6meampurine_cation->neut,5.04,4.3687835
33,2367tetrh1h5himdazo12apyrimdne_cation->neut,11.22,11.883883
34,7aminoquinoline_cation->neut,6.63,6.8981714
35,pteridine46dime2amino_cation->neut,2.66,3.2444916
36,1234tetrah15naphthyridine_2cation->cation,-1.35,-0.15872478
37,4meam1me2pyrimidionne_cation->neut,4.47,4.442363
38,5carboxy4methyloxazole_cation->neut,-0.72,-0.856555
39,4cl2nitroaniline_cation->neut,-0.94,-0.858997
