,names,pKa,pKa predicted
0,35dime4nndimeampyridine_cation->neut,8.02,7.603622
1,35dimethyl5nitroaniline_cation->neut,2.59,1.8968312
2,32thyenylpyridine_cation->neut,4.62,4.639667
3,6meam9mepurine_cation->neut,4.07,4.2929115
4,5hydroxypyrimidine43hone_cation->neut,1.99,1.9512935
5,3mepyrazolo34dpyrimidin4am_cation->neut,4.61,4.879037
6,3aminoacridine_cation->neut,8.0,7.9303493
7,45diampyridine_2cation->cation,0.49,0.6824126
8,4aminopyridazine_cation->neut,6.65,5.816061
9,35dimethylpyrazole_cation->neut,4.25,4.321955
10,4am3meapyridine_2cation->cation,0.12,1.7297232
11,glutamine_cation->neut,2.17,1.9931035
12,2methoxyethylamine_cation->neut,9.45,9.078002
13,35dime4ohbenzaldehyde_neut->an,7.74,7.448922
14,ntbupyrrolidine_cation->neut,11.13,10.072718
15,6aminoquinoxaline_cation->neut,2.95,2.8871145
16,2methylthio135triazaindene_neut->an,9.95,9.391353
17,26dioh4ampyrimidine_cation->neut,0.8,0.30726242
18,4nndimethylaminopyridine_cation->neut,9.58,9.010093
19,1amino6methoxynaphtlene_cation->neut,3.9,3.7866318
20,2am4mebenzoquinone_cation->neut,6.7,6.176983
21,3amino1hindazole_cation->neut,3.12,3.7596703
22,2amino6hydroxyfluorene_cation->neut,4.63,4.1591716
23,isoxazolidine5carboxylic_cation->neut,2.18,2.67478
24,5amino2naphtol_cation->neut,3.97,3.6943862
25,4oh2meampyrimidine_cation->neut,3.9,3.7642827
26,26dihydroxyaniline_cation->neut,5.1,4.5225334
27,2hydroxy5nitropyridine_neut->an,7.97,7.702956
28,7cf38hydroxyquinoline_cation->neut,2.4,2.2937922
29,4am2oh67dimepteridine_cation->neut,3.45,3.1495905
30,4tbu1me12dih2oxopyrimidine_cation->neut,2.9,2.4176712
31,268trimepurine_neut->an,9.9,10.154108
32,1methyl56dinitrobenzimidazole_cation->neut,1.6,1.7240472
33,dimethylhydrazine_cation->neut,7.49,8.369325
34,fluoroacetic_neut->an,2.58,3.122209
35,46dime124triazine352H4Hdione_neut->an,10.1,8.824156
36,glycinehydroxamic_cation->neut,7.1,7.126017
37,5nitro2am4meam6ohpyrimidine_cation->neut,-0.37,-0.33324528
38,1methyl5chloroimidazole_cation->neut,4.75,4.7281456
39,cyclopentan13transdicarboxylic_an->2an,5.42,5.483107
40,345trimethylaniline_cation->neut,5.12,5.1472797
