,names,pKa,pKa predicted
0,5ureidoimidazole4carboxylic_cation->neut,2.0,2.3543098
1,26dihydroxypyridine_neut->an,4.52,4.796692
2,4meo2mepyrimidine_cation->neut,3.98,4.0651073
3,Nethylcis23dimethylaziridine_cation->neut,8.56,9.1202545
4,1methylhistidine_2cation->cation,1.69,1.0277512
5,6me2pyridinecarboxylic_cation->neut,0.9,1.6789775
6,5hydroxyquinoxaline_cation->neut,0.9,0.6474552
7,2bromonndimethylaniline_cation->neut,4.31,4.8108187
8,2dicyanoethylamine_cation->neut,5.14,4.948575
9,pyridine2isopropyl_cation->neut,5.83,5.86989
10,2am7ohpteridine_cation->neut,1.5,1.7267323
11,21iminotetramethylene2imidazoline_cation->neut,11.26,12.933514
12,3sulfophenol_an->2an,9.07,8.680656
13,pyridine345tricarboxylic_2an->3an,5.48,4.8298736
14,2nmepneam56dih4h13thiazine_cation->neut,9.86,9.74576
15,2dimeampyrimidine_cation->neut,4.15,4.643649
16,4me2nitroaniline_cation->neut,0.39,0.014830589
17,2amino4methoxynaphtlene_cation->neut,4.05,3.6683393
18,azepane_cation->neut,11.1,10.853161
19,cis135triamcyclohexane_cation->neut,10.4,9.709876
20,5me4ohpyrimidine_neut->an,9.17,8.670768
21,23diaminoquinoxaline_cation->neut,4.7,4.002452
22,2methoxyquinoline_cation->neut,3.17,2.518547
23,4chloroquinoline_cation->neut,3.68,3.81376
24,3me146triazanaphtalene_cation->neut,2.82,3.3461316
25,4methioquinazoline_cation->neut,3.01,3.5147345
26,1mepyrazolo34dpyrimidine_cation->neut,2.46,2.5638795
27,acetylenedicarboxylic_an->2an,2.34,1.7333384
28,1me5meo2im12dihpyrimidine_cation->neut,11.44,10.754459
29,1amino6nitronaphtalene_cation->neut,2.89,2.5381424
30,aspartimide_cation->neut,5.9,5.539406
31,7hydroxyquinoline_cation->neut,5.48,5.661051
32,8mesulfonylpurine_neut->an,4.9,4.8987083
33,benzamidine_cation->neut,11.6,11.195544
34,succinic_an->2an,5.64,6.9821963
35,34dih4tbuquinazoline_cation->neut,9.36,9.307086
36,4me6meo23dihfuro23bpyridine_cation->neut,1.85,1.5510769
37,3amino1naphtoic_cation->neut,2.61,3.0153086
38,diohebutenedioic_an->2an,3.36,2.3596134
39,34pyridinedicarboxylic_neut->an,2.95,3.4004233
40,uric_an->2an,9.8,10.136277
41,trimethylhydroxylamine_cation->neut,3.65,4.897524
42,26dihydroxypyridine_cation->neut,1.0,1.0765784
43,2amino4methylpyrimidine_cation->neut,4.13,4.3953633
44,58dihydropteridine4673Htrione_an->2an,9.36,8.65238
45,4meo26dimepyrimidine_cation->neut,4.71,4.441505
46,2methoxypurine_neut->an,9.2,8.741255
47,4benzoylpyridine_cation->neut,3.35,3.6201992
