,names,pKa,pKa predicted
0,5ureidoimidazole4carboxylic_cation->neut,2.0,2.1321776
1,26dihydroxypyridine_neut->an,4.52,4.5187883
2,4meo2mepyrimidine_cation->neut,3.98,4.1973534
3,Nethylcis23dimethylaziridine_cation->neut,8.56,9.101488
4,1methylhistidine_2cation->cation,1.69,1.8416011
5,6me2pyridinecarboxylic_cation->neut,0.9,3.590099
6,5hydroxyquinoxaline_cation->neut,0.9,1.0713868
7,2bromonndimethylaniline_cation->neut,4.31,5.775427
8,2dicyanoethylamine_cation->neut,5.14,5.4284835
9,pyridine2isopropyl_cation->neut,5.83,5.684031
10,2am7ohpteridine_cation->neut,1.5,1.9840107
11,21iminotetramethylene2imidazoline_cation->neut,11.26,12.495155
12,3sulfophenol_an->2an,9.07,8.951399
13,pyridine345tricarboxylic_2an->3an,5.48,5.426208
14,2nmepneam56dih4h13thiazine_cation->neut,9.86,9.58073
15,2dimeampyrimidine_cation->neut,4.15,4.9684215
16,4me2nitroaniline_cation->neut,0.39,0.12903011
17,2amino4methoxynaphtlene_cation->neut,4.05,4.1121244
18,azepane_cation->neut,11.1,10.71007
19,cis135triamcyclohexane_cation->neut,10.4,9.476185
20,5me4ohpyrimidine_neut->an,9.17,9.26421
21,23diaminoquinoxaline_cation->neut,4.7,4.3998747
22,2methoxyquinoline_cation->neut,3.17,3.212215
23,4chloroquinoline_cation->neut,3.68,3.7218468
24,3me146triazanaphtalene_cation->neut,2.82,3.1709664
25,4methioquinazoline_cation->neut,3.01,3.3928046
26,1mepyrazolo34dpyrimidine_cation->neut,2.46,2.7384822
27,acetylenedicarboxylic_an->2an,2.34,1.9747922
28,1me5meo2im12dihpyrimidine_cation->neut,11.44,11.014529
29,1amino6nitronaphtalene_cation->neut,2.89,3.0580916
30,aspartimide_cation->neut,5.9,5.498825
31,7hydroxyquinoline_cation->neut,5.48,5.5331817
32,8mesulfonylpurine_neut->an,4.9,5.1803184
33,benzamidine_cation->neut,11.6,11.208589
34,succinic_an->2an,5.64,6.6893024
35,34dih4tbuquinazoline_cation->neut,9.36,8.69346
36,4me6meo23dihfuro23bpyridine_cation->neut,1.85,2.2057495
37,3amino1naphtoic_cation->neut,2.61,3.4391823
38,diohebutenedioic_an->2an,3.36,2.2670488
39,34pyridinedicarboxylic_neut->an,2.95,3.4538774
40,uric_an->2an,9.8,10.075305
41,trimethylhydroxylamine_cation->neut,3.65,4.8783693
42,26dihydroxypyridine_cation->neut,1.0,0.82062244
43,2amino4methylpyrimidine_cation->neut,4.13,4.516964
44,58dihydropteridine4673Htrione_an->2an,9.36,9.245227
45,4meo26dimepyrimidine_cation->neut,4.71,4.568159
46,2methoxypurine_neut->an,9.2,9.1651325
47,4benzoylpyridine_cation->neut,3.35,3.3500924
48,4aminocinnoline_cation->neut,6.83,6.5175714
49,47dime6oxo2367tetrahfuro23bpyridine_cation->neut,1.52,1.8745928
50,bicyclo211hexane1amino_cation->neut,9.3,9.245173
51,4sulfophenol_an->2an,8.56,8.217839
52,3nitro4meoaniline_cation->neut,3.26,4.1373615
53,2clpyridinox_cation->neut,-0.81,-0.72531366
54,17dimepurine2681h3h7htrione_neut->an,5.5,6.0980997
55,5nitro110phenanthroline_cation->neut,3.23,3.6839106
56,5hydroxypyrimidine_neut->an,6.8,7.034993
57,124triazine561H2Hdione_an->2an,12.07,10.184721
58,5me4am26diohpyrimidine_cation->neut,0.02,-0.08459616
59,555p5ptetrame22pbipyrrolidine_2cation->cation,6.95,7.229396
60,2tertbutylquinazolinehydrate_cation->neut,8.38,7.5286875
61,2me4am5nitropyrimidine_cation->neut,2.67,2.9666407
62,benzoccinnoline_cation->neut,2.2,1.9695466
63,phenylbiguanide_cation->neut,10.76,9.61693
64,1me5ph6oxo16dihpyrimidine_cation->neut,1.5,2.3179955
65,5ph24diampyrimidine_cation->neut,6.9,6.7094183
