,names,pKa,pKa predicted
0,sulfoacetic_an>2an,4.2,3.6970444
1,67dime58dioxypterin_cation->neut,0.22,0.6034379
2,isoxazolidine_cation->neut,5.05,4.6405725
3,4hydroxypyrimidine_cation->neut,1.85,2.2605443
4,2aminoindan1ol_cation->neut,8.13,8.929109
5,4aminobenzimidazole_cation->neut,5.3,4.893154
6,6789tetrah1hnapht12dimidazole_cation->neut,5.99,5.6594934
7,3me135triazine241H3Hdione_neut->an,6.58,6.8879633
8,2amino5cyano46dimethylpyrimidine_cation->neut,1.67,2.0065522
9,13dime5phpyrazole45dih_cation->neut,3.5,3.9040163
10,1me3nitro4oxo14dihpyridine_cation->neut,-0.8,-0.44984674
11,7me17diazaspiro35nonane_2cation->cation,7.24,7.728838
12,24diam1hpyrrolo23dpyrimidine_cation->neut,6.18,5.9095993
13,benzothiazole_cation->neut,1.2,1.6037431
14,3hydroxy6dimethylaminopyridazine_cation->neut,1.36,1.8059397
15,noradrenaline_cation->neut,8.64,8.6133
16,34dime5678tetrahcinnoline_cation->neut,5.41,5.0971904
17,furfurylamine_cation->neut,8.89,8.653465
18,dimethylisobutylamine_cation->neut,9.91,10.222324
19,18diaminonaphtalene_cation->neut,4.61,5.2006617
20,4me2methiopyrimidine_cation->neut,1.86,1.2708716
21,1methylurazole_neut->an,5.3,5.8507566
22,3chloro4mehtylaniline_cation->neut,4.05,3.3130307
23,8cf326diaminopurine_neut->an,7.55,8.5737705
24,nicotinicacidnoxide_cation->neut,0.09,0.10791683
25,pphtalic_an->2an,4.46,4.488722
26,2me4phoxazole_cation->neut,1.1,1.4692411
27,4hydroxycinnoline_neut->an,9.27,9.293705
28,4amino3methylpyridine_cation->neut,9.43,8.949855
29,47difluoro1hbenzimidazole_cation->neut,3.0,3.0935574
30,3phenylpyridinenoxide_cation->neut,0.74,0.71597004
31,3methylquinoline_cation->neut,5.15,5.253574
32,3am1ph2pyrazolin5one_cation->neut,1.2,2.142579
33,57dih1hfuro34bpyridin2one_cation->neut,0.5,0.92975307
34,nethylmorpholine_cation->neut,7.67,8.48932
35,TBD_cation->neut,14.5,13.880959
36,2am78dih87oxomepteridine_cation->neut,2.05,1.8653197
37,quinuclidine4isopropyl_cation->neut,11.2,10.523633
38,4methoxycarbonylpyridine_cation->neut,3.26,3.3524725
39,1methoxyisoquinoline_cation->neut,3.05,3.314576
40,pyrimidine_cation->neut,1.3,1.8700476
41,2nitronndimeaniline_cation->neut,2.92,2.628687
42,2phacetamidine_cation->neut,11.57,11.938216
43,46diaminopteridine_cation->neut,4.33,4.3667154
44,3me79dihpurine28dione_cation->neut,1.25,1.8441114
45,1me2cl14dih4oxopyridine_cation->neut,2.27,2.6966047
46,isobutylamine_cation->neut,10.51,10.154382
47,24pbipyridine_2cation->cation,1.19,1.4049091
48,4trimethylammoniumdimethylaniline_2cation->cation,2.336,3.119804
49,2am45tetramethiazole_cation->neut,6.11,6.191799
50,sarcosin_cation->neut,2.12,2.2321563
