,names,pKa,pKa predicted
0,245trimethylimidazole_cation->neut,8.92,8.355528
1,5oh4o4hpyran2carboxylic_an->2an,7.75,7.8941507
2,35dimethylpyridineNoxyde_cation->neut,1.18,1.5103991
3,4nitroimidazole_cation->neut,-0.16,-0.20921516
4,3pyrroline_cation->neut,10.46,9.568256
5,methyl3dimethylaminobenzoate_cation->neut,3.86,3.6045191
6,6am9me8azapurine_cation->neut,2.8,2.9972203
7,356trimethyltriazine_cation->neut,2.85,2.8993149
8,n4methyl5nitropyrimidine46diam_cation->neut,2.73,3.1124504
9,4carbmquinazoline_cation->neut,0.5,1.2326946
10,1ph5me23dih3oxopyrazole_cation->neut,1.79,1.8371286
11,5nitroquinazolinehydrate_cation->neut,6.43,6.5052843
12,4methoxypyridine_cation->neut,6.47,6.455176
13,7me6mespurin21hone_cation->neut,1.3,0.9935999
14,6am3mepyrimidin4one_cation->neut,0.98,2.115253
15,8oh17naphthyridine_cation->neut,2.53,2.691887
16,dimethylanthranilate_cation->neut,3.53,2.6071332
17,2me4am5carbm123triazole_cation->neut,0.1,-0.19769764
18,1methylsulfonylisoquinoline_cation->neut,-0.83,-0.8021772
19,26dimethylpyrimidine_cation->neut,2.7,3.2449741
20,canavanine_2cation->cation,2.5,1.4565771
21,purine_neut->an,8.92,9.239353
22,trans10h15naphthyridine_2cation->cation,6.86,6.3454614
23,11dinitroethane_neut->an,5.21,4.282711
24,6oh2pme123triazolo5p4p45pyrimidine_cation->neut,-0.6,-0.48174953
25,24diaminopteridine_cation->neut,5.3,5.665062
26,nndimethylhydrazine_cation->neut,7.12,7.8554716
27,34dimeantrhanyl_cation->neut,-1.22,0.7912636
28,neopentylamine_cation->neut,10.24,10.077782
29,4chloronmethylaniline_cation->neut,3.9,4.0519867
30,phenylhidrazine_cation->neut,5.2,6.003021
31,bicyclo221heptane1amino_cation->neut,10.2,9.846365
32,nmethylpyrazole_cation->neut,2.08,2.1327772
33,Smethyl3mercaptoisoquinoline_cation->neut,3.41,2.8048046
34,4fluoro1hbenzimidazole_cation->neut,4.2,3.91343
35,8cf3purin6one_an->2an,10.9,11.473502
36,norharmane_cation->neut,7.2,6.179377
37,5hydroxytropolone_neut->an,6.47,6.940974
38,26dioh4ampyrimidine_neut->an,8.69,8.534931
39,3oh4hpyrain4one_cation->neut,-1.28,-1.1878052
